name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
가부 혜화점|25.00000000000001|83.10349999999997|78.2185|93.19899999999994|78.85199999999996|74.82299999999995|46|54
간짜장전문점세아|17.926571428571396|29.541142857142823|14.016857142857134|17.00685714285712|5.4551428571428335|11.315999999999978|47|53
걸작떡볶이치킨 서울대학로점|25.00000000000001|97.00849999999997|78.35199999999996|73.58099999999999|61.54949999999996|25.00000000000001|56|44
군자대한곱창 대학로점|11.764705882352951|47.338352941176474|32.71647058823529|31.052235294117636|22.849176470588233|11.764705882352951|54|46
꼬치오뎅|11.764705882352951|47.26188235294118|42.30988235294117|31.851529411764695|18.22164705882353|11.764705882352951|50|50
노브랜드버거 대학로점|25.00000000000001|81.03049999999999|75.66549999999998|84.66999999999999|75.87699999999995|25.00000000000001|50|50
대구막창 대학로점|25.00000000000001|97.00849999999997|78.35199999999996|73.58099999999999|61.54949999999996|25.00000000000001|56|44
대학로족발보쌈|25.00000000000001|89.79399999999995|78.36049999999997|82.68199999999996|79.535|64.385|46|54
도리안그레이|11.764705882352951|51.975058823529416|20.48776470588234|13.434117647058825|11.764705882352951|11.764705882352951|55|45
돈천동식당|11.764705882352951|48.22894117647058|33.2785882352941|27.08070588235294|19.89435294117648|11.764705882352951|63|37
라라맥주|25.00000000000001|81.03049999999999|75.66549999999998|84.66999999999999|75.87699999999995|25.00000000000001|50|50
라쿤카페 꾸꾸네|50.908470588235296|49.50705882352939|27.084235294117644|26.350588235294126|16.62447058823529|11.764705882352951|53|47
림스치킨 혜화점|25.00000000000001|80.9885|89.29149999999998|86.61349999999997|25.00000000000001|25.00000000000001|48|52
명륜건강원|25.00000000000001|97.00849999999997|78.35199999999996|73.58099999999999|61.54949999999996|25.00000000000001|56|44
미정국수0410 대학로점|25.00000000000001|91.22999999999995|79.419|76.33899999999997|61.791999999999994|25.00000000000001|53|47
배스킨라빈스 대학로|71.43349999999997|95.16549999999998|89.91949999999996|76.82699999999996|47.04799999999996|25.00000000000001|56|44
봉심식당|25.00000000000001|99.13749999999996|79.74049999999997|68.10899999999995|49.422499999999964|25.00000000000001|53|47
봉추찜닭 대학로점|11.764705882352951|47.760705882352944|33.369411764705866|22.894117647058835|16.521882352941176|11.764705882352951|55|45
빌런치팬케이크|25.00000000000001|80.9885|89.29149999999998|86.61349999999997|25.00000000000001|25.00000000000001|48|52
석관동떡볶이 대학로점|73.981|93.53549999999996|79.83749999999998|81.93349999999997|55.85149999999997|25.00000000000001|57|43
소구미 대학로직영점|35.555999999999926|96.54899999999991|56.147999999999875|58.56299999999993|56.08499999999995|36.35199999999995|45|55
스시마시따|17.926571428571396|29.541142857142823|14.016857142857134|17.00685714285712|5.4551428571428335|11.315999999999978|47|53
스시사소우|28.261176470588246|48.00729411764704|34.072941176470586|30.160470588235295|24.478352941176478|11.764705882352951|50|50
스타벅스 동숭길입구점|25.00000000000001|96.23549999999994|73.23049999999995|68.72599999999998|25.00000000000001|25.00000000000001|62|38
스페이스플라토|11.764705882352951|47.43482352941177|35.47082352941175|23.762823529411754|17.88894117647058|11.764705882352951|52|48
식탁의목적|48.633411764705876|48.72823529411765|27.436|25.760470588235286|19.907058823529418|11.764705882352951|61|39
아리가또맘마 대학로점|91.85749999999994|98.80199999999996|71.16999999999999|62.192|40.7385|25.00000000000001|55|45
알바이신|25.00000000000001|88.24849999999998|83.69149999999993|77.76949999999997|68.3635|25.00000000000001|49|51
어웨이크커피바|11.764705882352951|47.760705882352944|33.369411764705866|22.894117647058835|16.521882352941176|11.764705882352951|55|45
오늘와인한잔 대학로점|11.764705882352951|48.02305882352941|33.50470588235295|28.514352941176472|21.14541176470587|11.764705882352951|51|49
옥이모깻잎떡볶이|25.00000000000001|80.38250000000001|86.78099999999996|91.02199999999996|56.87449999999997|25.00000000000001|56|44
위치스커피 파스텔드나따 대학로점|11.764705882352951|47.760705882352944|33.369411764705866|22.894117647058835|16.521882352941176|11.764705882352951|55|45
이레미|25.00000000000001|91.84199999999994|80.40999999999995|78.90599999999995|68.13099999999997|25.00000000000001|53|47
이자카야 곤조|25.00000000000001|88.24849999999998|83.69149999999993|77.76949999999997|68.3635|25.00000000000001|49|51
쟁반집8292 혜화점|25.00000000000001|88.24849999999998|83.69149999999993|77.76949999999997|68.3635|25.00000000000001|49|51
제순식당 대학로직영점|25.00000000000001|95.85349999999994|77.60749999999997|73.77749999999997|54.55549999999996|25.00000000000001|49|51
찡쪽바|25.00000000000001|88.24849999999998|83.69149999999993|77.76949999999997|68.3635|25.00000000000001|49|51
카페 마피|25.00000000000001|81.03049999999999|75.66549999999998|84.66999999999999|75.87699999999995|25.00000000000001|50|50
카페스트롤|17.926571428571396|29.541142857142823|14.016857142857134|17.00685714285712|5.4551428571428335|11.315999999999978|47|53
코코로식탁|35.48729411764705|49.069411764705876|31.63600000000001|23.571058823529402|16.799529411764695|11.764705882352951|56|44
키쉬미뇽 대학로점|11.764705882352951|48.22894117647058|33.2785882352941|27.08070588235294|19.89435294117648|11.764705882352951|63|37
탕화쿵푸마라탕 대학로점|48.633411764705876|48.72823529411765|27.436|25.760470588235286|19.907058823529418|11.764705882352951|61|39
파인데이즈|25.00000000000001|97.00849999999997|78.35199999999996|73.58099999999999|61.54949999999996|25.00000000000001|56|44
포도원삼계탕대학로점|25.00000000000001|87.51299999999998|86.27549999999997|77.1835|67.454|67.49199999999998|53|47
한돌참치 대학로본점|25.00000000000001|85.00799999999994|81.06649999999996|89.75399999999996|78.5485|25.00000000000001|40|60
한촌설렁탕 대학로점|25.00000000000001|81.03049999999999|75.66549999999998|84.66999999999999|75.87699999999995|25.00000000000001|50|50
할리스 대명거리점|25.00000000000001|85.00799999999994|81.06649999999996|89.75399999999996|78.5485|25.00000000000001|40|60
해마 티룸|25.00000000000001|99.30549999999995|76.59549999999996|57.04949999999995|53.375499999999995|25.00000000000001|61|39
허그|11.764705882352951|51.00658823529412|26.03223529411764|16.872705882352946|15.418823529411757|11.764705882352951|49|51
혜화수산 혜화본점|11.764705882352951|48.32799999999999|35.308000000000014|31.42447058823528|30.219529411764707|24.647764705882345|46|54
