name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
런던 베이글 뮤지엄 도산점|"31.08700000000001%_10|"|"96.67266666666666%_20|"|"91.45099999999996%_30|"|"93.1383333333333%_40|"|"73.29733333333331%_50|"|"43.815999999999995%_60|"|여자_74%|남자_26%
꽁티드툴레아|"25.19099999999997%_10|"|"76.96433333333333%_20|"|"55.829333333333295%_30|"|"32.52066666666665%_40|"|"25.346666666666636%_50|"|"9.893666666666654%_60|"|여자_72%|남자_28%
뉴만두집|"23.54533333333334%_10|"|"69.31299999999997%_20|"|"74.35799999999999%_30|"|"74.55033333333334%_40|"|"76.34999999999998%_50|"|"67.63466666666665%_60|"|여자_55%|남자_45%
카페무니 압구정본점|"35.50933333333332%_10|"|"48.63266666666665%_20|"|"32.55799999999999%_30|"|"27.771555555555526%_40|"|"20.81799999999998%_50|"|"5.484888888888861%_60|"|여자_75%|남자_25%
포스터리 베이커|"33.96633333333332%_10|"|"83.62899999999998%_20|"|"69.23199999999999%_30|"|"50.60566666666665%_40|"|"31.659999999999975%_50|"|"26.449333333333318%_60|"|여자_74%|남자_26%
압구정하루|"18.214999999999986%_10|"|"75.07049999999995%_20|"|"64.14399999999999%_30|"|"52.86849999999994%_40|"|"45.47099999999994%_50|"|"36.55499999999996%_60|"|여자_53%|남자_47%
온기정|"22.58066666666666%_10|"|"46.70444444444441%_20|"|"24.72622222222221%_30|"|"23.639111111111095%_40|"|"26.072444444444432%_50|"|"14.849777777777753%_60|"|여자_55%|남자_45%
카페 노티드 청담|"22.58066666666666%_10|"|"46.70444444444441%_20|"|"24.72622222222221%_30|"|"23.639111111111095%_40|"|"26.072444444444432%_50|"|"14.849777777777753%_60|"|여자_55%|남자_45%
리틀넥 청담|"22.58066666666666%_10|"|"46.70444444444441%_20|"|"24.72622222222221%_30|"|"23.639111111111095%_40|"|"26.072444444444432%_50|"|"14.849777777777753%_60|"|여자_55%|남자_45%
호족반|"10.51099999999994%_10|"|"87.55749999999998%_20|"|"57.30249999999999%_30|"|"30.147999999999957%_40|"|"21.291499999999967%_50|"|"12.473999999999933%_60|"|여자_57%|남자_43%
쮸즈|"39.21566666666662%_10|"|"83.32199999999999%_20|"|"67.46366666666664%_30|"|"52.476999999999975%_40|"|"45.29966666666664%_50|"|"35.94633333333331%_60|"|여자_58%|남자_42%
까폼|"30.490333333333318%_10|"|"81.23966666666666%_20|"|"72.14766666666668%_30|"|"55.33666666666666%_40|"|"41.467333333333336%_50|"|"36.027999999999984%_60|"|여자_55%|남자_45%
벽돌해피푸드 압구정점|"43.44733333333332%_10|"|"92.06333333333333%_20|"|"59.10566666666664%_30|"|"36.22499999999999%_40|"|"30.504333333333317%_50|"|"25.111333333333334%_60|"|여자_59%|남자_41%
미미면가|"6.00485714285713%_10|"|"36.16199999999996%_20|"|"23.62485714285713%_30|"|"13.835428571428546%_40|"|"9.0665714285714%_50|"|"4.249142857142825%_60|"|여자_54%|남자_46%
아우어베이커리 가로수길점|"64.38499999999998%_10|"|"94.3723333333333%_20|"|"64.10266666666666%_30|"|"54.211%_40|"|"45.99233333333333%_50|"|"30.559666666666647%_60|"|여자_65%|남자_35%
달마시안|"44.616666666666646%_10|"|"86.6523333333333%_20|"|"74.553%_30|"|"63.77166666666665%_40|"|"48.00933333333332%_50|"|"33.56599999999996%_60|"|여자_72%|남자_28%
삼원가든|"17.269666666666662%_10|"|"47.702666666666666%_20|"|"71.92233333333333%_30|"|"76.54666666666664%_40|"|"69.45666666666668%_50|"|"74.273%_60|"|여자_48%|남자_52%
