name|gubun|score|visitCount|blogCount
혜화달손만두|칼국수,만두|4.36|525|15.0
후룩뽕|중식당|4.08|123|40.0
100년설렁탕 대학로점|곰탕,설렁탕|4.17|49|2.0
개미식당|한식|4.4|239|71.0
깐베이 혜화본점|중식당|4.29|39|14.0
꼬시|일식당|4.3|62|191.0
노랑통닭 대학로점|치킨,닭강정|4.22|280|60.0
담미온 대학로점|한식|4.15|162|16.0
대학로실내포차|술집|4.11|106|26.0
동네별장|맥주,호프|4.28|72|30.0
동네식당|우동,소바|4.47|140|21.0
동대문엽기떡볶이 대학로점|분식|4.3|479|60.0
따띠삼겹 성균관대점|돼지고기구이|4.52|196|11.0
딱지치기|떡볶이|4.46|109|54.0
뚜레쥬르 카페대학로점|베이커리|4.35|3062|177.0
로젤|카페,디저트|4.29|154|18.0
롯데리아혜화점|햄버거|4.3|147|49.0
