name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
천미미|"25.00000000000001%_10|"|"71.5275%_20|"|"89.37699999999995%_30|"|"89.51149999999998%_40|"|"82.73799999999996%_50|"|"77.68449999999997%_60|"|여자_43%|남자_57%
오엔|"54.16133333333332%_10|"|"79.14133333333331%_20|"|"59.137666666666675%_30|"|"39.067666666666646%_40|"|"34.627999999999986%_50|"|"32.95333333333331%_60|"|여자_51%|남자_49%
이치에|"25.00000000000001%_10|"|"99.02649999999998%_20|"|"99.58149999999996%_30|"|"76.51999999999995%_40|"|"55.471499999999985%_50|"|"51.17149999999996%_60|"|여자_49%|남자_51%
텔러스 9.5|"32.26164705882353%_10|"|"52.463764705882355%_20|"|"41.86447058823528%_30|"|"29.574117647058813%_40|"|"21.208941176470596%_50|"|"14.543764705882339%_60|"|여자_54%|남자_46%
더플레이트디저트|"59.30049999999996%_10|"|"94.20799999999998%_20|"|"87.59749999999997%_30|"|"74.42549999999996%_40|"|"59.295499999999976%_50|"|"43.721%_60|"|여자_59%|남자_41%
사브서울|"11.764705882352951%_10|"|"50.78541176470587%_20|"|"52.853176470588224%_30|"|"38.913882352941165%_40|"|"29.884470588235303%_50|"|"23.928470588235292%_60|"|여자_57%|남자_43%
신사숙녀|"16.66666666666668%_10|"|"77.49199999999999%_20|"|"51.224333333333306%_30|"|"33.195666666666654%_40|"|"30.267666666666653%_50|"|"16.66666666666668%_60|"|여자_53%|남자_47%
어물전 청 도산공원점|"5.944470588235283%_10|"|"45.52211764705882%_20|"|"48.97082352941177%_30|"|"40.2545882352941%_40|"|"29.06376470588235%_50|"|"24.31223529411763%_60|"|여자_53%|남자_47%
아가젤라또|"47.7409411764706%_10|"|"49.89129411764704%_20|"|"36.21388235294116%_30|"|"30.491764705882346%_40|"|"22.179294117647046%_50|"|"17.752235294117654%_60|"|여자_63%|남자_37%
바빌리안테이블|"11.774857142857119%_10|"|"35.28428571428569%_20|"|"24.749142857142818%_30|"|"12.381714285714267%_40|"|"7.03742857142856%_50|"|"5.113999999999968%_60|"|여자_47%|남자_53%
핀치브런치바|"28.429882352941178%_10|"|"52.69741176470589%_20|"|"42.09247058823528%_30|"|"34.08682352941177%_40|"|"28.42494117647058%_50|"|"23.350588235294115%_60|"|여자_70%|남자_30%
더페이머스버거 신사점|"62.25666666666666%_10|"|"78.577%_20|"|"55.14433333333334%_30|"|"42.98033333333332%_40|"|"31.149666666666665%_50|"|"24.25533333333333%_60|"|여자_52%|남자_48%
대봉집 신사본점|"28.305882352941165%_10|"|"49.804%_20|"|"41.93694117647057%_30|"|"34.00658823529411%_40|"|"24.10799999999999%_50|"|"17.985647058823538%_60|"|여자_49%|남자_51%
랜디스도넛 가로수길점|"67.86899999999999%_10|"|"94.60566666666665%_20|"|"65.75299999999997%_30|"|"59.219333333333324%_40|"|"46.125%_50|"|"28.82533333333333%_60|"|여자_62%|남자_38%
당옥|"6.513999999999973%_10|"|"29.15285714285711%_20|"|"20.686285714285706%_30|"|"12.532857142857123%_40|"|"8.87599999999998%_50|"|"11.163714285714262%_60|"|여자_50%|남자_50%
뮤지드아트|"38.396470588235296%_10|"|"48.053647058823515%_20|"|"35.43999999999999%_30|"|"28.00517647058822%_40|"|"20.660000000000004%_50|"|"22.40117647058823%_60|"|여자_59%|남자_41%
UPPERWEST|"25.00000000000001%_10|"|"96.55599999999994%_20|"|"89.55749999999998%_30|"|"75.0405%_40|"|"55.065499999999965%_50|"|"25.00000000000001%_60|"|여자_59%|남자_41%
카페 아뮈제 도산|"36.03082352941175%_10|"|"49.4865882352941%_20|"|"40.92141176470585%_30|"|"36.74870588235294%_40|"|"29.117882352941166%_50|"|"25.078823529411753%_60|"|여자_63%|남자_37%
우돈청|"56.65199999999996%_10|"|"99.88349999999998%_20|"|"90.75649999999999%_30|"|"70.92099999999999%_40|"|"49.2865%_50|"|"47.87899999999999%_60|"|여자_50%|남자_50%
플르서라구뜨|"56.65199999999996%_10|"|"99.88349999999998%_20|"|"90.75649999999999%_30|"|"70.92099999999999%_40|"|"49.2865%_50|"|"47.87899999999999%_60|"|여자_50%|남자_50%
리마크스|"11.764705882352951%_10|"|"47.72870588235293%_20|"|"43.05482352941176%_30|"|"36.14117647058822%_40|"|"25.820470588235285%_50|"|"11.764705882352951%_60|"|여자_64%|남자_36%
스몰디쉬빅쇼|"11.764705882352951%_10|"|"48.69270588235294%_20|"|"40.7670588235294%_30|"|"31.9884705882353%_40|"|"24.16400000000001%_50|"|"11.764705882352951%_60|"|여자_58%|남자_42%
시추안하우스 압구정점|"25.00000000000001%_10|"|"80.94449999999995%_20|"|"91.69949999999996%_30|"|"87.18499999999997%_40|"|"81.51699999999998%_50|"|"85.32199999999997%_60|"|여자_52%|남자_48%
에이커스|"38.735529411764716%_10|"|"51.58870588235294%_20|"|"36.60117647058823%_30|"|"25.13858823529412%_40|"|"17.37270588235293%_50|"|"13.587058823529421%_60|"|여자_64%|남자_36%
잠수교집 5호점|"51.68399999999996%_10|"|"93.53549999999996%_20|"|"98.09499999999996%_30|"|"96.43949999999998%_40|"|"66.84349999999995%_50|"|"52.52899999999995%_60|"|여자_53%|남자_47%
청수당갤러리|"42.92541176470587%_10|"|"50.2915294117647%_20|"|"38.07623529411763%_30|"|"31.451058823529404%_40|"|"25.489176470588237%_50|"|"18.46470588235293%_60|"|여자_59%|남자_41%
식물학|"36.08470588235295%_10|"|"49.766823529411745%_20|"|"35.92917647058824%_30|"|"25.686352941176473%_40|"|"20.765411764705885%_50|"|"11.764705882352951%_60|"|여자_58%|남자_42%
카페 마당|"11.733428571428563%_10|"|"29.66542857142856%_20|"|"27.519142857142825%_30|"|"18.167999999999964%_40|"|"7.595714285714246%_50|"|"4.241142857142817%_60|"|여자_63%|남자_37%
파시0914|"11.733428571428563%_10|"|"29.66542857142856%_20|"|"27.519142857142825%_30|"|"18.167999999999964%_40|"|"7.595714285714246%_50|"|"4.241142857142817%_60|"|여자_63%|남자_37%
미우|"23.130823529411764%_10|"|"51.1964705882353%_20|"|"47.3905882352941%_30|"|"36.698117647058815%_40|"|"28.278117647058824%_50|"|"25.22094117647058%_60|"|여자_35%|남자_65%
을지다락 가로수길|"45.70282352941176%_10|"|"50.888705882352944%_20|"|"37.26282352941177%_30|"|"34.78494117647058%_40|"|"28.864941176470587%_50|"|"23.365176470588235%_60|"|여자_57%|남자_43%
형훈 텐동|"33.69811764705883%_10|"|"51.416%_20|"|"39.53247058823528%_30|"|"29.6950588235294%_40|"|"23.799294117647054%_50|"|"19.494823529411754%_60|"|여자_50%|남자_50%
심양 청담본점|"20.363058823529418%_10|"|"47.93294117647058%_20|"|"45.88329411764705%_30|"|"38.13176470588234%_40|"|"25.235058823529418%_50|"|"23.549647058823528%_60|"|여자_49%|남자_51%
나따오비까 신사점|"70.75449999999995%_10|"|"99.79599999999996%_20|"|"86.08049999999997%_30|"|"75.96449999999996%_40|"|"60.76849999999996%_50|"|"51.62699999999993%_60|"|여자_60%|남자_40%
스시선수|"25.00000000000001%_10|"|"92.32699999999996%_20|"|"95.18449999999997%_30|"|"79.11049999999994%_40|"|"69.014%_50|"|"73.53549999999996%_60|"|여자_50%|남자_50%
딩딤1968|"25.00000000000001%_10|"|"96.62449999999997%_20|"|"88.15549999999996%_30|"|"75.54949999999997%_40|"|"66.31899999999999%_50|"|"61.61049999999999%_60|"|여자_53%|남자_47%
크라운돼지|"25.00000000000001%_10|"|"90.04899999999995%_20|"|"89.93749999999997%_30|"|"82.17549999999999%_40|"|"64.817%_50|"|"62.138499999999965%_60|"|여자_41%|남자_59%
