name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
뮤즈온|"16.66666666666668%_10|"|"77.97433333333332%_20|"|"50.198%_30|"|"35.17200000000001%_40|"|"30.23866666666667%_50|"|"22.85933333333334%_60|"|여자_53%|남자_47%
정돈프리미엄 신사점|"28.876470588235286%_10|"|"50.27317647058823%_20|"|"43.37411764705881%_30|"|"32.12729411764706%_40|"|"25.684470588235293%_50|"|"22.041882352941183%_60|"|여자_45%|남자_55%
선셋스위밍 샌드위치|"25.00000000000001%_10|"|"98.40549999999995%_20|"|"87.30749999999995%_30|"|"69.157%_40|"|"51.49249999999997%_50|"|"39.2345%_60|"|여자_65%|남자_35%
프레임|"11.764705882352951%_10|"|"48.0955294117647%_20|"|"35.72094117647058%_30|"|"20.544941176470573%_40|"|"20.42305882352942%_50|"|"11.764705882352951%_60|"|여자_52%|남자_48%
노모어피자|"36.82729411764705%_10|"|"49.91976470588234%_20|"|"39.48611764705881%_30|"|"29.244941176470597%_40|"|"23.040235294117654%_50|"|"11.764705882352951%_60|"|여자_56%|남자_44%
타코앤칠리|"25.00000000000001%_10|"|"99.74099999999999%_20|"|"88.61149999999998%_30|"|"76.21899999999997%_40|"|"52.801499999999976%_50|"|"25.00000000000001%_60|"|여자_54%|남자_46%
스시츠바사|"26.21600000000001%_10|"|"76.13033333333333%_20|"|"60.42633333333332%_30|"|"37.32899999999998%_40|"|"32.10433333333332%_50|"|"27.651333333333323%_60|"|여자_47%|남자_53%
플링크 압구정|"25.00000000000001%_10|"|"92.49249999999995%_20|"|"90.79749999999994%_30|"|"85.09549999999996%_40|"|"73.52299999999998%_50|"|"56.74749999999998%_60|"|여자_61%|남자_39%
김북순큰남비집 신사본점|"10.257999999999882%_10|"|"83.7499999999999%_20|"|"77.22599999999993%_30|"|"68.15099999999997%_40|"|"41.18599999999996%_50|"|"25.0379999999999%_60|"|여자_50%|남자_50%
아우어베이커리 도산본점|"33.86611764705883%_10|"|"48.898352941176455%_20|"|"41.35058823529412%_30|"|"33.53317647058823%_40|"|"25.02258823529413%_50|"|"20.156235294117636%_60|"|여자_62%|남자_38%
우시야 본점|"23.86099999999998%_10|"|"77.91566666666667%_20|"|"66.66066666666666%_30|"|"49.140666666666675%_40|"|"38.779999999999994%_50|"|"34.51%_60|"|여자_42%|남자_58%
Bowl Room|"46.208999999999975%_10|"|"76.25800000000001%_20|"|"56.90399999999999%_30|"|"35.177333333333316%_40|"|"27.015000000000004%_50|"|"22.413000000000014%_60|"|여자_68%|남자_32%
신사 모소리|"26.33270588235293%_10|"|"47.348705882352924%_20|"|"42.0649411764706%_30|"|"32.08117647058825%_40|"|"22.58447058823528%_50|"|"11.764705882352951%_60|"|여자_48%|남자_52%
