name|score_naver|count_naver|score_daum|count_daum|score_dining|count_dining|score_trip|count_trip|score_manggo|count_manggo|total_count|score_weighted
빌라레코드|0.0|0|4.8|41|0.0|0|0.0|0|0.0|0|41|4.8
빵어니스타 압구정점|0.0|0|3.6|82|0.0|0|0.0|0|0.0|0|82|3.6
사가라멘 가로수길점|0.0|0|3.0|128|0.0|0|0.0|0|0.0|0|128|3.0
사케리아잇콘|0.0|0|4.4|43|0.0|0|0.0|0|4.1|28|71|4.28
산호|0.0|0|3.2|39|0.0|0|0.0|0|4.0|27|66|3.53
살롱드애일리|0.0|0|4.5|64|0.0|0|0.0|0|0.0|0|64|4.5
삼백집 가로수길직영점|0.0|0|3.4|17|0.0|0|0.0|0|0.0|0|17|3.4
삼정하누 도산공원점|0.0|0|4.2|17|0.0|0|0.0|0|0.0|0|17|4.2
삼화식당1972 본점|0.0|0|4.9|116|0.0|0|0.0|0|0.0|0|116|4.9
삿뽀로 압구정점|0.0|0|4.0|18|0.0|0|0.0|0|0.0|0|18|4.0
생활맥주 압구정로데오점|0.0|0|1.7|15|0.0|0|0.0|0|0.0|0|15|1.7
설매네|0.0|0|3.6|23|0.0|0|0.0|0|0.0|0|23|3.6
성하루|0.0|0|4.9|2|0.0|0|0.0|0|0.0|0|2|4.9
세광양대창 신사역가로수길점|0.0|0|3.4|103|0.0|0|0.0|0|0.0|0|103|3.4
소나무|0.0|0|5.0|28|0.0|0|0.0|0|4.3|7|35|4.86
솔빈덕|0.0|0|3.2|13|0.0|0|0.0|0|0.0|0|13|3.2
송옥 압구정분점|0.0|0|3.2|25|0.0|0|0.0|0|0.0|0|25|3.2
수린|0.0|0|4.2|32|0.0|0|0.0|0|0.0|0|32|4.2
수퍼판|0.0|0|3.9|49|0.0|0|0.0|0|0.0|0|49|3.9
순정족발 신사본점|0.0|0|4.4|6|0.0|0|0.0|0|0.0|0|6|4.4
슈바빙|0.0|0|4.2|44|0.0|0|0.0|0|0.0|0|44|4.2
슈퍼커피 압구정로데오점|0.0|0|5.0|16|0.0|0|0.0|0|0.0|0|16|5.0
스시류코|0.0|0|4.3|41|0.0|0|0.0|0|0.0|0|41|4.3
스시시미즈|0.0|0|3.4|74|0.0|0|0.0|0|0.0|0|74|3.4
스시에비스|0.0|0|3.6|48|0.0|0|0.0|0|0.0|0|48|3.6
스시우찌|0.0|0|4.2|19|0.0|0|0.0|0|0.0|0|19|4.2
스시인|0.0|0|3.6|84|0.0|0|0.0|0|4.3|22|106|3.75
스시카이세이|0.0|0|3.6|68|0.0|0|0.0|0|4.3|20|88|3.76
스시코마츠|0.0|0|2.9|32|0.0|0|0.0|0|4.0|31|63|3.44
스시킨|0.0|0|4.5|5|0.0|0|0.0|0|0.0|0|5|4.5
스쿠로|0.0|0|4.1|32|0.0|0|4.5|3|0.0|0|35|4.13
스타벅스 가로수길점|0.0|0|2.8|16|0.0|0|0.0|0|0.0|0|16|2.8
스타벅스 신사가로수점|0.0|0|4.1|16|0.0|0|0.0|0|0.0|0|16|4.1
스타벅스 신압구정점|0.0|0|3.0|10|0.0|0|0.0|0|0.0|0|10|3.0
스타벅스 압구정|0.0|0|3.7|10|0.0|0|0.0|0|0.0|0|10|3.7
스타벅스 압구정R점|0.0|0|4.6|20|0.0|0|0.0|0|0.0|0|20|4.6
스타벅스 압구정미소점|0.0|0|4.1|13|0.0|0|0.0|0|0.0|0|13|4.1
스타벅스 압구정역점|0.0|0|3.9|17|0.0|0|0.0|0|0.0|0|17|3.9
스튜부대|0.0|0|4.0|197|0.0|0|0.0|0|0.0|0|197|4.0
스폰티니 신사가로수길점|0.0|0|3.3|3|0.0|0|0.0|0|0.0|0|3|3.3
시골밥상 압구정점|0.0|0|2.1|41|0.0|0|0.0|0|0.0|0|41|2.1
식부관|0.0|0|3.6|49|0.0|0|0.0|0|0.0|0|49|3.6
신사동가자|0.0|0|4.1|154|0.0|0|0.0|0|0.0|0|154|4.1
신사소곱창 신사본점|0.0|0|3.2|124|0.0|0|0.0|0|0.0|0|124|3.2
신사양꼬치 가로수길본점|0.0|0|3.9|18|0.0|0|0.0|0|0.0|0|18|3.9
신사연어|0.0|0|3.5|78|4.2|13|0.0|0|0.0|0|91|3.6
신사쭈꾸미|0.0|0|2.9|37|0.0|0|0.0|0|0.0|0|37|2.9
써브웨이 압구정역점|0.0|0|2.7|11|0.0|0|0.0|0|0.0|0|11|2.7
아우어베이커리 압구정소망점|0.0|0|4.4|54|0.0|0|0.0|0|0.0|0|54|4.4
immute|0.0|0|4.4|76|0.0|0|0.0|0|0.0|0|76|4.4
아티제 도산로점|0.0|0|3.7|28|0.0|0|0.0|0|0.0|0|28|3.7
안식 레스토랑|0.0|0|4.7|53|0.0|0|0.0|0|0.0|0|53|4.7
압구정곱창 2호점|0.0|0|4.0|27|0.0|0|0.0|0|0.0|0|27|4.0
압구정공주떡|0.0|0|3.9|354|4.5|14|0.0|0|0.0|0|368|3.92
압구정진주|0.0|0|3.5|62|0.0|0|0.0|0|0.0|0|62|3.5
앙스모멍|0.0|0|3.7|5|0.0|0|0.0|0|0.0|0|5|3.7
애월식당 압구정점|0.0|0|4.4|14|0.0|0|0.0|0|0.0|0|14|4.4
야키니쿠규|0.0|0|4.5|120|0.0|0|0.0|0|0.0|0|120|4.5
얌타이|0.0|0|4.29|24|0.0|0|0.0|0|0.0|0|24|4.29
양식당더램키친|0.0|0|4.2|45|0.0|0|0.0|0|4.3|68|113|4.26
어게인리프레쉬 가로수길점|0.0|0|4.0|62|0.0|0|0.0|0|0.0|0|62|4.0
어성일식|0.0|0|4.1|152|0.0|0|0.0|0|4.1|9|161|4.1
에르바|0.0|0|3.9|91|0.0|0|0.0|0|0.0|0|91|3.9
에이블|0.0|0|3.2|44|0.0|0|0.0|0|0.0|0|44|3.2
엘이베리코 압구정점|0.0|0|3.6|35|0.0|0|0.0|0|0.0|0|35|3.6
연타발 압구정본점|0.0|0|4.3|20|0.0|0|0.0|0|0.0|0|20|4.3
연탄공장|0.0|0|2.6|40|0.0|0|0.0|0|0.0|0|40|2.6
영양센타|0.0|0|3.4|7|0.0|0|0.0|0|0.0|0|7|3.4
옛향기가득한 동인동|0.0|0|3.9|28|0.0|0|0.0|0|0.0|0|28|3.9
오늘와인한잔 신사세로수길점|0.0|0|1.5|46|0.0|0|0.0|0|0.0|0|46|1.5
오늘잡은안동갈비 신사점|0.0|0|2.3|33|0.0|0|0.0|0|0.0|0|33|2.3
오라방|0.0|0|4.2|20|0.0|0|0.0|0|4.3|14|34|4.24
오레노유메 가로수길점|0.0|0|3.4|16|0.0|0|0.0|0|0.0|0|16|3.4
오미가|0.0|0|2.6|17|0.0|0|0.0|0|0.0|0|17|2.6
오복수산시장 도산공원점|0.0|0|2.8|45|0.0|0|0.0|0|0.0|0|45|2.8
오븟|0.0|0|3.7|44|0.0|0|0.0|0|0.0|0|44|3.7
와라야끼 쿠이신보|0.0|0|3.7|50|0.0|0|0.0|0|0.0|0|50|3.7
와인주막차차 압구정점|0.0|0|4.4|28|0.0|0|0.0|0|0.0|0|28|4.4
왕자장어|0.0|0|3.9|17|0.0|0|0.0|0|0.0|0|17|3.9
우림황소양곱창 본점|0.0|0|2.8|131|0.0|0|0.0|0|0.0|0|131|2.8
우오하나|0.0|0|4.4|155|0.0|0|0.0|0|0.0|0|155|4.4
우유니아이스크림|0.0|0|3.5|16|4.4|12|0.0|0|4.1|201|229|4.07
우찌노카레 압구정점|0.0|0|3.8|4|0.0|0|0.0|0|0.0|0|4|3.8
원조신사양곱창|0.0|0|4.8|88|0.0|0|0.0|0|0.0|0|88|4.8
웻커피 신사점|0.0|0|3.4|187|0.0|0|0.0|0|0.0|0|187|3.4
유노추보|0.0|0|3.1|152|0.0|0|0.0|0|0.0|0|152|3.1
유쾌한접시 신사본점|0.0|0|4.4|21|0.0|0|0.0|0|0.0|0|21|4.4
육갑식당 압구정신사직영점|0.0|0|5.0|4|0.0|0|0.0|0|0.0|0|4|5.0
이마스시|0.0|0|0.0|12|0.0|0|0.0|0|0.0|0|12|0.0
이비티|0.0|0|3.9|2|0.0|0|0.0|0|0.0|0|2|3.9
이속우화천공|0.0|0|3.8|147|0.0|0|0.0|0|4.1|7|154|3.81
이즈미 압구정본점|0.0|0|4.0|4|0.0|0|0.0|0|0.0|0|4|4.0
이코복스커피 압구정점|0.0|0|2.6|26|0.0|0|0.0|0|0.0|0|26|2.6
인딕슬로우|0.0|0|4.4|156|0.0|0|0.0|0|0.0|0|156|4.4
인사동촌|0.0|0|2.0|26|0.0|0|0.0|0|0.0|0|26|2.0
일도씨곱창 신사점|0.0|0|3.3|35|0.0|0|0.0|0|0.0|0|35|3.3
일무레또|0.0|0|4.2|21|0.0|0|0.0|0|4.3|34|55|4.26
자매의부엌|0.0|0|3.5|18|0.0|0|0.0|0|0.0|0|18|3.5
장사랑|0.0|0|3.8|34|4.2|7|4.5|10|4.0|120|171|4.0
잭슨피자 압구정점|0.0|0|4.2|143|0.0|0|0.0|0|0.0|0|143|4.2
저스트스테이크|0.0|0|3.2|29|0.0|0|0.0|0|0.0|0|29|3.2
정성담 압구정점|0.0|0|4.7|34|0.0|0|0.0|0|0.0|0|34|4.7
제일양 압구정로데오점|0.0|0|4.4|19|0.0|0|0.0|0|0.0|0|19|4.4
족황상제 압구정로데오점|0.0|0|4.3|99|0.0|0|0.0|0|0.0|0|99|4.3
주몽|0.0|0|2.4|4|0.0|0|0.0|0|0.0|0|4|2.4
지유가오카핫쵸메 압구정로데오점|0.0|0|4.8|21|0.0|0|0.0|0|0.0|0|21|4.8
창고43 압구정점|0.0|0|3.2|29|0.0|0|0.0|0|0.0|0|29|3.2
창화당 신사점|0.0|0|4.4|65|0.0|0|0.0|0|0.0|0|65|4.4
채운|0.0|0|3.8|33|0.0|0|0.0|0|0.0|0|33|3.8
청담미역 압구정점|0.0|0|4.1|5|0.0|0|0.0|0|0.0|0|5|4.1
청담반점 도산공원점|0.0|0|2.6|6|0.0|0|0.0|0|0.0|0|6|2.6
청담순두부 본점|0.0|0|2.0|43|0.0|0|0.0|0|0.0|0|43|2.0
청담정스시 가로수길점|0.0|0|2.6|34|0.0|0|0.0|0|0.0|0|34|2.6
청담플러스|0.0|0|3.8|83|0.0|0|0.0|0|0.0|0|83|3.8
최우영스시 압구정점|0.0|0|3.7|27|0.0|0|0.0|0|0.0|0|27|3.7
춘식당|0.0|0|3.4|136|0.0|0|0.0|0|0.0|0|136|3.4
카멜커피 도산2호점|0.0|0|3.2|56|0.0|0|0.0|0|0.0|0|56|3.2
카시나카페|0.0|0|3.6|58|0.0|0|0.0|0|0.0|0|58|3.6
카페뮤제|0.0|0|3.7|102|0.0|0|0.0|0|0.0|0|102|3.7
카페뮬라 가로수길점|0.0|0|2.6|113|0.0|0|0.0|0|0.0|0|113|2.6
카페바잇미 신사점|0.0|0|4.7|35|0.0|0|0.0|0|0.0|0|35|4.7
카페파이브바|0.0|0|4.4|29|0.0|0|0.0|0|0.0|0|29|4.4
커피라이터|0.0|0|4.5|25|0.0|0|0.0|0|4.0|98|123|4.1
커피빈 압구정로데오점|0.0|0|5.0|4|0.0|0|0.0|0|0.0|0|4|5.0
커피오카|0.0|0|4.6|22|0.0|0|0.0|0|0.0|0|22|4.6
컬렉션라운지|0.0|0|2.9|56|0.0|0|0.0|0|0.0|0|56|2.9
코다차야|0.0|0|2.3|25|0.0|0|0.0|0|0.0|0|25|2.3
코레아노스키친 압구정점|0.0|0|3.2|39|0.0|0|0.0|0|0.0|0|39|3.2
키쏘커피 도산점|0.0|0|3.1|15|0.0|0|0.0|0|0.0|0|15|3.1
타코벨 압구정점|0.0|0|2.6|9|0.0|0|0.0|0|0.0|0|9|2.6
탐앤탐스 더클래식압구정로데오점|0.0|0|2.3|17|0.0|0|0.0|0|0.0|0|17|2.3
탐앤탐스 압구정본점|0.0|0|2.3|22|0.0|0|0.0|0|0.0|0|22|2.3
탐앤탐스블랙 압구정점|0.0|0|2.4|9|0.0|0|0.0|0|0.0|0|9|2.4
테일러커피 신사점|0.0|0|4.4|234|0.0|0|0.0|0|0.0|0|234|4.4
투썸플레이스 강남도산점|0.0|0|4.0|5|0.0|0|0.0|0|0.0|0|5|4.0
투썸플레이스 강남신사점|0.0|0|1.9|3|0.0|0|0.0|0|0.0|0|3|1.9
파지티브호텔 뷰티그로서리|0.0|0|3.3|81|0.0|0|0.0|0|0.0|0|81|3.3
파티오42 압구정점|0.0|0|0.0|40|0.0|0|0.0|0|0.0|0|40|0.0
팻보이샌드위치|0.0|0|3.8|12|0.0|0|0.0|0|0.0|0|12|3.8
포도식당 압구정본점|0.0|0|2.3|13|0.0|0|0.0|0|0.0|0|13|2.3
포케올데이 신사점|0.0|0|4.8|34|0.0|0|0.0|0|0.0|0|34|4.8
폴바셋 압구정2호점|0.0|0|3.3|10|0.0|0|0.0|0|0.0|0|10|3.3
플라워베이커리 가로수길점|0.0|0|4.1|142|0.0|0|0.0|0|0.0|0|142|4.1
피쉬스토리 압구정본점|0.0|0|4.1|36|0.0|0|0.0|0|0.0|0|36|4.1
피자익스프레스|0.0|0|2.3|76|0.0|0|0.0|0|0.0|0|76|2.3
피치|0.0|0|1.7|6|0.0|0|0.0|0|0.0|0|6|1.7
하나우동|0.0|0|3.8|40|0.0|0|0.0|0|0.0|0|40|3.8
하모|0.0|0|3.6|34|0.0|0|4.5|14|0.0|0|48|3.86
한잔의추억|0.0|0|3.0|291|0.0|0|0.0|0|4.1|229|520|3.48
할리스 세로수길점|0.0|0|2.9|8|0.0|0|0.0|0|0.0|0|8|2.9
함흥면옥 압구정점|0.0|0|3.7|40|0.0|0|0.0|0|0.0|0|40|3.7
해남집|0.0|0|3.4|30|0.0|0|0.0|0|0.0|0|30|3.4
행복추풍령칼삼겹살 압구정점|0.0|0|4.5|16|0.0|0|0.0|0|0.0|0|16|4.5
헤이미|0.0|0|3.7|10|0.0|0|0.0|0|0.0|0|10|3.7
헬로우|0.0|0|4.5|39|0.0|0|0.0|0|0.0|0|39|4.5
호남식당|0.0|0|3.5|16|0.0|0|0.0|0|0.0|0|16|3.5
회춘|0.0|0|3.5|140|0.0|0|0.0|0|0.0|0|140|3.5
히바치참치|0.0|0|3.5|73|0.0|0|0.0|0|0.0|0|73|3.5
카츠 바이 콘반|0.0|0|0.0|0|4.9|21|0.0|0|0.0|0|21|4.9
새들러 하우스|0.0|0|0.0|0|4.7|22|0.0|0|0.0|0|22|4.7
미미면가 2호점|0.0|0|0.0|0|3.9|72|0.0|0|0.0|0|72|3.9
대가방 압구정동점|0.0|0|0.0|0|4.4|7|0.0|0|0.0|0|7|4.4
겟썸커피|0.0|0|0.0|0|4.4|14|0.0|0|0.0|0|14|4.4
김북순 큰남비집 본점|0.0|0|0.0|0|4.3|9|0.0|0|0.0|0|9|4.3
쿠스 다이닝|0.0|0|0.0|0|4.6|6|0.0|0|0.0|0|6|4.6
구스테이크 528|0.0|0|0.0|0|4.5|4|0.0|0|0.0|0|4|4.5
산동교자관|0.0|0|0.0|0|4.6|4|0.0|0|0.0|0|4|4.6
신사랑|0.0|0|0.0|0|4.3|8|0.0|0|0.0|0|8|4.3
우마텐 텐동|0.0|0|0.0|0|4.2|11|0.0|0|0.0|0|11|4.2
감성타코|0.0|0|0.0|0|3.7|33|0.0|0|0.0|0|33|3.7
네기 스키야키|0.0|0|0.0|0|4.2|4|0.0|0|0.0|0|4|4.2
홍미닭발 신사점|0.0|0|0.0|0|4.1|13|0.0|0|0.0|0|13|4.1
쉑쉑버거 청담점|0.0|0|0.0|0|3.7|42|0.0|0|0.0|0|42|3.7
뉴 델리|0.0|0|0.0|0|0.0|0|5.0|123|0.0|0|123|5.0
류니끄|0.0|0|0.0|0|0.0|0|4.5|131|0.0|0|131|4.5
코리아노스 키친 본점|0.0|0|0.0|0|0.0|0|4.0|76|0.0|0|76|4.0
스쿨푸드 가로수길점|0.0|0|0.0|0|0.0|0|4.0|114|0.0|0|114|4.0
권숙수|0.0|0|0.0|0|0.0|0|4.5|50|0.0|0|50|4.5
강남면옥|0.0|0|0.0|0|0.0|0|4.0|59|0.0|0|59|4.0
깐부치킨 신사역점|0.0|0|0.0|0|0.0|0|4.0|37|0.0|0|37|4.0
셰막|0.0|0|0.0|0|0.0|0|4.5|34|0.0|0|34|4.5
포도식당 압구정점|0.0|0|0.0|0|0.0|0|4.5|27|0.0|0|27|4.5
투뿔 등심 논현2호점|0.0|0|0.0|0|0.0|0|4.5|26|0.0|0|26|4.5
김북순 큰남비집|0.0|0|0.0|0|0.0|0|4.5|33|0.0|0|33|4.5
일일향 압구정 1호점|0.0|0|0.0|0|0.0|0|4.5|24|0.0|0|24|4.5
저스트 스테이크|0.0|0|0.0|0|0.0|0|4.5|1|0.0|0|1|4.5
엘본 더 테이블 가로수길 본점 |0.0|0|0.0|0|0.0|0|3.5|59|0.0|0|59|3.5
세광양대창 - 신사역가로수길점|0.0|0|0.0|0|0.0|0|5.0|10|0.0|0|10|5.0
머그포래빗 강남점|0.0|0|0.0|0|0.0|0|4.5|17|0.0|0|17|4.5
마사 타코스|0.0|0|0.0|0|0.0|0|4.5|16|0.0|0|16|4.5
까페 마당|0.0|0|0.0|0|0.0|0|4.0|20|0.0|0|20|4.0
팔일삼|0.0|0|0.0|0|0.0|0|4.5|12|0.0|0|12|4.5
민스키친|0.0|0|0.0|0|0.0|0|4.5|13|0.0|0|13|4.5
순남시래기 압구정점|0.0|0|0.0|0|0.0|0|4.5|13|0.0|0|13|4.5
그랑씨엘 도산점|0.0|0|0.0|0|0.0|0|4.5|12|0.0|0|12|4.5
르 브런쉭 신사점|0.0|0|0.0|0|0.0|0|4.5|12|0.0|0|12|4.5
아우어 베이커리 가로수길점|0.0|0|0.0|0|0.0|0|4.0|15|0.0|0|15|4.0
연타발 압구정 본점|0.0|0|0.0|0|0.0|0|4.0|15|0.0|0|15|4.0
아비꼬 신사가로수길점|0.0|0|0.0|0|0.0|0|4.0|17|0.0|0|17|4.0
테이블스타|0.0|0|0.0|0|0.0|0|4.0|9|0.0|0|9|4.0
라미띠에|0.0|0|0.0|0|0.0|0|4.5|10|0.0|0|10|4.5
위키드스노우 신사3호점|0.0|0|0.0|0|0.0|0|4.0|10|0.0|0|10|4.0
완산골명가 압구정점|0.0|0|0.0|0|0.0|0|4.5|11|0.0|0|11|4.5
이타카|0.0|0|0.0|0|0.0|0|5.0|4|0.0|0|4|5.0
보나세라|0.0|0|0.0|0|0.0|0|4.0|16|0.0|0|16|4.0
교촌치킨 압구정신사점|0.0|0|0.0|0|0.0|0|4.5|5|0.0|0|5|4.5
스시기요세|0.0|0|0.0|0|0.0|0|5.0|3|0.0|0|3|5.0
한우리음식 논현점|0.0|0|0.0|0|0.0|0|4.0|9|0.0|0|9|4.0
두부공작소 신사점|0.0|0|0.0|0|0.0|0|4.0|5|0.0|0|5|4.0
빌라 드 스파이시|0.0|0|0.0|0|0.0|0|3.5|16|0.0|0|16|3.5
JS 가든 압구정점|0.0|0|0.0|0|0.0|0|4.0|12|0.0|0|12|4.0
카페포엠|0.0|0|0.0|0|0.0|0|4.0|6|0.0|0|6|4.0
솔트|0.0|0|0.0|0|0.0|0|4.5|4|0.0|0|4|4.5
미앙|0.0|0|0.0|0|0.0|0|5.0|2|0.0|0|2|5.0
무라사키|0.0|0|0.0|0|0.0|0|4.5|3|0.0|0|3|4.5
우 텐더|0.0|0|0.0|0|0.0|0|3.5|7|0.0|0|7|3.5
몽크투바흐|0.0|0|0.0|0|0.0|0|5.0|1|0.0|0|1|5.0
피오렌티나|0.0|0|0.0|0|0.0|0|5.0|1|0.0|0|1|5.0
아비꼬 압구정로데오점|0.0|0|0.0|0|0.0|0|4.0|2|0.0|0|2|4.0
개화옥|0.0|0|0.0|0|0.0|0|3.0|9|0.0|0|9|3.0
아라도|0.0|0|0.0|0|0.0|0|3.0|1|0.0|0|1|3.0
마히나 비건 테이블|0.0|0|0.0|0|0.0|0|5.0|2|0.0|0|2|5.0
시라카와|0.0|0|0.0|0|0.0|0|0.0|0|4.8|66|66|4.8
일리조|0.0|0|0.0|0|0.0|0|0.0|0|4.8|38|38|4.8
로바타탄요|0.0|0|0.0|0|0.0|0|0.0|0|4.7|91|91|4.7
코슌|0.0|0|0.0|0|0.0|0|0.0|0|4.7|23|23|4.7
인딕 슬로우|0.0|0|0.0|0|0.0|0|0.0|0|4.7|74|74|4.7
삐아프|0.0|0|0.0|0|0.0|0|0.0|0|4.7|79|79|4.7
상진식감|0.0|0|0.0|0|0.0|0|0.0|0|4.7|7|7|4.7
와라야키 쿠이신보|0.0|0|0.0|0|0.0|0|0.0|0|4.6|122|122|4.6
신비갈비살|0.0|0|0.0|0|0.0|0|0.0|0|4.6|26|26|4.6
따띠따띠|0.0|0|0.0|0|0.0|0|0.0|0|4.6|12|12|4.6
스시 시미즈|0.0|0|0.0|0|0.0|0|0.0|0|4.5|26|26|4.5
솔밤|0.0|0|0.0|0|0.0|0|0.0|0|4.5|7|7|4.5
돈불리제담|0.0|0|0.0|0|0.0|0|0.0|0|4.5|18|18|4.5
청우참치|0.0|0|0.0|0|0.0|0|0.0|0|4.5|18|18|4.5
갓포아키|0.0|0|0.0|0|0.0|0|0.0|0|4.4|134|134|4.4
켄|0.0|0|0.0|0|0.0|0|0.0|0|4.4|21|21|4.4
스미카|0.0|0|0.0|0|0.0|0|0.0|0|4.4|11|11|4.4
압구정공주떡집|0.0|0|0.0|0|0.0|0|0.0|0|4.4|121|121|4.4
오사카카레콘유|0.0|0|0.0|0|0.0|0|0.0|0|4.4|28|28|4.4
야키토리묵|0.0|0|0.0|0|0.0|0|0.0|0|4.4|9|9|4.4
비스트로앤트로|0.0|0|0.0|0|0.0|0|0.0|0|4.4|10|10|4.4
야키토리파노|0.0|0|0.0|0|0.0|0|0.0|0|4.4|7|7|4.4
상석|0.0|0|0.0|0|0.0|0|0.0|0|4.4|7|7|4.4
신사치킨클럽|0.0|0|0.0|0|0.0|0|0.0|0|4.4|13|13|4.4
윤잇|0.0|0|0.0|0|0.0|0|0.0|0|4.4|4|4|4.4
볼피노리스토란테|0.0|0|0.0|0|0.0|0|0.0|0|4.3|116|116|4.3
테일러커피|0.0|0|0.0|0|0.0|0|0.0|0|4.3|98|98|4.3
잭슨피자|0.0|0|0.0|0|0.0|0|0.0|0|4.3|43|43|4.3
아이뽀유|0.0|0|0.0|0|0.0|0|0.0|0|4.3|25|25|4.3
씨네드쉐프|0.0|0|0.0|0|0.0|0|0.0|0|4.3|33|33|4.3
컨플릭트 스토어|0.0|0|0.0|0|0.0|0|0.0|0|4.3|49|49|4.3
사녹|0.0|0|0.0|0|0.0|0|0.0|0|4.3|20|20|4.3
스시기요이|0.0|0|0.0|0|0.0|0|0.0|0|4.3|6|6|4.3
스시이타루|0.0|0|0.0|0|0.0|0|0.0|0|4.3|8|8|4.3
아스트랄|0.0|0|0.0|0|0.0|0|0.0|0|4.3|9|9|4.3
갓포치유|0.0|0|0.0|0|0.0|0|0.0|0|4.3|16|16|4.3
Sogak|0.0|0|0.0|0|0.0|0|0.0|0|4.3|22|22|4.3
알고리즘|0.0|0|0.0|0|0.0|0|0.0|0|4.3|5|5|4.3
현대카드 쿠킹 라이브러리(델리)|0.0|0|0.0|0|0.0|0|0.0|0|4.3|9|9|4.3
야스노야지로|0.0|0|0.0|0|0.0|0|0.0|0|4.2|29|29|4.2
스시오마주|0.0|0|0.0|0|0.0|0|0.0|0|4.2|16|16|4.2
이태리 갓포 분이네|0.0|0|0.0|0|0.0|0|0.0|0|4.2|17|17|4.2
금수복국|0.0|0|0.0|0|0.0|0|0.0|0|4.2|13|13|4.2
획|0.0|0|0.0|0|0.0|0|0.0|0|4.2|6|6|4.2
청담미역|0.0|0|0.0|0|0.0|0|0.0|0|4.2|26|26|4.2
켄카|0.0|0|0.0|0|0.0|0|0.0|0|4.2|17|17|4.2
얀 쿠브레|0.0|0|0.0|0|0.0|0|0.0|0|4.2|4|4|4.2
엘이베리코|0.0|0|0.0|0|0.0|0|0.0|0|4.1|24|24|4.1
노아베이커리|0.0|0|0.0|0|0.0|0|0.0|0|4.1|82|82|4.1
삼원가든 |0.0|0|0.0|0|0.0|0|0.0|0|4.1|63|63|4.1
스시츠바키|0.0|0|0.0|0|0.0|0|0.0|0|4.1|9|9|4.1
코이에|0.0|0|0.0|0|0.0|0|0.0|0|4.1|21|21|4.1
명인등심|0.0|0|0.0|0|0.0|0|0.0|0|4.1|16|16|4.1
막걸리는살아있다|0.0|0|0.0|0|0.0|0|0.0|0|4.1|9|9|4.1
카카오빈|0.0|0|0.0|0|0.0|0|0.0|0|4.1|21|21|4.1
복싱타이거|0.0|0|0.0|0|0.0|0|0.0|0|4.1|17|17|4.1
서강쇠떡볶이|0.0|0|0.0|0|0.0|0|0.0|0|4.1|23|23|4.1
금산제면소|0.0|0|0.0|0|0.0|0|0.0|0|4.1|14|14|4.1
파인앤코|0.0|0|0.0|0|0.0|0|0.0|0|4.1|10|10|4.1
카페이모야|0.0|0|0.0|0|0.0|0|0.0|0|4.1|7|7|4.1
무지개포차|0.0|0|0.0|0|0.0|0|0.0|0|4.1|5|5|4.1
폴스타|0.0|0|0.0|0|0.0|0|0.0|0|4.0|49|49|4.0
뜨라또리아샘킴|0.0|0|0.0|0|0.0|0|0.0|0|4.0|17|17|4.0
코타by뎐|0.0|0|0.0|0|0.0|0|0.0|0|4.0|29|29|4.0
대가방|0.0|0|0.0|0|0.0|0|0.0|0|4.0|86|86|4.0
