name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
스테이크어스 건대점|35.60823529|47.67529412|35.22917647|32.66635294|22.66588235|11.76470588|51|49|스테이크,립|4.47|703|167.0
시홍쓰|11.76470588|48.67105882|34.43435294|22.81270588|16.57952941|11.76470588|56|44|중식당|4.56|183|157.0
심야식당 하리|36.36894118|49.05058824|31.00211765|11.76470588|11.76470588|11.76470588|63|37|이자카야|4.59|70|58.0
아웃닭 건대점|25.0|73.5095|92.2385|91.3605|64.394|25.0|47|53|치킨,닭강정|4.44|441|234.0
안동참찜닭 본점|25.0|86.5395|82.2735|83.463|70.2805|76.3855|50|50|찜닭|4.44|337|249.0
안주나라|25.0|73.5095|92.2385|91.3605|64.394|25.0|47|53|술집|4.48|67|118.0
역전할머니맥주 건대점|41.81976471|52.852|32.05435294|25.05435294|18.75670588|13.16258824|52|48|맥주,호프|4.36|623|133.0
예담밥상|25.0|86.6175|84.304|84.7395|88.6055|89.188|49|51|한정식|4.66|205|120.0
왕십리정곱창|11.76470588|47.81764706|35.496|30.30188235|26.17388235|11.76470588|50|50|곱창,막창,양|4.46|288|176.0
유미카츠 건대점|38.72141176|49.44588235|36.98211765|30.91458824|22.69505882|20.31835294|47|53|돈가스|4.64|322|49.0
일레븐 라운지|11.76470588|51.936|31.69294118|22.36211765|14.33576471|11.76470588|52|48|바(BAR)|4.51|328|330.0
잇타이|43.37670588|49.40494118|32.93529412|25.50705882|18.21811765|15.66470588|50|50|태국음식|4.49|270|248.0
중경삼림|25.0|95.5835|84.53|66.536|46.0345|25.0|52|48|중식당|4.16|60|96.0
천지샤브샤브 2호점|44.51058824|49.61529412|30.04423529|24.65317647|20.09341176|11.76470588|59|41|샤브샤브|4.54|455|313.0
츠나토리|25.0|94.6955|76.089|57.8385|61.3065|25.0|46|54|일식당|4.17|18|6.0
카페22|25.0|86.6175|84.304|84.7395|88.6055|89.188|49|51|카페|4.34|146|589.0
카페롱|11.76470588|48.98894118|33.94635294|20.80564706|13.836|11.76470588|55|45|카페,디저트|4.46|258|130.0
칸틴|25.0|94.587|84.173|66.32|40.8005|25.0|60|40|다이어트,샐러드|4.17|27|44.0
탐앤탐스 탐스커버리 건대점|11.76470588|47.38352941|35.26964706|22.68705882|11.76470588|11.76470588|58|42|카페|4.36|2197|316.0
팬더스윗 건대점|79.2675|98.947|72.994|78.3095|40.369|25.0|62|38|브런치|4.46|197|148.0
퍼프타운 건대점|11.76470588|49.40447059|29.80211765|20.31976471|11.76470588|11.76470588|49|51|바(BAR)|4.16|40|65.0
포항막회|26.01828571|33.70114286|18.376|23.61485714|15.10742857|7.704285714|42|58|생선회|4.42|372|159.0
허씨 정통중경마라샹궈|63.9245|99.4505|79.338|60.0465|25.0|25.0|53|47|중식당|4.58|328|330.0
홍야동양꼬치 훠궈무한리필|41.91482353|49.70070588|32.57105882|34.15458824|25.01929412|18.74047059|44|56|양꼬치|4.52|217|116.0
환원당|25.0|96.555|78.0295|66.1375|51.429|58.21|60|40|카페,디저트|4.63|719|136.0
MIXX LOUNGE BAR|16.66666667|75.00533333|45.36666667|30.27433333|22.27166667|16.66666667|47|53|바(BAR)|4.57|100|250.0
WALPA|29.34941176|51.31647059|32.09411765|24.99317647|18.79105882|11.76470588|49|51|요리주점|4.78|109|119.0
강경수참치|29.34941176|51.31647059|32.09411765|24.99317647|18.79105882|11.76470588|49|51|생선회|4.62|128|72.0
건대연어덮밥|42.06658824|51.06588235|28.98823529|19.89270588|16.224|11.76470588|52|48|일식당|4.39|256|94.0
고향산천 원조 숯불닭갈비|25.0|96.799|78.836|69.275|56.5955|25.0|47|53|닭갈비|4.42|173|122.0
굽네치킨 구의1동점|25.0|91.211|86.917|76.431|51.637|25.0|53|47|치킨,닭강정|4.38|147|15.0
끼니공방 건대|41.236|51.22258824|32.41623529|22.73882353|23.472|11.76470588|49|51|일식당|4.69|143|64.0
난바다스시|33.44282353|48.63482353|37.55976471|36.21552941|27.15670588|23.27317647|46|54|초밥,롤|4.42|669|69.0
노룬산분식|11.76470588|47.37647059|31.72141176|20.54329412|11.76470588|11.76470588|53|47|종합분식|4.24|142|170.0
다원식당|25.0|86.0425|81.0875|83.0345|81.2555|88.9995|50|50|와인|4.84|188|192.0
대곱창 건대점|11.76470588|47.60070588|36.23105882|28.44494118|23.50541176|11.76470588|50|50|곱창,막창,양|4.85|108|217.0
대동집 건대점|25.0|86.0425|81.0875|83.0345|81.2555|88.9995|50|50|요리주점|4.37|81|22.0
라좡|25.0|99.191|73.394|64.5845|44.7635|25.0|47|53|양꼬치|4.38|146|142.0
롤링파스타 건대지점|25.0|97.244|65.889|60.087|25.0|25.0|56|44|이탈리아음식|4.42|935|332.0
바나바나|83.2015|98.605|75.7095|75.2365|58.2295|25.0|55|45|떡볶이|4.21|240|636.0
복만루|77.3245|94.5375|78.388|72.609|63.173|25.0|49|51|중식당|4.46|151|248.0
새마을39운동포차|54.3845|90.409|84.426|82.1805|71.0735|70.4055|45|55|술집|4.37|209|53.0
새맛식당|25.0|87.6415|89.755|78.87|66.584|25.0|42|58|한식|4.49|161|75.0
서울230|11.76470588|52.24658824|30.81458824|17.37341176|14.57341176|11.76470588|49|51|카페,디저트|4.75|100|88.0
선남sea|25.0|74.652|83.6475|90.5365|85.4595|86.122|47|53|일식당|4.39|742|121.0
선명|25.0|96.799|78.836|69.275|56.5955|25.0|47|53|요리주점|4.88|40|15.0
설빙 건대지점|43.35505882|48.44611765|27.85152941|24.61223529|19.28329412|11.76470588|59|41|빙수|4.29|2716|497.0
순곱이네 건대점|11.76470588|49.208|35.96611765|22.12164706|16.68023529|11.76470588|51|49|찌개,전골|4.53|299|403.0
아무술집 건대점|11.76470588|52.24658824|30.81458824|17.37341176|14.57341176|11.76470588|49|51|맥주,호프|4.12|94|23.0
알촌 건국대점|11.76470588|47.37647059|31.72141176|20.54329412|11.76470588|11.76470588|53|47|퓨전음식|4.42|284|66.0
양밍위 황먼지 미판 건대본점|11.76470588|48.90352941|35.39388235|24.27741176|18.38188235|11.76470588|50|50|중식당|4.71|96|111.0
에스프레소 바 시 자양점|25.0|91.211|86.917|76.431|51.637|25.0|53|47|카페|4.41|374|33.0
연길왕꼬치 건대점|54.3845|90.409|84.426|82.1805|71.0735|70.4055|45|55|양꼬치|4.38|338|365.0
오감만족|25.0|93.895|88.0755|74.681|50.155|25.0|48|52|한식|4.37|188|79.0
온달집 건대점|28.29176471|51.23129412|35.66117647|32.87105882|26.29388235|22.37082353|50|50|육류,고기요리|4.29|238|77.0
이름없는파스타 건대점|11.76470588|47.25482353|29.32|26.53176471|11.76470588|11.76470588|56|44|스파게티,파스타전문|4.32|458|136.0
일광|25.0|86.0425|81.0875|83.0345|81.2555|88.9995|50|50|이자카야|4.65|67|16.0
재즈라운지|11.76470588|48.57976471|37.68682353|26.16517647|16.96047059|11.76470588|51|49|와인|4.73|98|63.0
조선주막|25.0|93.895|88.0755|74.681|50.155|25.0|48|52|술집|4.42|347|304.0
준성이네|25.0|86.507|92.81|79.978|54.47|25.0|51|49|중식당|4.86|244|33.0
찜집|25.0|84.296|86.905|89.4115|80.5755|77.7625|50|50|아귀찜,해물찜|4.4|630|133.0
천향마라탕|43.35505882|48.44611765|27.85152941|24.61223529|19.28329412|11.76470588|59|41|중식당|4.41|205|167.0
초밥짓는원숭이본점|11.76470588|52.24658824|30.81458824|17.37341176|14.57341176|11.76470588|49|51|초밥,롤|4.34|521|187.0
춘리마라탕 구의점|48.86870588|45.25905882|31.62329412|31.91011765|22.38070588|11.76470588|60|40|중식당|4.33|622|39.0
춘천집|29.34941176|51.31647059|32.09411765|24.99317647|18.79105882|11.76470588|49|51|닭갈비|3.94|564|123.0
카페704호|39.91905882|47.91223529|34.59552941|29.21011765|22.58141176|11.76470588|61|39|카페,디저트|4.71|122|96.0
콩불 건대점|11.76470588|47.43411765|34.21035294|25.61058824|11.76470588|11.76470588|55|45|육류,고기요리|4.41|325|285.0
트리안 건대점|39.91905882|47.91223529|34.59552941|29.21011765|22.58141176|11.76470588|61|39|베이커리|4.45|329|133.0
포인트|43.55858824|49.95058824|27.55458824|17.00517647|11.76470588|11.76470588|58|42|카페,디저트|4.57|239|155.0
푸른술집할라 건대점|25.0|91.211|86.917|76.431|51.637|25.0|53|47|요리주점|4.38|37|31.0
푸오커스|25.0|87.8305|82.207|74.815|64.6965|25.0|54|46|이탈리아음식|4.49|104|53.0
함루 건대점|25.0|86.0425|81.0875|83.0345|81.2555|88.9995|50|50|덮밥|4.37|79|53.0
해남닭집|33.44282353|48.63482353|37.55976471|36.21552941|27.15670588|23.27317647|46|54|치킨,닭강정|4.53|257|113.0
환이네갈비살 본점|25.0|86.0425|81.0875|83.0345|81.2555|88.9995|50|50|육류,고기요리|4.37|302|123.0
갸우뚱|11.76470588|47.53976471|39.06658824|32.188|27.34305882|31.26047059|53|47|중식당|4.61|326|196.0
고엔|12.32376471|51.70541176|36.94329412|27.97317647|22.41082353|11.76470588|49|51|이자카야|4.56|100|70.0
깔리|35.02635294|52.40376471|35.64470588|32.28164706|28.84447059|22.83341176|54|46|인도음식|4.54|1024|1117.0
나누미떡볶이 성대본점|13.052|33.53514286|29.31342857|33.34428571|21.01314286|5.110285714|55|45|떡볶이|4.35|2512|1058.0
낫컴플리트|59.60433333|76.16533333|42.01933333|28.01433333|22.42833333|16.66666667|61|39|카페,디저트|4.56|285|312.0
뎁짜이|30.31129412|48.46776471|39.04752941|35.50941176|26.83576471|21.36235294|56|44|베트남음식|4.35|1269|1511.0
도토리편백집|27.36352941|49.752|40.41505882|36.96517647|30.48917647|25.78470588|54|46|돼지고기구이|4.32|1095|886.0
독일주택|16.66666667|79.65733333|48.891|36.505|30.35466667|18.18133333|54|46|바(BAR)|4.51|420|707.0
동화|38.99966667|81.38966667|47.14333333|37.78666667|35.969|26.98433333|52|48|요리주점|4.71|298|138.0
리본윈도우|34.46611765|52.43129412|35.56305882|27.47576471|23.76988235|15.684|64|36|브런치|4.58|208|100.0
마띠에르|42.83717647|52.13035294|33.14423529|24.92|19.33929412|11.76470588|60|40|카페,디저트|4.48|523|514.0
메밀향그집|30.65623529|50.26094118|36.47670588|30.71882353|28.62847059|25.004|54|46|한식|4.49|736|1145.0
멘야산다이메 명륜4가점|42.70682353|50.15858824|36.74305882|29.20211765|23.70964706|20.28141176|49|51|일본식라면|4.31|696|720.0
명륜손칼국수|25.73|79.7885|89.204|94.1005|90.7505|89.921|45|55|칼국수,만두|4.38|278|132.0
무던|65.545|76.47833333|46.46533333|35.65333333|25.689|21.47433333|62|38|아이스크림|4.6|136|206.0
미도인 대학로|26.69085714|38.47885714|13.61314286|15.23857143|10.27142857|5.904|55|45|양식|4.37|1089|536.0
미분당 대학로점|60.335|98.539|82.223|75.646|55.806|25.0|56|44|베트남음식|4.47|1020|370.0
버거파크|33.43458824|49.04494118|37.79294118|33.00211765|22.60305882|11.76470588|52|48|햄버거|4.51|1327|930.0
브라운 에비뉴|50.418|77.306|53.22533333|47.287|38.56433333|26.022|63|37|브런치|4.63|436|222.0
삼 원 샏|11.76470588|49.74352941|36.29505882|29.69741176|24.22847059|19.22235294|59|41|카페,디저트|4.39|584|717.0
삼겹살 전문점 대통령|17.52657143|38.032|18.75571429|16.85514286|13.55628571|9.586|46|54|육류,고기요리|4.37|632|581.0
서양집|58.70233333|79.684|48.709|38.38233333|30.46533333|27.285|51|49|이탈리아음식|4.58|679|1000.0
서화커피|41.81811765|52.08235294|33.79270588|24.75788235|21.24964706|11.76470588|57|43|카페,디저트|4.49|232|473.0
소구미 대학로직영점|35.556|96.549|56.148|58.563|56.085|36.352|45|55|육류,고기요리|4.38|81|44.0
소친친|45.0555|91.103|85.352|88.2545|88.2495|88.717|54|46|퓨전음식|4.49|437|410.0
솔나무길된장예술|45.0555|91.103|85.352|88.2545|88.2495|88.717|54|46|비빔밥|4.49|513|460.0
야스미|36.32188235|49.12964706|35.61411765|31.55011765|22.98282353|11.76470588|50|50|일식당|4.39|365|344.0
오이지 대학로|12.11733333|47.05666667|22.96044444|22.44022222|27.70488889|20.40777778|61|39|한식|4.51|1164|681.0
유자유김치떡볶이 대학로점|76.2355|99.8395|80.365|74.4735|54.9805|36.922|55|45|떡볶이|4.53|507|415.0
육미안|19.4345|80.604|41.3665|37.691|32.759|24.963|49|51|소고기구이|4.39|486|314.0
일월일일|43.71223529|52.35764706|31.26164706|23.26752941|17.10047059|11.76470588|60|40|카페,디저트|4.5|344|304.0
정돈 대학로본점|20.75822222|46.81911111|25.18155556|21.62888889|22.18888889|13.454|50|50|돈가스|4.48|3108|2651.0
쪼리375|34.54070588|49.892|35.13764706|32.18494118|25.21647059|20.38164706|53|47|닭요리|4.54|780|1476.0
창경궁로240|71.8015|99.497|75.8885|66.0255|63.86|48.6195|59|41|카페,디저트|4.6|10|12.0
창화당 대학로점|36.59623529|47.39694118|36.15952941|35.19152941|28.03764706|24.21011765|55|45|칼국수,만두|4.24|431|333.0
칠린|56.083|75.281|41.89166667|36.974|35.911|16.66666667|57|43|바(BAR)|4.54|702|375.0
카페첫만남|42.65388235|50.88635294|29.05176471|24.34823529|20.48447059|11.76470588|61|39|카페,디저트|4.32|460|164.0
카페혜화동|42.85741176|51.73270588|27.81035294|23.32235294|20.412|11.76470588|61|39|카페,디저트|4.49|397|339.0
칸다소바|37.1715|95.165|47.2745|42.459|46.425|26.3325|56|44|일식당|4.47|2134|996.0
칸다소바|37.1715|95.165|47.2745|42.459|46.425|26.3325|56|44|일본식라면|4.46|1875|1022.0
칸다소바|58.85|78.374|52.062|35.97033333|27.33466667|23.762|55|45|일식당|4.47|2134|996.0
칸다소바|58.85|78.374|52.062|35.97033333|27.33466667|23.762|55|45|일본식라면|4.46|1875|1022.0
파스타마켓|60.642|79.66266667|47.05866667|38.81166667|31.66366667|24.26966667|59|41|스파게티,파스타전문|4.37|937|623.0
페르시안궁전|11.23057143|31.00114286|19.098|17.92142857|12.90828571|7.776285714|48|52|인도음식|4.77|1307|1011.0
하이디라오 대학로점|44.69152941|52.55482353|34.284|28.45458824|24.628|20.53929412|61|39|중식당|4.68|1811|378.0
학림|33.562|79.2775|35.1055|21.3505|20.67|18.884|59|41|카페|4.51|1700|1606.0
혜화곱창|50.257|77.37533333|49.51966667|41.21766667|33.442|22.23833333|54|46|곱창,막창,양|4.47|494|238.0
혜화도담|33.65966667|81.83866667|55.47966667|48.18933333|47.02933333|39.49333333|52|48|한식|4.53|1026|601.0
혜화칼국수|52.0735|95.7045|91.889|96.037|94.8625|95.6785|51|49|칼국수,만두|4.25|1411|974.0
호호식당 대학로|43.1265|84.3825|37.343|36.5945|31.5965|20.949|55|45|일식당|4.42|2261|2013.0
환식당|42.05858824|48.64047059|26.44941176|21.336|20.37388235|11.76470588|54|46|양식|4.37|75|23.0
1940 금문|25.0|80.6455|84.06|88.935|81.2745|83.1735|45|55|중식당|4.68|359|75.0
겐로쿠우동 대학로점|67.86466667|79.17466667|39.20433333|25.63666667|20.77533333|17.56233333|56|44|우동,소바|4.5|670|564.0
고기공방|37.79105882|52.34870588|34.83105882|23.30517647|17.65317647|11.76470588|50|50|육류,고기요리|4.6|222|230.0
고쿠텐 대학로점|38.46305882|49.33317647|34.04776471|27.79647059|21.30494118|11.76470588|53|47|일식당|4.33|356|314.0
곱창고 대학로점|36.808|48.76117647|30.58635294|29.56658824|21.96964706|11.76470588|51|49|곱창,막창,양|4.75|155|110.0
그림제작소 혜화점|67.86466667|79.17466667|39.20433333|25.63666667|20.77533333|17.56233333|56|44|카페,디저트|4.8|712|149.0
나무요일|11.76470588|48.15717647|36.19647059|26.61388235|18.36494118|11.76470588|53|47|와인|4.38|26|78.0
다다미 소바|74.2815|94.3585|73.675|71.3295|61.089|25.0|53|47|일식당|4.2|617|119.0
달빛마루|16.66666667|75.18766667|41.15233333|32.083|28.80433333|16.66666667|52|48|요리주점|4.3|174|346.0
또오리|51.8835|95.318|83.9455|79.6055|83.4615|86.766|46|54|오리요리|4.52|358|427.0
또오리|51.8835|95.318|83.9455|79.6055|83.4615|86.766|46|54|오리요리|4.52|358|427.0
랑데자뷰 대학로점|47.53952941|49.24682353|32.03835294|22.77929412|16.256|11.76470588|56|44|카페,디저트|4.24|280|223.0
릴랙스 인 다운타운|66.27466667|76.888|43.869|34.55733333|31.17266667|28.03566667|56|44|카페,디저트|4.64|54|134.0
마녀주방 대학로점|98.3985|94.7315|64.3885|72.1395|25.0|25.0|56|44|이탈리아음식|4.41|1112|399.0
마마그릭 성대점|37.38494118|51.94047059|32.17152941|23.42047059|21.45694118|11.76470588|69|31|다이어트,샐러드|4.69|111|91.0
맘스터치 종로대학로점|40.81505882|49.13529412|33.77247059|24.33952941|18.99129412|21.08047059|49|51|치킨,닭강정|4.39|534|47.0
맛의정원|11.76470588|48.70776471|31.3|25.26611765|11.76470588|11.76470588|61|39|양식|4.47|305|124.0
메리그린|46.64611765|50.47741176|24.63670588|18.82447059|14.30141176|11.76470588|65|35|카페,디저트|4.56|249|215.0
미가라멘 대학로점|43.96258824|49.82729412|35.57082353|26.44211765|17.32564706|15.32|50|50|일본식라면|4.36|274|226.0
바오쯔|25.0|92.7985|80.7265|80.5825|70.683|65.095|55|45|딤섬,중식만두|4.32|328|153.0
부추곱창 대학로점|36.44423529|50.372|33.54376471|28.13058824|23.49011765|11.76470588|52|48|곱창,막창,양|4.48|208|494.0
부탄츄 대학로점|67.86466667|79.17466667|39.20433333|25.63666667|20.77533333|17.56233333|56|44|일본식라면|4.33|494|322.0
서울바당|25.0|98.7145|84.376|57.417|51.3605|45.553|53|47|야식|4.32|29|25.0
서피동파|11.76470588|49.51647059|33.30070588|30.74564706|26.20188235|11.76470588|51|49|한식|4.47|206|132.0
센꼬치|11.76470588|48.49247059|35.34023529|26.58611765|18.82188235|11.76470588|52|48|이자카야|4.54|85|44.0
솔솥 대학로점|18.836|48.14164706|37.59105882|29.26682353|27.07129412|11.76470588|61|39|한식|4.32|52|15.0
스노브 대학로점|39.24023529|52.76235294|35.85435294|27.87929412|19.64211765|11.76470588|60|40|케이크전문|4.33|1094|786.0
오늘도 한잔|16.66666667|77.805|28.72766667|21.13466667|19.85733333|16.66666667|56|44|바(BAR)|4.63|132|54.0
울리브루잉|11.76470588|50.79058824|39.33317647|35.02635294|20.58917647|15.94894118|50|50|맥주,호프|5.0|59|19.0
울리브루잉|11.76470588|50.79058824|39.33317647|35.02635294|20.58917647|15.94894118|50|50|맥주,호프|5.0|59|19.0
육식주|25.0|99.794|79.872|58.7615|45.07|25.0|49|51|육류,고기요리|5.0|160|116.0
은식당|25.0|97.304|79.415|72.0195|51.8645|25.0|51|49|육류,고기요리|4.37|306|194.0
이마쇼쿠|11.76470588|47.70588235|39.51623529|25.09482353|16.45058824|11.76470588|49|51|일식당|4.43|116|50.0
이유식당|11.76470588|47.16894118|37.28917647|35.29835294|29.43670588|23.64094118|57|43|백반,가정식|4.49|333|87.0
이자카야진|22.66823529|51.77694118|37.65411765|32.47270588|23.17317647|16.19576471|49|51|오뎅,꼬치|4.29|115|94.0
청화원|71.3925|98.7545|78.6635|69.661|56.2235|47.6225|55|45|딤섬,중식만두|3.99|411|75.0
카페 빵쌤 대학로점|32.40894118|49.04352941|34.80988235|29.88588235|24.33011765|11.76470588|60|40|카페,디저트|4.54|440|82.0
카페키이로|39.17011765|50.85976471|35.59411765|24.24235294|17.47576471|11.76470588|63|37|카페,디저트|4.54|446|607.0
키햐아 혜화점|35.97411765|49.55858824|30.29694118|21.22447059|17.13529412|11.76470588|58|42|일식당|4.47|225|201.0
포크랜드피케이월드직영점|25.0|96.749|86.127|74.389|61.277|25.0|51|49|돼지고기구이|4.39|230|349.0
피자보이시나 대학로점|35.812|47.42|34.02588235|30.95552941|24.64847059|11.76470588|51|49|피자|4.54|287|437.0
피터팬스테이크|41.97647059|50.41317647|32.47435294|30.88047059|23.45952941|11.76470588|53|47|스테이크,립|4.68|496|320.0
학림커피|52.9175|99.5275|81.449|72.6085|71.265|72.038|57|43|카페|4.53|244|132.0
현초밥|30.104|49.11976471|36.18988235|33.66070588|28.68305882|25.78564706|49|51|초밥,롤|4.34|782|515.0
혜화 골목냉면|98.3985|94.7315|64.3885|72.1395|25.0|25.0|56|44|냉면|4.29|833|104.0
혜화돌쇠아저씨|37.98329412|48.40329412|39.41058824|30.56211765|21.31623529|20.31505882|57|43|종합분식|4.54|236|266.0
혜화동 다이닝|33.94494118|50.69764706|34.47341176|25.692|21.25717647|11.76470588|52|48|양식|4.36|124|151.0
혜화랑|11.76470588|49.86611765|38.08705882|29.40305882|22.42941176|11.76470588|52|48|와인|4.47|115|309.0
혜화양육관|11.76470588|47.31317647|39.63929412|35.80941176|28.98188235|11.76470588|48|52|양꼬치|4.38|450|483.0
혼가츠 대학로점|25.80114286|30.24228571|14.77|17.16542857|9.099714286|3.855428571|51|49|돈가스|4.39|756|608.0
화화담 대학로|40.40847059|48.68752941|34.044|34.46470588|31.88094118|11.76470588|55|45|베트남음식|5.0|371|188.0
히메시야_혜화|25.80114286|30.24228571|14.77|17.16542857|9.099714286|3.855428571|51|49|일식당|4.32|434|113.0
히메시야_혜화|25.80114286|30.24228571|14.77|17.16542857|9.099714286|3.855428571|51|49|일식당|4.43|656|744.0
PIT A PAT|11.76470588|49.36|32.30094118|26.51670588|23.05035294|11.76470588|53|47|북카페|4.49|188|67.0
경성양꼬치 혜화점|25.0|98.4905|73.3225|67.054|57.2665|25.0|48|52|양꼬치|4.38|99|401.0
기꾸스시|11.76470588|49.36|32.30094118|26.51670588|23.05035294|11.76470588|53|47|초밥,롤|4.35|463|126.0
눅|29.36833333|76.44366667|46.68066667|28.36333333|26.19366667|16.66666667|64|36|요리주점|4.47|2|1.0
달팽이카페|25.0|98.0945|77.3425|69.6585|49.889|25.0|61|39|브런치|4.73|96|130.0
대학로쭈왕쭈꾸미|11.76470588|47.06635294|31.43364706|29.95811765|27.38258824|11.76470588|53|47|주꾸미요리|4.29|106|84.0
대한맥주집 대학로점|25.0|99.627|73.355|70.4485|59.0015|25.0|50|50|치킨,닭강정|4.26|212|357.0
돈돈정 대학로점|41.54141176|49.49341176|29.72305882|24.02235294|17.95482353|11.76470588|53|47|일식당|4.16|573|505.0
라뜰리에 꼼때|25.0|90.5175|95.0915|63.31|48.0395|25.0|48|52|프랑스음식|4.97|25|72.0
리춘시장 대학로CGV점|68.414|94.829|77.903|70.3175|53.9525|25.0|48|52|중식당|4.23|335|50.0
마로화적|25.0|67.9145|72.7705|89.278|92.911|97.901|49|51|육류,고기요리|4.31|132|148.0
맥덕스|11.76470588|47.77317647|36.28070588|30.94941176|24.88517647|11.76470588|50|50|맥주,호프|4.71|57|323.0
맥썸 대학로점|11.76470588|50.75835294|28.86235294|22.46047059|19.19011765|11.76470588|53|47|맥주,호프|4.4|246|41.0
머노까머나 대학로점|38.09670588|47.99223529|36.80211765|36.15647059|30.984|11.76470588|52|48|인도음식|4.54|1150|1300.0
명륜동식당|25.0|94.6985|77.2105|71.8435|70.5005|25.0|51|49|육류,고기요리|4.29|152|27.0
명륜포차|41.54141176|49.49341176|29.72305882|24.02235294|17.95482353|11.76470588|53|47|포장마차|4.33|212|73.0
바이미디저트|11.76470588|48.53952941|29.94070588|11.76470588|11.76470588|11.76470588|64|36|카페,디저트|4.65|117|73.0
별달밤|25.0|95.508|83.9875|67.1585|41.253|25.0|52|48|카페,디저트|4.7|36|1.0
블루룸|11.76470588|49.05717647|29.68611765|21.00023529|11.76470588|11.76470588|53|47|카페,디저트|4.65|187|337.0
비어오크|11.76470588|50.75835294|28.86235294|22.46047059|19.19011765|11.76470588|53|47|맥주,호프|4.47|529|203.0
솔트24|60.867|99.569|81.423|74.395|61.1395|25.0|62|38|베이커리|4.47|852|90.0
심야식당|11.76470588|50.59717647|26.77529412|31.04870588|15.32870588|11.76470588|48|52|요리주점|4.51|151|97.0
아도레 쿠치나|11.76470588|48.59764706|35.96541176|28.95882353|22.97905882|11.76470588|55|45|스파게티,파스타전문|4.47|348|93.0
아뻬 서울|37.98894118|48.72611765|33.07270588|24.09811765|18.464|11.76470588|62|38|카페,디저트|4.59|128|146.0
역전할머니맥주 대학로점|11.76470588|49.47811765|31.47411765|29.04964706|23.67764706|11.76470588|51|49|맥주,호프|4.41|762|66.0
오도레D|11.76470588|52.44823529|36.51482353|37.40047059|15.75270588|25.70658824|44|56|이탈리아음식|4.83|94|63.0
유캔하이x육미안|11.76470588|48.59764706|35.96541176|28.95882353|22.97905882|11.76470588|55|45|소고기구이|4.29|87|51.0
육수당 대학로점|66.097|98.133|79.469|68.7985|56.015|25.0|48|52|국밥|4.28|609|202.0
육회한연어 대학로점|11.76470588|48.83717647|29.57011765|25.11647059|11.76470588|11.76470588|50|50|요리주점|4.35|291|114.0
은행골 대학로점|30.10658824|48.97811765|36.31270588|30.01317647|22.89364706|11.76470588|50|50|초밥,롤|4.3|354|292.0
이공오도씨|25.0|95.508|83.9875|67.1585|41.253|25.0|52|48|카페|4.54|186|177.0
재팔이네닭발 대학로점|34.29952941|48.18658824|32.12941176|28.26917647|22.73435294|11.76470588|55|45|닭발|4.72|82|132.0
정통집 대학로점|11.76470588|47.82211765|33.44682353|28.69435294|11.76470588|11.76470588|50|50|돼지고기구이|4.32|158|56.0
청산손만두|42.05858824|48.64047059|26.44941176|21.336|20.37388235|11.76470588|54|46|만두|4.46|189|131.0
카페 사흘|41.56517647|49.62023529|33.34729412|22.79458824|15.93905882|11.76470588|63|37|카페|4.59|145|148.0
카페 선선혜화|25.0|99.627|73.355|70.4485|59.0015|25.0|50|50|카페,디저트|4.65|142|111.0
카페랑솜|44.56705882|50.92141176|26.66423529|20.888|16.56164706|11.76470588|65|35|카페|4.54|374|252.0
케익아이메이드 대학로점|45.67082353|52.59058824|32.66517647|27.21105882|17.192|14.77294118|57|43|케이크전문|4.13|166|284.0
퀸101|11.76470588|52.44823529|36.51482353|37.40047059|15.75270588|25.70658824|44|56|바(BAR)|4.78|73|98.0
통큰갈비 대학로점|23.16057143|28.96742857|12.16114286|16.404|11.44171429|10.73571429|45|55|육류,고기요리|4.38|262|220.0
틈새라면대학로점|25.0|95.508|83.9875|67.1585|41.253|25.0|52|48|분식|4.51|148|145.0
페이브베이커리 대학로점|25.0|96.454|75.711|58.4675|51.4225|25.0|61|39|카페,디저트|4.32|87|22.0
프루스트|11.76470588|47.77317647|36.28070588|30.94941176|24.88517647|11.76470588|50|50|공방|4.97|2778|298.0
행운삼겹살|11.76470588|52.44823529|36.51482353|37.40047059|15.75270588|25.70658824|44|56|육류,고기요리|4.43|76|32.0
헤이커피|41.56517647|49.62023529|33.34729412|22.79458824|15.93905882|11.76470588|63|37|카페,디저트|4.61|323|389.0
혜화시장|11.76470588|48.53952941|29.94070588|11.76470588|11.76470588|11.76470588|64|36|요리주점|4.55|186|133.0
혜화역4번출구 카페 제이드|86.7885|99.271|67.84|56.6055|25.0|25.0|60|40|카페,디저트|4.54|130|93.0
훠궈나라 대학로본점|46.76494118|49.73223529|29.50870588|26.60917647|22.85364706|11.76470588|58|42|중식당|4.37|379|360.0
히든스시|11.76470588|48.512|29.91741176|22.65341176|19.47129412|11.76470588|56|44|초밥,롤|4.18|53|102.0
가부 혜화점|25.0|83.1035|78.2185|93.199|78.852|74.823|46|54|중식당|4.33|593|52.0
간짜장전문점세아|17.92657143|29.54114286|14.01685714|17.00685714|5.455142857|11.316|47|53|중식당|4.34|56|8.0
걸작떡볶이치킨 서울대학로점|25.0|97.0085|78.352|73.581|61.5495|25.0|56|44|분식|4.34|519|57.0
