name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
군자대한곱창 대학로점|11.76470588|47.33835294|32.71647059|31.05223529|22.84917647|11.76470588|54|46|곱창,막창,양|4.59|248|136.0
꼬치오뎅|11.76470588|47.26188235|42.30988235|31.85152941|18.22164706|11.76470588|50|50|종합분식|4.22|145|95.0
노브랜드버거 대학로점|25.0|81.0305|75.6655|84.67|75.877|25.0|50|50|햄버거|4.47|1293|49.0
대구막창 대학로점|25.0|97.0085|78.352|73.581|61.5495|25.0|56|44|곱창,막창,양|4.24|46|41.0
대학로족발보쌈|25.0|89.794|78.3605|82.682|79.535|64.385|46|54|족발,보쌈|4.5|456|209.0
도리안그레이|11.76470588|51.97505882|20.48776471|13.43411765|11.76470588|11.76470588|55|45|바(BAR)|4.72|68|20.0
돈천동식당|11.76470588|48.22894118|33.27858824|27.08070588|19.89435294|11.76470588|63|37|일식당|4.54|150|183.0
라라맥주|25.0|81.0305|75.6655|84.67|75.877|25.0|50|50|맥주,호프|4.62|26|4.0
라쿤카페 꾸꾸네|50.90847059|49.50705882|27.08423529|26.35058824|16.62447059|11.76470588|53|47|카페,디저트|4.32|10|146.0
림스치킨 혜화점|25.0|80.9885|89.2915|86.6135|25.0|25.0|48|52|치킨,닭강정|4.45|379|93.0
명륜건강원|25.0|97.0085|78.352|73.581|61.5495|25.0|56|44|백반,가정식|4.37|216|199.0
미정국수0410 대학로점|25.0|91.23|79.419|76.339|61.792|25.0|53|47|국수|4.42|554|226.0
봉심식당|25.0|99.1375|79.7405|68.109|49.4225|25.0|53|47|이탈리아음식|4.26|79|96.0
봉추찜닭 대학로점|11.76470588|47.76070588|33.36941176|22.89411765|16.52188235|11.76470588|55|45|찜닭|4.26|556|116.0
봉추찜닭 대학로점|71.4335|95.1655|89.9195|76.827|47.048|25.0|56|44|찜닭|4.26|556|116.0
빌런치팬케이크|25.0|80.9885|89.2915|86.6135|25.0|25.0|48|52|브런치|4.5|43|25.0
석관동떡볶이 대학로점|73.981|93.5355|79.8375|81.9335|55.8515|25.0|57|43|분식|4.2|842|352.0
스시마시따|17.92657143|29.54114286|14.01685714|17.00685714|5.455142857|11.316|47|53|일식당|4.09|404|224.0
스시사소우|28.26117647|48.00729412|34.07294118|30.16047059|24.47835294|11.76470588|50|50|일식당|4.27|318|180.0
스타벅스 동숭길입구점|25.0|96.2355|73.2305|68.726|25.0|25.0|62|38|카페|4.45|1925|59.0
스페이스플라토|11.76470588|47.43482353|35.47082353|23.76282353|17.88894118|11.76470588|52|48|와인|4.65|80|102.0
식탁의목적|48.63341176|48.72823529|27.436|25.76047059|19.90705882|11.76470588|61|39|한식|4.25|135|205.0
아리가또맘마 대학로점|91.8575|98.802|71.17|62.192|40.7385|25.0|55|45|일식당|4.42|254|62.0
알바이신|25.0|88.2485|83.6915|77.7695|68.3635|25.0|49|51|스페인음식|4.39|18|92.0
어웨이크커피바|11.76470588|47.76070588|33.36941176|22.89411765|16.52188235|11.76470588|55|45|카페|4.08|65|127.0
오늘와인한잔 대학로점|11.76470588|48.02305882|33.50470588|28.51435294|21.14541176|11.76470588|51|49|와인|4.23|349|211.0
옥이모깻잎떡볶이|25.0|80.3825|86.781|91.022|56.8745|25.0|56|44|떡볶이|4.08|567|117.0
위치스커피 파스텔드나따 대학로점|11.76470588|47.76070588|33.36941176|22.89411765|16.52188235|11.76470588|55|45|카페|4.37|246|80.0
이레미|25.0|91.842|80.41|78.906|68.131|25.0|53|47|백반,가정식|4.28|283|30.0
이자카야 곤조|25.0|88.2485|83.6915|77.7695|68.3635|25.0|49|51|이자카야|4.2|97|35.0
쟁반집8292 혜화점|25.0|88.2485|83.6915|77.7695|68.3635|25.0|49|51|육류,고기요리|4.84|312|49.0
제순식당 대학로직영점|25.0|95.8535|77.6075|73.7775|54.5555|25.0|49|51|한식|4.27|297|283.0
찡쪽바|25.0|88.2485|83.6915|77.7695|68.3635|25.0|49|51|바(BAR)|4.84|35|15.0
카페 마피|25.0|81.0305|75.6655|84.67|75.877|25.0|50|50|카페,디저트|4.67|95|42.0
카페스트롤|17.92657143|29.54114286|14.01685714|17.00685714|5.455142857|11.316|47|53|카페,디저트|4.39|125|82.0
코코로식탁|35.48729412|49.06941176|31.636|23.57105882|16.79952941|11.76470588|56|44|일식당|4.32|95|90.0
키쉬미뇽 대학로점|11.76470588|48.22894118|33.27858824|27.08070588|19.89435294|11.76470588|63|37|카페,디저트|4.39|984|81.0
파인데이즈|25.0|97.0085|78.352|73.581|61.5495|25.0|56|44|카페,디저트|4.92|69|14.0
포도원삼계탕대학로점|25.0|87.513|86.2755|77.1835|67.454|67.492|53|47|백숙,삼계탕|4.34|207|355.0
한돌참치 대학로본점|25.0|85.008|81.0665|89.754|78.5485|25.0|40|60|생선회|4.37|130|180.0
한촌설렁탕 대학로점|25.0|81.0305|75.6655|84.67|75.877|25.0|50|50|곰탕,설렁탕|4.19|1011|37.0
할리스 대명거리점|25.0|85.008|81.0665|89.754|78.5485|25.0|40|60|카페|4.37|1335|41.0
해마 티룸|25.0|99.3055|76.5955|57.0495|53.3755|25.0|61|39|홍차전문점|4.55|237|231.0
허그|11.76470588|51.00658824|26.03223529|16.87270588|15.41882353|11.76470588|49|51|요리주점|4.6|73|45.0
혜화수산 혜화본점|11.76470588|48.328|35.308|31.42447059|30.21952941|24.64776471|46|54|생선회|4.62|170|62.0
33떡볶이 대학로점|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|33떡볶이|4.31|263|36.0
60계치킨 서울대학로점|58.34|22.472|15.937|73.517|83.949|76.936|49|51|치킨,닭강정|4.37|518|18.0
BBQ치킨 명륜점|35.46635294|50.55105882|33.18117647|22.16|19.12470588|11.76470588|49|51|치킨,닭강정|4.25|147|8.0
골목길25|58.34|22.472|15.937|73.517|83.949|76.936|49|51|양식|4.24|72|29.0
공차 대학로점|25.0|96.0495|74.6085|69.0845|25.0|25.0|48|52|차|4.41|1891|108.0
교촌치킨 대학로점|25.0|92.05|82.3765|72.0675|51.015|25.0|49|51|치킨,닭강정|4.38|147|58.0
구스타파스|25.0|96.0495|74.6085|69.0845|25.0|25.0|48|52|스페인음식|4.35|45|68.0
김가네김밥 대학로본점|25.0|91.743|79.986|76.873|60.2655|25.0|55|45|분식|4.33|1370|116.0
꼬꼬아찌숯불치킨 혜화대학로점|25.0|96.9315|74.2685|73.691|67.75|25.0|46|54|치킨,닭강정|4.32|174|69.0
남대문황금족발 대학로점|58.34|22.472|15.937|73.517|83.949|76.936|49|51|족발,보쌈|4.43|76|10.0
다발김치찌개 대학로점|11.76470588|47.27341176|33.33247059|28.50023529|23.76847059|11.76470588|55|45|찌개,전골|4.36|98|26.0
동숭숯불갈비|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|육류,고기요리|4.44|224|42.0
레코드피자|58.34|22.472|15.937|73.517|83.949|76.936|49|51|피자|4.37|18|3.0
릴리마를렌|44.60141176|48.87811765|29.52211765|27.23552941|18.04729412|11.76470588|60|40|카페,디저트|4.44|53|17.0
명쭈3|11.76470588|47.27341176|33.33247059|28.50023529|23.76847059|11.76470588|55|45|주꾸미요리|4.43|204|228.0
미향|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|아귀찜,해물찜|4.43|129|13.0
방선생웃음밥상|35.46635294|50.55105882|33.18117647|22.16|19.12470588|11.76470588|49|51|한정식|4.4|66|13.0
비스까미노|93.361|98.82|63.6275|58.128|44.296|25.0|48|52|카페,디저트|4.6|101|15.0
빈대떡신사|25.0|94.685|74.832|70.0065|69.547|25.0|47|53|전,빈대떡|4.28|97|37.0
뼈닥스감자탕|25.0|96.0495|74.6085|69.0845|25.0|25.0|48|52|감자탕|4.17|55|65.0
샐러디 성대입구점|34.76870588|47.73905882|33.36235294|25.04682353|20.80094118|11.76470588|61|39|다이어트,샐러드|4.28|227|22.0
생활맥주 대학로좁은골목점|25.0|91.4005|82.743|85.361|58.2135|25.0|49|51|맥주,호프|4.38|190|68.0
서유기마라탕&훠궈 대학로점|44.60141176|48.87811765|29.52211765|27.23552941|18.04729412|11.76470588|60|40|중식당|4.59|223|24.0
스페이스엠|58.34|22.472|15.937|73.517|83.949|76.936|49|51|와인|4.81|66|45.0
양평해장국|25.0|91.743|79.986|76.873|60.2655|25.0|55|45|해장국|4.31|279|60.0
엉터리생고기 대학로점|93.361|98.82|63.6275|58.128|44.296|25.0|48|52|육류,고기요리|4.25|173|47.0
엘파소|25.0|92.05|82.3765|72.0675|51.015|25.0|49|51|멕시코,남미음식|4.63|88|8.0
옛날농장 대학로점|25.0|96.9315|74.2685|73.691|67.75|25.0|46|54|육류,고기요리|4.34|325|176.0
오름|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|육류,고기요리|4.43|85|6.0
오후홍콩 대학로점|25.0|99.2615|75.615|61.9845|25.0|25.0|60|40|카페|4.46|216|211.0
일송칼국수|34.76870588|47.73905882|33.36235294|25.04682353|20.80094118|11.76470588|61|39|칼국수,만두|4.4|176|30.0
조개집|58.34|22.472|15.937|73.517|83.949|76.936|49|51|조개요리|4.37|30|1.0
지금보고싶다 혜화대학로점|58.34|22.472|15.937|73.517|83.949|76.936|49|51|요리주점|4.23|132|42.0
진아춘|25.0|99.2615|75.615|61.9845|25.0|25.0|60|40|중식당|4.28|178|88.0
챠코|58.34|22.472|15.937|73.517|83.949|76.936|49|51|바(BAR)|4.5|25|24.0
천지주점|25.0|94.685|74.832|70.0065|69.547|25.0|47|53|전통,민속주점|4.22|40|20.0
천향록|11.76470588|48.32588235|30.39058824|20.71176471|11.76470588|11.76470588|59|41|중식당|4.35|179|215.0
초교수카페|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|카페,디저트|4.37|187|29.0
크래프트 혜화|81.526|80.4915|75.2545|86.613|66.9695|25.0|55|45|양식|4.44|37|30.0
킹스커피 24시 카페|35.46635294|50.55105882|33.18117647|22.16|19.12470588|11.76470588|49|51|카페|4.12|90|3.0
투썸플레이스 혜화로타리점|25.0|91.4005|82.743|85.361|58.2135|25.0|49|51|카페|4.29|400|44.0
티랩제이|71.4335|95.1655|89.9195|76.827|47.048|25.0|56|44|차|4.26|49|11.0
펍매드|93.361|98.82|63.6275|58.128|44.296|25.0|48|52|맥주,호프|4.34|49|69.0
포보 성균관대점|44.60141176|48.87811765|29.52211765|27.23552941|18.04729412|11.76470588|60|40|국수|4.61|866|89.0
프롬하츠커피 대학로점|11.76470588|47.15952941|33.58588235|25.60494118|18.91764706|11.76470588|59|41|카페,디저트|4.36|1044|32.0
프루츠대학로점|44.60141176|48.87811765|29.52211765|27.23552941|18.04729412|11.76470588|60|40|맥주,호프|4.44|111|46.0
혜화달손만두|11.76470588|48.32588235|30.39058824|20.71176471|11.76470588|11.76470588|59|41|칼국수,만두|4.36|525|15.0
후룩뽕|35.46635294|50.55105882|33.18117647|22.16|19.12470588|11.76470588|49|51|중식당|4.08|123|40.0
100년설렁탕 대학로점|25.0|96.453|25.0|57.802|25.0|25.0|54|46|곰탕,설렁탕|4.17|49|2.0
꼬시|25.0|95.516|75.0965|75.0445|65.7415|25.0|45|55|일식당|4.3|62|191.0
노랑통닭 대학로점|25.0|97.929|70.7495|25.0|25.0|25.0|59|41|치킨,닭강정|4.22|280|60.0
담미온 대학로점|31.51176471|48.54564706|32.36964706|27.99741176|22.89105882|11.76470588|64|36|한식|4.15|162|16.0
동네식당|25.0|95.644|87.201|73.5195|43.047|25.0|60|40|우동,소바|4.47|140|21.0
뚜레쥬르 카페대학로점|25.0|95.644|87.201|73.5195|43.047|25.0|60|40|베이커리|4.35|3062|177.0
맥도날드 성균관대점|25.0|96.453|25.0|57.802|25.0|25.0|54|46|햄버거|4.42|2684|40.0
메가커피 대학로중앙점|25.0|97.929|70.7495|25.0|25.0|25.0|59|41|카페|4.22|782|7.0
버거킹 혜화역점|25.0|85.935|25.0|80.3465|25.0|25.0|51|49|햄버거|4.36|4277|54.0
병천아우내순대국|25.0|96.453|25.0|57.802|25.0|25.0|54|46|순대,순댓국|4.29|169|11.0
빙플|25.0|96.453|25.0|57.802|25.0|25.0|54|46|카페,디저트|4.46|113|110.0
샐러드박스 혜화점|31.51176471|48.54564706|32.36964706|27.99741176|22.89105882|11.76470588|64|36|다이어트,샐러드|4.67|36|27.0
시샤디오엠|25.0|96.453|25.0|57.802|25.0|25.0|54|46|바(BAR)|4.96|21|1.0
신장군마라탕|25.0|96.453|25.0|57.802|25.0|25.0|54|46|중식당|4.34|100|94.0
써브웨이 성대점|25.0|97.929|70.7495|25.0|25.0|25.0|59|41|샌드위치|4.24|732|27.0
육쌈냉면 대학로점|25.0|97.929|70.7495|25.0|25.0|25.0|59|41|냉면|4.13|284|44.0
카페달달|25.0|95.024|74.1175|25.0|25.0|25.0|64|36|카페,디저트|4.41|166|34.0
카페더메모리|25.0|96.453|25.0|57.802|25.0|25.0|54|46|카페|4.17|28|16.0
카페코지 성대점|25.0|96.453|25.0|57.802|25.0|25.0|54|46|카페,디저트|4.63|54|51.0
커피빈 혜화역점|25.0|96.453|25.0|57.802|25.0|25.0|54|46|카페|4.48|599|19.0
한국관|25.0|96.453|25.0|57.802|25.0|25.0|54|46|육류,고기요리|4.53|106|11.0
함.무바라 닭도리탕|25.0|96.453|25.0|57.802|25.0|25.0|54|46|닭볶음탕|4.46|113|110.0
943 킹스크로스CAFE|83.85166667|88.531|50.709|50.82166667|25.608|21.27766667|56|44|카페,디저트|4.25|1023|904.0
가미우동|55.57566667|76.612|56.973|47.10366667|36.57866667|27.35966667|54|46|우동,소바|4.58|1061|947.0
감성타코 홍대점|65.688|81.07833333|50.30066667|49.13466667|37.114|26.91066667|53|47|멕시코,남미음식|4.34|1339|1952.0
개화기요정|31.78575|76.84225|34.051|27.786|23.10625|17.9825|48|52|요리주점|4.44|406|722.0
경주식당|54.09666667|76.07466667|55.33733333|45.231|37.349|29.53066667|53|47|한식|4.45|509|1396.0
광야|55.38133333|75.284|56.344|38.731|32.564|26.702|59|41|이탈리아음식|4.57|832|905.0
금별맥주 홍대직영점|11.76470588|52.92964706|38.45176471|33.01247059|21.61952941|15.61882353|51|49|맥주,호프|4.51|342|291.0
느린마을양조장 홍대점|11.76470588|51.41411765|40.58235294|33.72729412|25.82188235|23.604|51|49|요리주점|4.62|493|234.0
또보겠지떡볶이집 붕붕허니비점|20.73066667|82.61733333|60.49133333|44.51666667|32.21266667|27.017|48|52|분식|4.58|1824|1423.0
로쏘 1924 나폴리 화덕피자 홍대점|19.16914286|28.70971429|18.42685714|16.84342857|14.00171429|15.208|49|51|피자|4.68|4110|1405.0
모센즈스위트|56.131|97.13066667|66.66833333|49.924|39.276|30.93666667|60|40|카페,디저트|4.65|535|464.0
버터베이커리|58.85|78.374|52.062|35.97033333|27.33466667|23.762|55|45|베이커리|4.57|1271|444.0
불떡클럽 연남본점|44.11011765|49.59905882|37.73364706|28.18823529|19.53176471|11.76470588|48|52|떡볶이|4.54|1285|187.0
불떡클럽 연남본점|74.675|75.49833333|44.04466667|45.49466667|36.047|22.60033333|61|39|떡볶이|4.54|1285|187.0
브런치가|51.5815|75.9595|47.8075|48.3335|35.1295|8.202|61|39|브런치|4.2|1125|1306.0
비스트로사랑방|39.32752941|50.91670588|35.00447059|21.07317647|16.72047059|11.76470588|58|42|스파게티,파스타전문|4.54|459|649.0
빠넬로|34.719|99.3055|96.8385|70.625|55.001|51.875|49|51|이탈리아음식|4.34|283|698.0
산울림1992|20.231|98.11066667|74.817|68.97|68.447|47.55333333|56|44|요리주점|4.47|398|680.0
상수주택|11.76470588|47.89929412|41.14917647|25.98588235|19.12423529|11.76470588|52|48|요리주점|4.34|60|15.0
샌드커피 논탄토 연남|52.176|89.806|62.64566667|48.16033333|39.643|30.70066667|57|43|카페|4.5|917|723.0
소코아 홍대점|39.12658824|49.94917647|31.76470588|25.59741176|20.66|11.76470588|57|43|카레|4.6|623|414.0
스케줄합정|53.46033333|77.77433333|62.11766667|43.51833333|34.59066667|29.59033333|57|43|양식|4.47|1102|955.0
스케줄합정|53.46033333|77.77433333|62.11766667|43.51833333|34.59066667|29.59033333|57|43|양식|4.41|1102|954.0
스테이크 슈퍼|41.50094118|50.92305882|39.09858824|35.03670588|23.63341176|11.76470588|46|54|스테이크,립|4.92|546|296.0
슬로우캘리 연남본점|49.11733333|88.85133333|54.875|37.92033333|31.681|25.15466667|65|35|다이어트,샐러드|4.59|1639|1041.0
신미경홍대닭갈비|43.43764706|52.65694118|37.76352941|34.08541176|28.83952941|23.58870588|51|49|닭갈비|4.47|1865|1257.0
아오이토리|59.58233333|78.07266667|55.854|49.69|40.67433333|31.83566667|61|39|베이커리|4.44|2177|1293.0
야키토리 나루토|36.80333333|90.419|63.16|41.76266667|31.85033333|24.48233333|47|53|일식튀김,꼬치|4.87|510|506.0
어메이징농카이|25.0|96.4185|92.876|80.188|60.0445|55.6925|52|48|태국음식|4.48|611|523.0
연남물갈비|33.49914286|42.34057143|12.97714286|12.44571429|8.511714286|5.288857143|59|41|육류,고기요리|4.48|642|501.0
오모테나시 오마카세|32.335|85.57533333|67.97|53.81566667|45.47166667|35.14966667|42|58|일식당|4.47|109|454.0
옥동식|14.85742857|38.76028571|29.47628571|22.60714286|16.06914286|10.74628571|42|58|국밥|4.44|1402|1385.0
올바른김밥|26.55505882|52.096|41.27505882|35.32964706|27.40941176|21.41129412|63|37|김밥|4.79|1688|134.0
우동 카덴|6.344266667|30.15893333|15.18346667|13.31813333|13.08133333|4.3232|52|48|우동,소바|4.23|1664|1987.0
우와|48.34|80.06766667|41.91066667|28.58|26.41066667|9.330333333|57|43|일식당|4.45|1153|1742.0
우와|48.34|80.06766667|41.91066667|28.58|26.41066667|9.330333333|57|43|일식당|4.48|1221|870.0
우와|50.407|85.65066667|56.99466667|35.71833333|29.30633333|23.099|59|41|일식당|4.45|1153|1742.0
우와|50.407|85.65066667|56.99466667|35.71833333|29.30633333|23.099|59|41|일식당|4.48|1221|870.0
유메 홍대본점|20.73066667|82.61733333|60.49133333|44.51666667|32.21266667|27.017|48|52|이자카야|4.47|287|932.0
육지|43.92166667|92.124|67.45333333|47.83966667|40.16366667|32.93133333|42|58|육류,고기요리|4.79|636|320.0
중화복춘 공원|17.62494118|48.67317647|45.50588235|42.30541176|42.27294118|38.25458824|44|56|중식당|4.42|458|792.0
카와카츠|16.61028571|39.29171429|20.97542857|10.016|8.048|11.53|44|56|돈가스|4.47|582|674.0
카쿠시타|22.802|93.417|45.199|40.262|50.8845|43.57|52|48|일식당|4.54|516|513.0
카페 공명|54.12666667|77.07366667|52.75366667|38.647|28.95166667|18.25333333|61|39|카페,디저트|4.49|1306|717.0
콜린|43.92166667|92.124|67.45333333|47.83966667|40.16366667|32.93133333|42|58|카페,디저트|4.49|2005|1218.0
풀뜯는돼지|15.464|49.57294118|41.22329412|30.67058824|22.39011765|17.20917647|52|48|육류,고기요리|4.81|519|226.0
프리모바치오바치 홍대본점|69.97733333|76.92233333|53.792|45.75766667|37.763|32.19766667|55|45|이탈리아음식|4.39|1617|1574.0
피오니|78.68633333|97.87766667|65.99866667|51.35333333|38.327|26.269|63|37|케이크전문|4.42|2414|2450.0
피자네버슬립스|54.07533333|82.02966667|51.75333333|34.914|26.272|21.19333333|52|48|피자|4.58|1172|1237.0
피자네버슬립스|54.07533333|82.02966667|51.75333333|34.914|26.272|21.19333333|52|48|피자|4.52|664|563.0
피자네버슬립스|55.79233333|75.71633333|51.77266667|37.18466667|26.356|16.66666667|53|47|피자|4.58|1172|1237.0
피자네버슬립스|55.79233333|75.71633333|51.77266667|37.18466667|26.356|16.66666667|53|47|피자|4.52|664|563.0
하이디라오 홍대점|88.268|95.539|49.32133333|40.90633333|36.20966667|25.38833333|69|31|중식당|4.61|4084|856.0
하카타분코|40.56329412|48.84752941|41.61035294|32.32352941|20.87905882|20.23929412|45|55|일본식라면|4.28|632|1562.0
해피베어데이|83.06833333|86.17733333|48.89066667|39.295|27.53433333|20.57733333|69|31|카페,디저트|4.77|518|473.0
홍대IN파스타|96.61866667|97.41566667|46.938|48.741|45.048|34.32966667|55|45|스파게티,파스타전문|4.42|1081|1231.0
OBPC 연남본점|53.60133333|75.23066667|49.93366667|36.63|28.18366667|22.74066667|54|46|피자|4.46|432|424.0
가로수포차|37.811|79.43566667|45.83633333|39.84566667|28.001|22.95233333|49|51|요리주점|4.61|126|70.0
고기꾼김춘배 홍대본점|47.135|76.44633333|54.645|43.19666667|32.56866667|25.475|45|55|돼지고기구이|4.52|1312|996.0
고쿠텐 홍대점|41.90329412|51.90117647|36.37670588|29.41505882|21.5|22.31247059|53|47|일식당|4.46|940|471.0
나성타코|61.73233333|88.461|61.866|46.01766667|28.76|23.46166667|64|36|멕시코,남미음식|4.72|631|490.0
냉장고 합정점|22.95294118|50.25670588|41.64|26.87505882|19.212|11.76470588|49|51|돼지고기구이|4.75|208|267.0
뉴욕아파트먼트 홍대점|55.57966667|75.19466667|54.45866667|47.44|35.52633333|31.76666667|49|51|햄버거|4.61|974|1554.0
니꾸킹버거|11.76470588|45.72047059|37.85529412|36.28352941|40.20823529|48.72988235|53|47|햄버거|4.82|191|168.0
더페이머스버거 홍대점|71.98033333|83.89633333|51.656|40.64033333|30.38433333|22.605|50|50|햄버거|4.42|489|1040.0
더핏짜 본점|43.38070588|48.93176471|40.04705882|33.42447059|24.56776471|16.93623529|52|48|피자|4.45|808|121.0
도프피자베이커스 홍대점|36.72070588|48.69694118|38.69247059|29.64352941|22.80282353|17.31717647|54|46|피자|4.6|59|61.0
라헬의부엌 홍대점|74.64366667|76.11666667|44.41433333|44.00566667|32.46966667|23.24166667|66|34|카페,디저트|4.51|983|505.0
랑데자뷰 홍대점|81.07933333|72.53266667|39.19933333|36.36433333|26.18666667|25.52533333|57|43|카페,디저트|4.34|522|1362.0
르쁘띠푸 홍대본점|68.28166667|81.64666667|54.04666667|46.158|34.715|25.22666667|59|41|카페|4.39|699|1229.0
마시타야|40.73764706|50.13388235|37.32847059|23.34|16.21129412|11.76470588|48|52|일본식라면|4.55|146|412.0
멘야준|30.34517647|48.67294118|41.15529412|26.83035294|17.34305882|11.76470588|44|56|일본식라면|4.56|719|404.0
미도인 홍대|76.846|81.29166667|45.31133333|43.90433333|35.68966667|27.937|56|44|양식|4.5|1035|595.0
미쁘동|57.26366667|86.33366667|53.32533333|41.60266667|33.774|29.51233333|59|41|일식당|4.41|1828|1604.0
발리 슈퍼스토어|16.66666667|76.64333333|56.196|39.63333333|27.94866667|23.58466667|52|48|맥주,호프|4.37|333|893.0
배터리88 홍대점|37.10366667|88.26166667|39.134|30.415|26.15|19.919|52|48|요리주점|4.41|367|388.0
버터밀크|57.84933333|78.00266667|55.11766667|48.707|35.17433333|23.102|63|37|카페,디저트|4.45|557|651.0
비스트로큐슈|41.096|50.00141176|32.09482353|25.18117647|20.91058824|17.00823529|55|45|카레|4.48|425|327.0
산리오 러버스 클럽|99.239|78.69466667|56.33633333|73.61266667|25.22466667|22.16066667|76|24|카페|4.47|3541|861.0
솔솥 연남점|54.636|93.20666667|59.74766667|43.479|37.28|26.786|62|38|한식|4.52|1543|1185.0
스시오 블랙컨테이너|62.2205|78.825|32.731|40.204|22.0055|8.9435|41|59|일식,초밥뷔페|4.75|720|1089.0
스아게|27.99294118|50.28047059|41.336|30.57858824|23.05976471|17.89011765|55|45|일식당|4.61|494|404.0
시나모롤 스위트카페|79.12666667|68.23366667|52.78566667|66.16866667|17.61433333|19.897|74|26|카페,디저트|4.48|92|80.0
썬키친|55.12233333|79.40133333|54.628|41.99033333|32.79833333|16.66666667|56|44|요리주점|4.89|323|194.0
아날로그가든|30.49505882|49.81811765|39.63741176|33.59223529|27.06682353|17.93858824|65|35|카페|4.44|452|293.0
얀 쿠브레|55.904|75.458|59.44633333|52.44333333|41.79766667|33.076|62|38|카페,디저트|4.32|1596|651.0
온돌 합정점|27.10329412|48.57294118|40.49082353|32.81364706|25.92611765|23.66376471|51|49|찌개,전골|4.63|1118|940.0
온미동 연남|58.78266667|75.724|48.762|33.09966667|26.01633333|16.66666667|56|44|일식당|4.54|759|463.0
우동가조쿠|36.33694118|48.61647059|38.41035294|32.70329412|26.21152941|11.76470588|54|46|우동,소바|4.57|617|227.0
작당모의|72.35433333|79.20233333|38.494|27.61766667|24.39|17.98233333|66|34|카페,디저트|4.38|974|844.0
정돈 홍대점|57.448|76.456|56.248|41.48766667|33.04|26.55133333|48|52|돈가스|4.52|845|527.0
진진|11.76470588|42.42352941|45.388|43.32658824|45.63717647|51.99458824|43|57|중식당|4.52|839|851.0
천이오겹살|54.9355|97.275|89.1705|79.397|61.774|25.0|48|52|육류,고기요리|4.29|411|921.0
초이 다이닝|62.82766667|88.659|50.63966667|33.74|27.68033333|19.48133333|60|40|일식당|5.0|257|267.0
카레시|21.00988235|49.00094118|41.87035294|31.58588235|25.43952941|22.40447059|56|44|카레|4.7|711|557.0
카멜로연남|64.17833333|84.503|51.85266667|34.18666667|28.86033333|17.327|64|36|양식|4.73|1274|1120.0
카페노티드 연남|64.188|87.47833333|69.34466667|66.74733333|46.437|30.85066667|65|35|카페|4.45|2341|568.0
코노미|56.098|83.02833333|49.21366667|34.89833333|28.184|24.97433333|55|45|일식당|4.37|348|638.0
코테츠|33.55529412|52.91223529|38.57576471|21.99552941|15.12|11.76470588|55|45|일식당|4.44|275|240.0
키쉬미뇽|40.224|49.28588235|37.16752941|31.81764706|24.85247059|16.63952941|61|39|카페,디저트|4.43|1977|1031.0
테이스티버거|47.14066667|75.75366667|67.116|61.43733333|44.69966667|35.09633333|49|51|햄버거|4.38|797|851.0
푸하하크림빵|39.56047059|50.62|39.67458824|38.07670588|28.75694118|23.60470588|60|40|베이커리|4.37|1971|1294.0
하카타나카|40.13976471|52.24235294|38.22776471|28.60776471|22.91129412|24.18941176|51|49|일식당|4.44|626|706.0
함반|35.326|76.733|61.863|44.49|40.065|38.21933333|51|49|한식|4.7|337|307.0
합정공감|16.66666667|77.99366667|58.56333333|49.84633333|42.81966667|34.76433333|48|52|이자카야|4.89|509|114.0
호맥 합정점|16.66666667|76.08|55.305|34.361|23.10033333|20.362|52|48|맥주,호프|4.45|735|314.0
1984|32.24166667|75.17933333|59.91433333|50.065|42.67666667|37.263|45|55|카페,디저트|4.63|767|1605.0
가든 포에트|11.76470588|49.78517647|42.20282353|37.74352941|17.71694118|11.312|61|39|양식|4.85|560|164.0
교동집|23.83270588|48.52847059|39.99058824|34.01647059|27.27152941|20.24917647|53|47|주꾸미요리|4.14|596|499.0
긴자료코 본점|39.964|48.656|36.95952941|28.71388235|22.63929412|16.36282353|50|50|돈가스|4.52|953|473.0
뉴오더클럽 연남|63.14833333|91.69133333|50.967|33.31|29.002|22.697|59|41|피자|4.59|850|1055.0
닝교초식당 홍대점|46.91458824|49.40564706|30.95670588|26.43764706|20.49270588|11.76470588|55|45|일식당|4.52|493|221.0
달콤한거짓말|42.85482353|50.72|38.39011765|33.24894118|23.41482353|16.39905882|59|41|케이크전문|4.36|677|953.0
더피자보이즈 홍대입구역점|63.918|78.36566667|45.103|26.62133333|21.03433333|21.66733333|55|45|피자|4.57|653|604.0
들풀한상|25.0|92.5995|87.5415|85.904|89.793|85.2565|53|47|한식|4.36|413|633.0
또보겠지떡볶이집 호호시스터점|40.85364706|52.40705882|43.75670588|34.94352941|20.688|13.92564706|62|38|분식|4.56|1235|1074.0
락희돈|25.0|97.444|85.406|70.2635|53.914|25.0|45|55|일식튀김,꼬치|4.41|330|306.0
마포곱창타운|14.71828571|37.52342857|21.94257143|15.01057143|8.226285714|3.903428571|51|49|곱창,막창,양|4.48|841|969.0
