name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
러스트 베이커리,24.65223529411762%_10|,52.73458823529411%_20|,44.18094117647056%_30|,38.57576470588232%_40|,30.495529411764682%_50|,24.865176470588217%_60|,여자_60%,남자_40%
딘타이펑 영등포타임스퀘어점,32.01766666666668%_10|,77.00233333333331%_20|,70.81033333333333%_30|,57.922333333333334%_40|,44.59666666666664%_50|,40.471333333333334%_60|,여자_54%,남자_46%
탭퍼블릭 여의도점,11.764705882352951%_10|,48.968%_20|,46.388%_30|,38.997411764705866%_40|,27.668470588235287%_50|,17.15199999999999%_60|,여자_50%,남자_50%
브링미커피,11.764705882352951%_10|,48.968%_20|,46.388%_30|,38.997411764705866%_40|,27.668470588235287%_50|,17.15199999999999%_60|,여자_50%,남자_50%
청미일식,25.00000000000001%_10|,79.86799999999997%_20|,81.98599999999998%_30|,87.01849999999996%_40|,87.03449999999998%_50|,88.60849999999995%_60|,여자_41%,남자_59%
그믐족발 본점,20.40299999999998%_10|,76.98833333333332%_20|,73.20800000000001%_30|,69.79966666666667%_40|,60.169666666666664%_50|,51.086%_60|,여자_51%,남자_49%
아루히,26.65433333333333%_10|,82.33299999999998%_20|,71.13433333333332%_30|,54.435%_40|,49.10233333333331%_50|,42.393666666666654%_60|,여자_47%,남자_53%
소몽,4.431142857142825%_10|,28.94171428571427%_20|,22.389714285714252%_30|,15.826285714285682%_40|,12.943428571428559%_50|,8.128857142857113%_60|,여자_53%,남자_47%
아리수만찬,33.35799999999997%_10|,82.40399999999998%_20|,66.0823333333333%_30|,52.350333333333325%_40|,38.39199999999995%_50|,36.21133333333331%_60|,여자_53%,남자_47%
에베레스트 레스토랑 영등포점,33.35799999999997%_10|,82.40399999999998%_20|,66.0823333333333%_30|,52.350333333333325%_40|,38.39199999999995%_50|,36.21133333333331%_60|,여자_53%,남자_47%
양키스그릴,11.764705882352951%_10|,48.68399999999998%_20|,42.37576470588233%_30|,36.97741176470588%_40|,29.855058823529408%_50|,26.107529411764695%_60|,여자_50%,남자_50%
청기와타운 영등포본점,9.978588235294124%_10|,47.55694117647058%_20|,51.147999999999996%_30|,46.27529411764706%_40|,40.3545882352941%_50|,39.02776470588235%_60|,여자_40%,남자_60%
을지다락 여의도,36.46211764705882%_10|,52.47764705882352%_20|,45.99576470588236%_30|,37.286588235294126%_40|,28.238117647058825%_50|,21.615529411764705%_60|,여자_57%,남자_43%
화인,16.66666666666668%_10|,79.57666666666665%_20|,62.01666666666667%_30|,39.459666666666664%_40|,28.17999999999998%_50|,20.880000000000006%_60|,여자_56%,남자_44%
