STDR_YM_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,SIGNGU_CD,ADSTRD_CD
202112,R,전통시장,2130303,영동전통시장,11680,11680521
202112,R,전통시장,2130134,솔샘시장(미아67동골목시장),11305,11305575
202112,R,전통시장,2130163,응암오거리상점가,11380,11380600
202112,R,전통시장,2130223,고척근린시장,11530,11530730
202112,R,전통시장,2130101,답십리현대시장,11230,11230600
202112,R,전통시장,2130298,강남터미널지하도상점가2구역,11650,11650581
202112,R,전통시장,2130169,대조시장,11380,11380570
202112,R,전통시장,2130247,우리시장,11560,11560700
202112,R,전통시장,2130160,수일시장,11380,11380650
202112,R,전통시장,2130074,영동교골목시장,11215,11215847
202112,R,전통시장,2130067,왕십리도선동상점가,11200,11200535
202112,R,전통시장,2130192,동진시장,11440,11440710
202112,R,전통시장,2130215,대원종합시장,11500,11500560
202112,R,전통시장,2130198,아현시장,11440,11440555
202112,R,전통시장,2130010,종로신진시장,11110,11110630
202112,R,전통시장,2130109,묵1동도깨비시장,11260,11260620
202112,R,전통시장,2130280,신림종합시장,11620,11620685
202112,R,전통시장,2130256,신동시장,11560,11560650
202112,R,전통시장,2130013,동대문상가A동,11110,11110670
202112,R,전통시장,2130271,남성역골목시장,11590,11590650
202112,R,전통시장,2130070,뚝섬역상점가,11200,11200660
202112,R,전통시장,2130251,영등포시장지하도상점가,11560,11560535
202112,R,전통시장,2130279,관악신사시장,11620,11620685
202112,R,전통시장,2130229,남구로시장,11530,11530530
202112,R,전통시장,2130061,이태원시장,11170,11170650
202112,R,전통시장,2130034,필동 골목형상점가,11140,11140570
202112,R,전통시장,2130046,team204(팀204),11140,11140615
202112,R,전통시장,2130270,흑석시장,11590,11590605
202112,R,전통시장,2130151,신도봉시장,11320,11320521
202112,R,전통시장,2130188,합정시장,11440,11440680
202112,R,전통시장,2130301,양재시장,11650,11650651
202112,R,전통시장,2130206,신정3동 골목시장,11470,11470640
202112,R,전통시장,2130062,보광시장,11170,11170700
202112,R,전통시장,2130122,밤나무골시장,11290,11290715
202112,R,전통시장,2130040,남평화시장,11140,11140615
202112,R,전통시장,2130284,관악종합시장(신원시장),11620,11620655
202112,R,전통시장,2130269,강남시장(동작구 강남시장),11590,11590530
202112,R,전통시장,2130023,남대문로 지하상가(남대문지하쇼핑센터),11140,11140540
202112,R,전통시장,2130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),11350,11350625
202112,R,전통시장,2130045,광희패션몰,11140,11140615
202112,R,전통시장,2130176,유진상가,11410,11410660
202112,R,전통시장,2130017,동대문상가C동,11110,11110670
202112,R,전통시장,2130175,신촌 상인회(신촌상점가),11410,11410585
202112,R,전통시장,2130205,신곡종합시장(신월6동 골목시장),11470,11470610
202112,R,전통시장,2130209,목사랑시장(목4동시장),11470,11470540
202112,R,전통시장,2130081,자양골목전통시장(자양골목시장),11215,11215820
202112,R,전통시장,2130036,중부시장(신중부시장),11140,11140590
202112,R,전통시장,2130093,동서시장,11230,11230545
202112,R,전통시장,2130234,푸른터시장(기능상실),11545,11545630
202112,R,전통시장,2130295,인헌시장(원당종합시장),11620,11620625
202112,R,전통시장,2130172,모래내시장(서중시장),11410,11410690
202112,R,전통시장,2130286,신신림시장(삼성동시장),11620,11620745
202112,R,전통시장,2130139,강북종합전통시장(강북종합골목시장),11305,11305630
202112,R,전통시장,2130214,송화벽화시장(송화골목시장),11500,11500611
202112,R,전통시장,2130052,서울중앙시장(신중앙시장),11140,11140670
202112,R,전통시장,2130110,면목골목시장(면목시장),11260,11260570
202112,R,전통시장,2130227,고척골목시장상점가(그라운드 고척),11530,11530720
202112,R,전통시장,2130288,신림현대종합상가,11620,11620665
202112,R,전통시장,2130162,증산골목시장,11380,11380640
202112,R,전통시장,2130272,사당시장,11590,11590650
202112,R,전통시장,2130239,양남시장,11560,11560610
202112,R,전통시장,2130115,우림골목시장,11260,11260655
202112,R,전통시장,2130143,방천골목시장,11305,11305545
202112,R,전통시장,2130029,명동역지하도상가,11140,11140550
202112,R,전통시장,2130248,영등포역지하도상점가,11560,11560515
202112,R,전통시장,2130042,약수시장,11140,11140635
202112,R,전통시장,2130238,은행나무시장,11545,11545710
202112,R,전통시장,2130219,까치산시장,11500,11500593
202112,R,전통시장,2130068,마장축산물시장,11200,11200540
202112,R,전통시장,2130226,고척프라자,11530,11530720
202112,R,전통시장,2130119,정릉아리랑시장,11290,11290630
202112,R,전통시장,2130325,명일전통시장,11740,11740530
202112,R,전통시장,2130159,공릉동 도깨비시장,11350,11350595
202112,R,전통시장,2130090,청량리종합시장,11230,11230545
202112,R,전통시장,2130142,강북북부시장,11305,11305590
202112,R,전통시장,2130085,용두시장,11230,11230536
202112,R,전통시장,2130050,청평화시장,11140,11140615
202112,R,전통시장,2130170,제일시장,11380,11380570
202112,R,전통시장,2130092,청량리농수산물시장,11230,11230545
202112,R,전통시장,2130099,전농로터리시장,11230,11230560
202112,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,11140,11140520
202112,U,관광특구,1001493,동대문패션타운 관광특구,11140,11140590
202112,U,관광특구,1001494,종로?청계 관광특구,11110,11110615
202112,U,관광특구,1001495,잠실 관광특구,11710,11710566
202112,U,관광특구,1001496,강남 마이스 관광특구,11680,11680580
202112,U,관광특구,1001491,이태원 관광특구,11170,11170650
