STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_1_FLPOP_CO,TMZON_2_FLPOP_CO,TMZON_3_FLPOP_CO,TMZON_4_FLPOP_CO,TMZON_5_FLPOP_CO,TMZON_6_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
2021,4,A,골목상권,2110365,미아역 5번,784232,361096,423136,82138,101424,101339,114646,137736,246950,256262,167185,77022,70740,106897,106125,112339,110694,110694,109932,110130,113600,116949
2021,4,A,골목상권,2110364,미아역 8번,747670,341080,406591,78165,112414,93501,99908,133105,230576,177751,151407,94956,97195,131783,94577,107498,106461,106461,106283,106299,108256,106976
2021,4,A,골목상권,2110363,송천동주민센터,291946,135179,156766,43284,27048,35703,44802,47365,93745,82187,60091,33743,31921,46427,37577,41623,41123,41123,41206,40753,42462,43814
2021,4,A,골목상권,2110362,우이천 계성교,788321,351001,437320,123180,96566,100989,115888,124809,226891,257182,169051,76650,70448,106988,108003,112359,110649,110649,110184,109961,114404,120100
2021,4,A,골목상권,2110361,삼양사거리역 1번,796032,360827,435205,108268,87422,103732,120053,132690,243867,217216,163007,89811,91091,129713,105192,114312,112472,112472,109815,110957,115992,121808
2021,4,A,골목상권,2110360,수유초등학교,1223477,566644,656833,146849,199588,162922,163912,203568,346637,326240,253682,142033,142799,199464,159258,174015,171928,171928,171568,171029,178911,184943
2021,4,A,골목상권,2110359,수유시장옆,920603,435998,484605,91703,165271,133053,144873,150130,235571,298070,194632,88983,83020,128918,126978,129804,128092,128092,125855,126566,138194,145026
2021,4,A,골목상권,2110358,인수동 우편취급국,1071992,506973,565019,93114,183909,142264,168805,176562,307337,305858,227034,122909,119424,160162,136608,152624,152101,152101,152019,152220,154234,156530
2021,4,A,골목상권,2110357,가오리역 1번,967814,453167,514646,134995,108495,122334,138800,159648,303543,203935,176889,118593,128740,199461,140195,139215,137321,137321,136984,138875,138833,139375
2021,4,A,골목상권,2110356,덕수교,966512,424492,542020,139299,152024,111333,138167,148234,277453,288582,199719,102453,98093,144667,133000,136938,135765,135765,135157,134527,140630,148559
2021,4,A,골목상권,2110355,삼양사거리역 2번,1132633,519908,612724,147872,116859,137171,167838,185093,377804,289669,231601,135225,138101,193013,145024,162766,160005,160005,159112,160408,163188,167756
2021,4,A,골목상권,2110354,삼각산119안전센터,135893,60608,75285,21068,12599,15228,21516,21590,43894,27621,24937,18464,20340,27837,16696,19534,19282,19282,19483,19517,19498,19307
2021,4,A,골목상권,2110353,수유동우체국,690066,307990,382076,84200,88611,88759,105011,111308,212177,168851,130754,81028,83253,129439,96739,98008,96849,96849,96772,96976,101148,103750
2021,4,A,골목상권,2110352,수유1동주민센터,1433393,652951,780440,204026,174427,170640,201883,233614,448804,439572,293756,144364,140120,214337,201245,204236,203169,203169,202039,201467,206570,213684
2021,4,A,골목상권,2110351,수유북부시장옆,618231,287142,331089,93323,77354,77794,83954,96739,189066,189330,132779,66451,59978,86692,83002,89773,88040,88040,87686,87304,87456,90280
2021,4,A,골목상권,2110350,가오리역 2번,510854,226630,284223,81662,58207,67734,69262,82367,151622,142069,104249,53822,54874,81849,73992,72942,71820,71820,72648,72131,73352,75042
2021,4,A,골목상권,2110349,화계역 2번,443696,203150,240547,66382,57918,52220,63554,62299,141324,134662,105053,50315,46146,54978,52543,62769,62578,62578,61630,61061,64490,68988
2021,4,A,골목상권,2110348,강북문화예술회관,1413957,622807,791150,213698,162199,175475,199708,224184,438693,422578,297612,148346,145312,210578,189531,200505,199493,199493,197897,197166,206811,213427
2021,4,A,골목상권,2110347,구세군강북종합사회복지관,156980,75639,81342,24995,20768,19595,22369,24043,45211,51299,32471,15826,14448,22026,20911,22068,21370,21370,21306,21196,23980,25732
2021,4,A,골목상권,2110346,4.19민주묘지역 2번,356723,151135,205588,48476,65090,45594,50031,50031,97498,85035,71041,44958,45197,64239,46253,50747,50536,50536,49892,50129,51994,53317
2021,4,A,골목상권,2110345,솔밭공원역 2번,592653,271470,321183,72282,67634,81800,92347,96601,181990,172992,127794,63015,62587,87066,79200,83441,83798,83798,82743,82425,87009,89678
2021,4,A,골목상권,2110344,화계중학교,267137,124185,142953,59521,32133,28807,38150,35336,73190,67710,65370,39494,29948,34178,30438,39720,40461,40461,39255,38011,33678,36433
2021,4,A,골목상권,2110343,무너미어린이공원,727523,336842,390680,138683,88132,93204,96914,113878,196711,202890,149469,80009,76434,117199,101521,103241,101750,101750,102171,101022,105950,111617
2021,4,A,골목상권,2110342,국립재활원,813621,375698,437922,120134,96128,120822,119020,131490,226025,248165,168223,80737,78555,123261,114682,115889,113463,113463,112084,112283,119735,127259
2021,4,A,골목상권,2110341,북한산우이역 2번,202299,90518,111780,24477,32041,25909,25402,31986,62483,55686,44540,27558,23981,27392,23141,28388,27157,27157,27754,28163,31255,31863
2021,4,A,골목상권,2110340,인수중학교,305950,144261,161690,62634,35835,34788,43837,46589,82267,79020,65273,36658,34287,49598,41115,43792,43557,43557,43152,42864,43814,45289
2021,4,A,골목상권,2110339,국립4.19민주묘지,50097,22363,27733,7646,6549,6399,7144,8003,14358,15231,9679,5600,5402,7428,6758,7075,7031,7031,6942,6976,7449,7632
2021,4,A,골목상권,2110338,인수초등학교,298868,137471,161397,47982,33747,27279,46566,48991,94304,105375,66746,29671,25699,33500,37878,42321,42506,42506,41693,41741,43081,45881
2021,4,A,골목상권,2110337,아카데미하우스,335204,154782,180422,54871,37234,39571,49582,56827,97118,89998,67877,42020,39970,52739,42600,46842,46679,46679,46243,46275,50454,52334
2021,4,A,골목상권,2110336,석관고등학교,288604,135309,153297,48677,35393,37669,42875,46526,77464,82418,60171,32025,30181,45839,37971,41464,40823,40823,40468,40453,41375,43528
2021,4,A,골목상권,2110335,석계역 7번,1048028,506814,541213,132659,184454,146788,149874,178953,255299,279340,213646,113847,117776,182420,141000,148164,147345,147345,147664,148739,154393,153710
2021,4,A,골목상권,2110334,석관중앙교회,930272,421330,508944,152651,133103,121044,137242,130009,256224,282431,196895,100454,95816,133902,120775,133253,129198,129198,129953,128836,135836,142064
2021,4,A,골목상권,2110333,돌곶이역 5번,398407,183951,214457,61872,53474,48960,57655,64268,112178,102817,82159,48285,48327,67213,49606,57115,56379,56379,56120,56066,57131,59174
2021,4,A,골목상권,2110332,돌곶이역 3번,122131,60267,61865,10041,21286,17871,17937,21321,33678,29214,26792,16030,15634,19605,14855,17704,17816,17816,17943,18061,16689,16067
2021,4,A,골목상권,2110331,돌곶이역 8번,1006177,471320,534857,106210,186493,139800,160993,159561,253121,252413,210967,123311,120803,169208,129476,144670,144348,144348,143858,143055,141469,143221
2021,4,A,골목상권,2110330,돌곶이역 1번,710945,328311,382634,92729,99513,104360,106699,112327,195319,188789,150083,83920,82694,115060,90398,102155,101526,101526,101204,101242,101089,101990
2021,4,A,골목상권,2110329,우리은행체육관,311833,150824,161011,46512,41892,38448,45137,50506,89342,96447,65958,32139,30400,44725,42166,44671,44506,44506,44098,44065,44174,45762
2021,4,A,골목상권,2110328,상월곡역 3번,894429,412842,481587,120241,134057,138199,133815,131316,236801,231621,190350,108094,104809,143818,115738,127070,128217,128217,128437,126849,125554,130431
2021,4,A,골목상권,2110327,상월곡역 2번,732553,336576,395976,105196,101182,109858,104294,116314,195711,153134,145031,97128,99425,139849,97985,105949,105133,105133,106606,105910,102146,101173
2021,4,A,골목상권,2110326,장위동성당,523504,243752,279751,100071,71115,64123,76156,84776,127262,168933,116841,55804,49484,67455,64986,73247,73306,73306,72833,72909,76601,82156
2021,4,A,골목상권,2110325,장곡초등학교,941334,433974,507361,154461,107848,131112,150804,152776,244333,246762,189558,102936,106730,161329,134018,135760,133833,133833,133655,132594,134220,137313
2021,4,A,골목상권,2110324,월곡역 4번,140143,63906,76237,15956,30517,22125,19739,21437,30371,20184,30282,21338,22953,29808,15579,20216,20446,20446,20547,20519,19771,18141
2021,4,A,골목상권,2110323,상월곡역 1번,1332307,581494,750814,188086,286666,190566,176220,199367,291404,360118,269960,149378,147652,225650,179551,188562,187861,187861,187539,187592,194879,197033
2021,4,A,골목상권,2110322,장위1동주민센터,872564,397366,475198,136564,123015,122706,128336,146089,215856,307972,182427,74850,72722,111161,123431,123591,122620,122620,121796,121710,128133,133043
2021,4,A,골목상권,2110321,동덕여대,91477,40909,50569,21511,14137,12842,13456,13193,16338,32167,20123,8273,7834,10713,12365,12922,12814,12814,12645,12569,13425,14390
2021,4,A,골목상권,2110320,KB국민은행 종암동지점,287293,137239,150053,42070,55377,37297,38514,45281,68755,67041,62799,39096,38031,47113,33213,41551,41982,41982,41843,41028,39024,39918
2021,4,A,골목상권,2110319,종암동주민센터,959746,449206,510539,176361,132722,129593,151124,142331,227616,221403,187239,119233,126693,180295,124883,135639,133257,133257,132633,133432,142929,148797
2021,4,A,골목상권,2110318,KT월곡지사,804446,367263,437184,166925,100924,116824,129856,112267,177652,196148,161013,100462,103770,139920,103134,114826,115661,115661,114546,113249,114630,116135
2021,4,A,골목상권,2110317,종암중학교,787266,369567,417700,111833,275689,108045,78029,82117,131552,201014,175920,99946,89113,121546,99726,113950,115435,115435,113028,110211,108886,110797
2021,4,A,골목상권,2110316,숭곡초등학교,2070629,933876,1136753,441256,210180,270894,330084,306044,512171,472640,414404,271287,281270,379232,251796,292431,292326,292326,291631,291859,301703,306352
2021,4,A,골목상권,2110315,종암아이파크2차,1447877,645835,802041,255753,217037,174365,214861,229847,356016,394325,290667,160463,165136,241547,195738,207779,206690,206690,205995,206499,207964,207343
2021,4,A,골목상권,2110314,종암경찰서,851736,401769,449967,149247,108173,130096,140530,131025,192664,188868,161833,112231,124553,163751,100502,122290,120664,120664,121946,123355,123855,118570
2021,4,A,골목상권,2110313,안암역 3번,1065449,595032,470418,115233,516089,127442,93114,94504,119067,198524,191891,155116,164515,222456,132946,155190,159760,159760,160548,156894,139245,131940
2021,4,A,골목상권,2110312,안암역 2번,556694,266027,290667,76696,259432,66644,45752,45246,62924,118947,114777,81768,75949,98163,67090,81746,85838,85838,85076,81317,69003,67530
2021,4,A,골목상권,2110311,종암아이파크2차후문,103848,47301,56547,20386,13250,13530,15970,16214,24498,33789,22865,10320,10124,13914,12837,14321,14115,14115,14174,14031,15967,17142
2021,4,A,골목상권,2110310,길음역 10번,29726,13145,16581,5418,3480,3837,4894,4828,7268,7108,5944,3906,4117,5281,3369,4120,4163,4163,4212,4238,4515,4324
2021,4,A,골목상권,2110309,대광초등학교,325339,162943,162396,31216,75658,45699,45236,51439,76093,61306,71263,48866,47817,58148,37939,48230,49173,49173,48726,47592,41558,41060
2021,4,A,골목상권,2110308,길음역 8번,520573,235448,285125,95732,60384,66271,87701,86270,124215,127741,106348,64575,67844,91145,62920,71716,72261,72261,71746,72708,80717,79423
2021,4,A,골목상권,2110307,길음역 7번,553945,251194,302750,105573,70033,72174,89411,88230,128526,92384,108137,82095,89208,119323,62796,78282,78742,78742,79574,80608,81966,75395
2021,4,A,골목상권,2110306,미아초등학교,112232,49306,62927,28284,10419,13754,20646,15438,23689,31370,23150,12402,12895,18245,14171,15935,15418,15418,15563,15366,17058,17610
2021,4,A,골목상권,2110305,보문역 5번,1272231,608759,663472,157237,317140,193431,157775,169751,276899,350131,277231,147329,143118,190062,164362,184616,184803,184803,184669,180633,173869,178478
2021,4,A,골목상권,2110304,보문역 4번,651643,307906,343737,78114,171255,101859,80974,87723,131718,147749,138217,84707,84632,115484,80853,92228,93737,93737,94050,92829,92814,92885
2021,4,A,골목상권,2110303,성신여대입구역 1번,1266349,499512,766837,203928,366372,177131,160917,140694,217308,372296,270364,143208,136553,185493,158436,178583,182592,182592,180471,179353,180005,184281
2021,4,A,골목상권,2110302,보문역 8번,250767,112758,138008,30794,45149,37660,34873,39394,62896,62032,54607,30910,31390,41316,30513,35292,35175,35175,35405,35014,36384,38076
2021,4,A,골목상권,2110301,성신여대입구역 7번,1115637,482817,632821,179217,231091,164965,174796,144503,221065,327799,244697,120804,114456,162746,145136,157545,158428,158428,156307,157448,162022,166125
2021,4,A,골목상권,2110300,삼선동주민센터,2271554,991112,1280442,285309,721946,335497,275125,273801,379877,525363,466107,298944,302549,406200,272389,325882,326403,326403,326123,324176,323347,319978
2021,4,A,골목상권,2110299,정릉역 1번,1440274,654137,786136,259322,179775,193856,235520,222639,349162,357504,285659,164159,175827,267376,189750,203792,199700,199700,199623,199952,215739,222272
2021,4,A,골목상권,2110298,솔숲어린이공원,248649,111074,137574,46861,28182,34236,40689,35983,62698,65380,51258,27298,28597,43455,32661,34231,33752,33752,33596,33468,38692,41207
2021,4,A,골목상권,2110297,경동고등학교,1584506,725256,859249,233860,339235,264735,232120,226131,288425,438293,328104,172052,171551,257950,216557,226117,227455,227455,225054,223393,226853,228896
2021,4,A,골목상권,2110296,성신여대입구역 4번,948703,418004,530698,213347,157016,136280,156820,122399,162843,215707,189218,119601,124274,180603,119301,132478,131376,131376,132902,134143,143254,141867
2021,4,A,골목상권,2110295,정릉우체국,522624,238161,284465,90707,73087,79002,78387,73649,127792,135175,102061,60925,61452,91983,71030,74980,73895,73895,74471,75207,75290,74686
2021,4,A,골목상권,2110294,서경대학교,1407423,636031,771393,235564,250722,195281,214872,180967,330015,422397,291916,144820,142418,213127,192745,199809,196249,196249,196941,196165,206900,214339
2021,4,A,골목상권,2110293,삼선중학교,1281679,579049,702629,225467,226270,193386,180022,187758,268775,317610,272118,163396,162073,215303,151179,183706,183946,183946,182918,183792,183810,179780
2021,4,A,골목상권,2110292,정릉역 2번,230890,105791,125100,37524,31558,33807,35430,33717,58854,73956,47850,21698,21961,32433,32992,32876,33219,33219,33331,33098,32848,32342
2021,4,A,골목상권,2110291,한성대입구역 3번,1670992,749141,921851,262249,320627,261283,259661,233906,333264,473533,349435,186297,183580,257916,220234,237902,237645,237645,239154,237555,236492,243338
2021,4,A,골목상권,2110290,북한산보국문역 1번,251703,119373,132330,26001,44469,33341,40053,36458,71380,61431,54714,29170,31161,42435,32791,35640,35569,35569,35699,35663,36540,37063
2021,4,A,골목상권,2110289,북한산보국문역 2번,974857,479682,495176,133764,238818,119049,121438,132725,229064,269562,191691,103855,108877,164934,135938,138182,136119,136119,136040,137412,144044,146620
2021,4,A,골목상권,2110288,동구여중,380780,170747,210033,61403,57382,63953,55990,54062,87990,92845,81346,48487,45010,64361,48730,54572,54582,54582,54865,54664,53756,53585
2021,4,A,골목상권,2110287,정릉3동주민센터,245565,124198,121367,39635,73760,27124,27738,26250,51057,75342,57015,27422,22705,31965,31116,34884,35390,35390,35349,34864,34245,35402
2021,4,A,골목상권,2110286,한성대입구역 5번,616605,272004,344602,96755,99540,101212,95417,84355,139327,157874,129984,74848,72544,101947,79409,88332,88990,88990,89299,88738,86227,85998
2021,4,A,골목상권,2110285,홍대부중,102157,44586,57571,15539,11817,16249,16615,17752,24185,28151,22203,12939,11418,14673,12774,14428,14833,14833,14923,14685,14063,14374
2021,4,A,골목상권,2110284,정릉북한산국립공원입구,133469,60101,73368,20635,13861,16293,19330,19550,43800,34690,26623,15095,15069,23708,18284,18826,18124,18124,18025,18166,20542,21624
2021,4,A,골목상권,2110283,성북초등학교앞,170619,80055,90564,34700,18567,25345,27799,27331,36877,42160,32765,21540,21798,29740,22616,23575,25200,25200,25356,24669,23661,22607
2021,4,A,골목상권,2110282,국민대학교앞,91494,48010,43485,10971,26665,13373,8376,9436,22671,26833,21305,10637,10189,11547,10983,12843,12721,12721,12626,12555,13512,14486
2021,4,A,골목상권,2110281,길상사,71857,32713,39144,8441,6809,8098,12376,14616,21517,19168,15889,9293,8574,10305,8627,9921,10101,10101,10072,10088,10756,10797
2021,4,A,골목상권,2110280,북정마을,86431,39580,46851,11031,8498,10795,12906,15691,27509,27466,19562,10029,8315,10426,10632,12244,12361,12361,12378,12105,12117,12762
2021,4,A,골목상권,2110279,신내역 2번,718,364,356,130,95,107,120,116,150,122,154,102,107,143,90,104,105,105,103,105,101,97
2021,4,A,골목상권,2110278,망우본동주민센터,766778,343870,422907,155460,72756,97031,112696,128825,200009,155057,159539,106870,113281,142800,89230,108765,108663,108663,108031,106405,109767,116081
2021,4,A,골목상권,2110277,러스크서울병원,1260711,596116,664595,168587,143240,154710,170861,247430,375884,318379,252083,151322,150108,217308,171508,181342,179548,179548,178094,178697,179872,184022
2021,4,A,골목상권,2110276,신내IC북측,60332,31100,29232,10072,7460,8566,10440,9255,14538,12910,13005,7495,7974,11308,7641,8725,8778,8778,8691,8919,8261,8049
2021,4,A,골목상권,2110275,하나은행 망우동지점,301769,144540,157228,28511,35593,39750,42603,63085,92227,52632,57537,42062,45493,65389,38657,42756,41615,41615,41690,42305,45729,46086
2021,4,A,골목상권,2110274,서일대학교,1144355,542956,601399,154717,159753,147679,163266,193194,325746,344348,238057,122789,118031,168354,152776,160924,160735,160735,159555,158306,167459,177961
2021,4,A,골목상권,2110273,장스여성병원,719675,332919,386755,92786,77370,101476,100620,125498,221924,151054,144628,96150,99848,136892,91104,102772,101471,101471,101843,104015,105293,102561
2021,4,A,골목상권,2110272,신내1동주민센터,969592,432118,537474,194321,108190,126911,139621,157548,243003,218348,181960,121478,130612,195734,121462,134670,133759,133759,133321,134622,146585,152582
2021,4,A,골목상권,2110271,신내역 1번,64298,33008,31290,9712,8369,9727,11346,11377,13765,8196,13512,9149,10304,14795,8341,9386,9426,9426,9342,9421,8872,8407
2021,4,A,골목상권,2110270,혜원여고,378045,178702,199342,55165,50403,52158,52605,66452,101260,124029,81664,37398,34617,49095,51241,55167,55388,55388,54467,54079,51619,52031
2021,4,A,골목상권,2110269,용마문화복지센터,378794,182683,196110,52442,58368,51964,58724,66512,90784,74155,77090,52792,61982,70452,42322,54771,55323,55323,54198,52860,52812,54517
2021,4,A,골목상권,2110268,망우3동주민센터,446938,196149,250789,62933,61517,66368,63998,78386,113738,138495,100691,47526,43673,60413,56141,63751,63759,63759,62631,62419,63770,67293
2021,4,A,골목상권,2110267,망우역 2번,1409003,648951,760053,246448,179680,223432,209520,219400,330524,415864,297978,150421,146068,215105,183567,197495,195420,195420,193910,192978,211634,223511
2021,4,A,골목상권,2110266,면목동우체국,1285970,575227,710743,174443,177399,196757,190173,233874,313325,413221,271355,128908,121416,178525,172546,184033,180384,180384,179353,178904,186826,197650
2021,4,A,골목상권,2110265,망우역 1번,734292,336316,397975,89182,96674,110723,107901,127656,202157,134550,142368,103822,115521,152305,85726,102750,100931,100931,100885,104087,114297,110101
2021,4,A,골목상권,2110264,면목역 2번,3010107,1418053,1592054,387712,455202,470308,429387,556957,710542,917319,633128,317963,290506,445262,405931,426873,424452,424452,421192,421599,438217,454414
2021,4,A,골목상권,2110263,면목역 1번,1531821,702428,829391,176844,234018,269576,212150,252131,387102,487285,314003,150337,147175,220105,212917,220745,218027,218027,216312,213334,220849,225147
2021,4,A,골목상권,2110262,상봉역 3번,1530567,703762,826805,107312,301961,339761,223393,240573,317567,376081,302612,181812,189304,279369,201392,215991,211099,211099,213628,216173,232663,228329
2021,4,A,골목상권,2110261,사가정역 4번,1480504,692735,787769,186576,198201,228006,217522,238033,412166,420467,292000,158190,164718,242372,202758,211561,207267,207267,206201,206633,217098,224368
2021,4,A,골목상권,2110260,면목역 3번,1199306,572561,626745,133600,168938,184587,185509,207613,319058,314298,238247,131485,136689,207765,170820,171725,171556,171556,171069,170798,172749,171157
2021,4,A,골목상권,2110259,사가정역 1번,1426832,668428,758403,155660,210557,230854,232712,225777,371272,424872,283512,147736,150100,222031,198584,204119,203668,203668,200038,202979,208291,206005
2021,4,A,골목상권,2110258,면동초등학교,585991,280003,305988,79210,77238,85986,95205,101131,147220,153320,121784,69789,68616,99730,72753,83375,81702,81702,80793,82159,87849,88987
2021,4,A,골목상권,2110257,상봉역 7번,1467952,665270,802682,173937,225961,302589,199928,222314,343221,393531,304071,168287,169020,244597,188446,212011,209386,209386,207692,207917,211605,210837
2021,4,A,골목상권,2110256,면목2동체육관,1681687,804088,877598,242359,214701,240988,264598,284823,434218,553469,357233,161623,153812,227739,227814,239816,235958,235958,235870,234324,245301,254547
2021,4,A,골목상권,2110255,상봉역 4번,1525919,706922,818996,128221,268901,275775,229752,263206,360063,472650,317820,161727,154937,220439,198345,215302,215016,215016,215554,216494,222291,227100
2021,4,A,골목상권,2110254,오거리공원,2969060,1400759,1568301,419544,347773,429586,468012,477216,826930,843039,606658,326318,327399,471635,394012,423619,418874,418874,417488,417468,429770,441878
2021,4,A,골목상권,2110253,중곡초등학교,842310,402102,440208,155508,91842,134494,137202,134562,188701,263428,174051,84403,82184,122907,115336,118630,118126,118126,118156,117555,123831,129609
2021,4,A,골목상권,2110252,장안제일시장,758617,363772,394845,106549,86629,115313,114340,135110,200676,205175,155956,84698,85948,126218,100621,107044,105999,105999,107678,106324,110996,113500
2021,4,A,골목상권,2110251,장안중학교,658767,308131,350636,115080,82988,104461,90292,101651,164295,170388,132767,75209,76055,113364,90983,95444,95119,95119,93448,94103,92618,94218
2021,4,A,골목상권,2110250,화랑대역 7번,268852,127174,141679,62927,32082,33988,46452,37046,56359,59462,55032,34636,37123,49827,32772,37570,37276,37276,37083,36272,40628,42645
2021,4,A,골목상권,2110249,중화역 1번,2250145,1044696,1205449,424776,279427,297671,305760,344004,598505,659016,478433,249860,231902,332499,298434,323972,320485,320485,317127,319138,316826,330852
2021,4,A,골목상권,2110248,먹골파출소,392660,186412,206249,50756,60702,65541,66384,56544,92733,119831,81747,40144,38344,58680,53913,56109,54969,54969,55390,55759,57184,57979
2021,4,A,골목상권,2110247,먹골역 1번,1965115,881729,1083387,254950,275502,290763,289996,307449,546455,581590,406565,203783,199927,304259,268992,280115,274999,274999,273248,273299,290741,299119
2021,4,A,골목상권,2110246,월드순복음교회,1050714,513205,537510,112706,158468,168478,171047,186415,253599,267334,210211,125651,129557,180668,137293,150742,150232,150232,149172,149040,152135,149925
2021,4,A,골목상권,2110245,KB국민은행 중화동지점,424397,200701,223698,49136,53795,62932,61304,71489,125741,125851,88040,43671,43215,66258,57362,59562,58545,58545,58467,58243,63709,67185
2021,4,A,골목상권,2110244,중화역 4번,732513,349532,382981,110874,91260,99842,103943,125671,200920,134641,143090,97689,105808,156353,94931,106139,105319,105319,104700,105437,103317,101812
2021,4,A,골목상권,2110243,중랑노인종합복지관,1038331,494553,543779,175083,122433,134634,151314,186753,268112,276096,204725,118286,122323,178008,138893,146631,145755,145755,145028,144324,152808,159537
2021,4,A,골목상권,2110242,면목5동주민센터,641623,304093,337531,92211,73673,98999,99006,108756,168979,211395,134828,61017,57789,88586,88009,90952,89791,89791,88027,88945,95875,99197
2021,4,A,골목상권,2110241,먹골역 5번,1162368,543335,619031,159263,145743,179210,174506,202754,300892,277742,225655,142441,147160,212147,157223,166951,166735,166735,166027,167168,165097,163291
2021,4,A,골목상권,2110240,태릉시장 특화거리,638277,308235,330042,65960,77079,81603,88262,117481,207892,169912,125722,71370,74394,112325,84554,90391,88695,88695,88853,88548,94458,98138
2021,4,A,골목상권,2110239,중랑역 2번,188160,91158,97002,14180,26251,26395,26749,35595,58990,48947,37749,20478,21201,34176,25610,26299,26448,26448,26270,26092,27781,28889
2021,4,A,골목상권,2110238,배꽃어린이공원,79580,37968,41612,9283,8943,12953,11464,15011,21925,23621,15854,7793,7847,12680,11784,11309,11072,11072,11070,11188,11771,12098
2021,4,A,골목상권,2110237,메가박스 상봉,1262289,610981,651308,153365,175245,185428,197781,235365,315105,313496,251061,151722,153610,223359,169040,180274,177525,177525,178173,178392,183032,185648
2021,4,A,골목상권,2110236,신묵초등학교,1889989,890039,999949,268421,242231,288741,279919,313417,497259,578991,388316,194588,188998,278909,260188,269578,267392,267392,267363,265531,276294,277519
2021,4,A,골목상권,2110235,세화어린이공원,270043,132221,137822,26856,32289,33507,37390,51263,88739,81239,53159,26684,26990,43544,38428,38681,37716,37716,37588,37790,39389,41152
2021,4,A,골목상권,2110234,중랑역 4번,261073,127512,133561,22522,45514,44562,38991,46283,63200,60971,49984,30509,32692,50602,36315,37083,36114,36114,36145,36616,39308,39584
2021,4,A,골목상권,2110233,중랑역 1번,1090692,527806,562887,103898,152981,163069,152750,201653,316343,301408,219709,115621,117655,186334,149966,154770,151101,151101,150888,151896,162495,168285
2021,4,A,골목상권,2110232,동대부고,1023829,515708,508122,239415,89971,162200,188174,139860,204211,247495,207860,128536,132564,180447,126928,144666,144907,144907,144924,144403,148160,151491
2021,4,A,골목상권,2110231,장안교,66692,31538,35155,14319,6747,8484,11168,10519,15455,11263,14159,9694,10496,13249,7828,9404,9375,9375,9345,9250,9825,10107
2021,4,A,골목상권,2110230,장안현대홈타운1차아파트,1033120,495051,538069,167942,148105,210112,180420,138107,188435,277660,201367,117225,121156,180100,135612,145409,143326,143326,144044,144414,155928,155477
2021,4,A,골목상권,2110229,장평중학교,2185609,1077230,1108379,316498,254861,421692,371730,312433,508396,600514,465856,266368,252634,327415,272820,314320,319023,319023,318197,316860,296242,300915
2021,4,A,골목상권,2110228,장안근린공원,1484843,706267,778576,213997,172444,224188,241891,247658,384665,335645,294284,185902,194672,284769,189571,209855,209735,209735,208905,208639,216823,221042
2021,4,A,골목상권,2110227,답십리공원,579100,269142,309957,79311,66861,87036,94389,96620,154885,113696,116330,78720,83596,118135,68621,81080,80691,80691,80376,80794,87036,88586
2021,4,A,골목상권,2110226,장안1동주민센터,1967459,976155,991305,183116,281742,386211,348256,314533,453602,486659,398783,238537,239274,345122,259084,281555,281926,281926,280424,280446,280533,280865
2021,4,A,골목상권,2110225,촬영소사거리,90481,43673,46809,11517,10088,14750,14926,14359,24840,24710,18114,10705,11234,15103,10615,12627,12589,12589,12569,12525,13644,14047
2021,4,A,골목상권,2110224,외대앞역 2번,510058,232963,277093,62583,114410,73784,72053,72458,114768,112308,99845,62592,66330,101629,67352,72042,71641,71641,71582,71741,75806,76063
2021,4,A,골목상권,2110223,군자초등학교,324973,160295,164678,25071,53608,65232,52654,53291,75116,101589,72151,35933,32743,42536,40020,46360,46793,46793,47020,46613,45177,45832
2021,4,A,골목상권,2110222,회기역 2번,117066,54988,62078,12990,40964,16122,13114,13152,20724,25812,26874,15872,14942,19998,13568,16620,16670,16670,16796,16452,17184,16540
2021,4,A,골목상권,2110221,의릉,238643,109985,128658,32994,38674,29585,40384,29852,67155,53712,45950,29296,30345,46486,32856,33537,33517,33517,33511,33405,34792,36466
2021,4,A,골목상권,2110220,외대앞역 1번,884537,419828,464709,116901,304872,103800,114515,97889,146560,217196,175624,109329,109569,157811,115007,127207,126897,126897,126596,126652,125766,124247
2021,4,A,골목상권,2110219,삼육보건대학교,1709019,844542,864478,195366,639793,212459,195201,177402,288799,514415,370332,182969,171092,240018,230193,246269,245581,245581,242052,233800,240788,258075
2021,4,A,골목상권,2110218,답십리사거리,1405624,656295,749329,208796,159974,214371,224362,224497,373624,399756,276309,149784,154903,232938,191935,198009,196880,196880,195595,197141,209132,213904
2021,4,A,골목상권,2110217,자동차부품상가,448684,226807,221877,41393,55610,82517,84169,73421,111574,111438,96665,57089,56675,72152,54663,64497,64995,64995,64657,64597,62901,62558
2021,4,A,골목상권,2110216,전농중학교,270812,128121,142691,71799,29782,32705,48525,36604,51399,48540,52551,39300,42219,56709,31495,38416,38033,38033,38196,38350,39935,39651
