STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_1_FLPOP_CO,TMZON_2_FLPOP_CO,TMZON_3_FLPOP_CO,TMZON_4_FLPOP_CO,TMZON_5_FLPOP_CO,TMZON_6_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
2021,4,U,관광특구,1001496,강남 마이스 관광특구,102294,51045,51249,6685,21900,28948,22434,12589,9738,6689,19499,23560,24558,22174,5813,13986,15268,15268,16676,16343,12935,10865
2021,4,U,관광특구,1001495,잠실 관광특구,3371333,1642782,1728551,336818,754106,804522,556163,426079,493644,584728,629946,509612,546549,724599,375897,471969,479673,479673,486816,489461,497158,460732
2021,4,U,관광특구,1001494,종로?청계 관광특구,3868466,2102996,1765468,124708,651068,723927,731587,722852,914323,462986,757573,798728,807412,739611,302155,579395,620051,620051,625190,616411,463525,338464
2021,4,U,관광특구,1001493,동대문패션타운 관광특구,3218311,1544837,1673475,128933,584937,813482,650008,490638,550314,731969,649151,471414,447697,512591,405488,480120,506022,506022,506558,498361,391061,329634
2021,4,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,3954704,2007791,1946913,131802,728140,1006255,882083,629170,577254,252573,841244,952658,945620,757425,205182,582190,651911,651911,660551,645755,423363,328433
2021,4,U,관광특구,1001491,이태원 관광특구,1905510,948480,957032,113917,497727,449773,300496,235536,308062,362771,335369,257923,285280,415741,248426,250115,249283,249283,257755,281982,322373,290501
2021,4,R,전통시장,2130326,고덕 골목형상점가,159978,73096,86882,28652,14747,27373,29963,23183,36061,38913,35263,19485,19281,26967,20069,22935,22884,22884,23009,23009,22740,22436
2021,4,R,전통시장,2130325,명일전통시장,219852,97364,122488,37384,22828,29553,35659,35379,59050,43792,42848,29820,30535,44496,28360,31220,31515,31515,31433,31880,31348,30681
2021,4,R,전통시장,2130324,길동복조리시장,508307,231976,276329,84513,54425,70350,77033,80352,141634,146702,103596,56948,56687,79635,64738,72626,71753,71753,70562,72257,75142,74834
2021,4,R,전통시장,2130323,둔촌역전통시장,352941,175201,177739,54666,45990,44468,54028,61011,92778,96351,72050,39669,40902,59171,44795,50407,49644,49644,50027,50303,51519,50640
2021,4,R,전통시장,2130322,고분다리전통시장,266287,131379,134906,38829,33606,39245,36574,44424,73608,75081,54378,29924,29970,43293,33643,37748,37106,37106,36788,36887,39770,41114
2021,4,R,전통시장,2130321,장신구 특화거리 상점가,158541,73740,84802,32654,20076,23643,26257,23290,32621,29807,33665,24859,24393,29416,16402,22865,23041,23041,23122,22935,21752,21733
2021,4,R,전통시장,2130320,암사종합시장,119166,56483,62684,12877,16188,21388,18195,20297,30222,27518,21871,15823,17146,22821,13986,17007,16888,16888,16876,17153,17642,16732
2021,4,R,전통시장,2130319,성내전통시장,783844,377859,405986,134470,81986,121476,124663,115202,206047,208909,154563,87456,92632,138202,102082,109103,107036,107036,107739,106488,120584,125887
2021,4,R,전통시장,2130318,로데오거리상점가,375808,175922,199885,29025,82041,73700,56929,56683,77429,57214,62980,55635,65092,89446,45440,50416,50480,50480,51245,54466,60552,57735
2021,4,R,전통시장,2130317,마천중앙시장,511534,242699,268835,67173,53751,67397,70687,86647,165878,133738,100958,59884,61479,88691,66784,72122,71157,71157,71143,71636,76385,77612
2021,4,R,전통시장,2130316,마천시장,46538,22128,24410,6180,5127,6067,6566,7898,14703,12686,9322,5307,5258,7710,6253,6631,6515,6515,6494,6601,6871,6861
2021,4,R,전통시장,2130315,문정동 로데오거리 상점가(문정동 로데오거리),585240,284322,300919,85482,92105,112356,94712,87524,113062,130979,120918,82405,82625,101800,66515,86380,87066,87066,86711,86140,77030,74974
2021,4,R,전통시장,2130314,풍납시장,1333377,604156,729221,171001,157529,206225,208643,222839,367142,331314,262500,158286,160381,241734,179162,187746,186441,186441,185866,188904,199039,199372
2021,4,R,전통시장,2130313,방이시장,833686,383446,450240,104972,125436,172632,136489,117395,176762,244878,172886,89642,89170,128382,108728,118868,118314,118314,117788,117383,120865,123236
2021,4,R,전통시장,2130312,석촌시장,316031,149214,166816,47595,40313,65331,53881,45739,63172,66886,60172,42651,44198,61982,40143,45215,45025,45025,45122,45645,45314,44204
2021,4,R,전통시장,2130311,새마을시장,800120,384712,415407,137959,117757,134003,144376,109781,156245,185458,149641,97934,107817,158158,101113,112905,112689,112689,114150,115767,119483,110985
2021,4,R,전통시장,2130310,강남개포시장,205167,93745,111422,45890,21107,22353,36201,31997,47620,23037,39502,37036,40875,46513,18203,28998,29823,29823,29698,30275,29153,27201
2021,4,R,전통시장,2130309,은마종합상점가,33881,15896,17985,12392,2998,2734,6292,4433,5031,2230,5591,5995,7427,9378,3259,4743,4774,4774,4839,4857,5339,4645
2021,4,R,전통시장,2130308,청담삼익시장,10253,5239,5013,967,1423,2257,2139,1610,1856,2519,2311,1306,1256,1473,1386,1464,1548,1548,1588,1544,1347,1166
2021,4,R,전통시장,2130307,도곡시장,196673,88978,107695,65023,16302,17985,46576,25990,24800,36692,36903,24511,29456,41607,27504,27542,27795,27795,27677,27895,29423,28635
2021,4,R,전통시장,2130306,강남언주로,139507,70097,69409,5407,30094,44269,28370,16580,14785,35896,31873,19736,18300,18974,14727,20759,21697,21697,21251,20534,17358,16614
2021,4,R,전통시장,2130305,논현종합시장,33952,17534,16418,2256,7015,9364,6506,3901,4910,5713,7244,5560,5648,6266,3523,5009,5187,5187,5199,5035,4202,4094
2021,4,R,전통시장,2130304,신사상가,19715,8278,11437,5661,1381,1592,3665,2785,4631,6906,3926,1977,1825,2390,2691,2899,2803,2803,2923,2931,2704,2549
2021,4,R,전통시장,2130303,영동전통시장,385516,194177,191341,17660,88981,100046,74393,48746,55692,66667,71530,56228,58292,85030,47769,54876,57786,57786,59018,59587,51777,43974
2021,4,R,전통시장,2130302,강남시장(강남구 강남시장),49648,24620,25028,3332,12465,12109,9668,6343,5729,6492,9223,8810,9185,11033,4905,7014,7588,7588,7730,7801,6629,5242
2021,4,R,전통시장,2130301,양재시장,64179,32355,31825,6231,9841,14966,12220,8333,12588,10538,13058,10741,10780,12518,6545,9632,10283,10283,10232,9890,7250,6556
2021,4,R,전통시장,2130300,강남터미널지하도상점가3구역,47425,19891,27534,6034,7785,8113,8795,7710,8989,2116,7441,9915,11782,12816,3353,6381,6533,6533,6742,7107,7462,6368
2021,4,R,전통시장,2130299,엔터식스 강남점,40173,17031,23142,6223,6085,7032,7778,6161,6896,3990,6691,7776,8721,9677,3316,5448,5565,5565,5683,6017,6234,5587
2021,4,R,전통시장,2130298,강남터미널지하도상점가2구역,58828,24995,33832,7658,10271,10434,10171,9259,11034,1681,9275,12621,14953,16385,3913,7909,8160,8160,8429,9024,9256,7688
2021,4,R,전통시장,2130297,강남터미널지하도상점가1구역,76712,33504,43208,11179,13118,13358,12908,11770,14379,2732,12503,15985,18896,21171,5425,10414,10775,10775,11106,11939,11895,9722
2021,4,R,전통시장,2130296,남부종합시장,44379,20705,23674,8753,5065,5762,8922,6614,9264,16440,9002,4004,3815,5377,5740,6295,6339,6339,6301,6282,6430,6392
2021,4,R,전통시장,2130295,인헌시장(원당종합시장),270182,124865,145317,26601,55176,52736,38360,37278,60032,55472,46568,31347,37271,59757,39767,38188,37547,37547,37666,38315,40311,40437
2021,4,R,전통시장,2130294,관악중부시장,283599,132206,151392,44644,48098,44545,39983,36311,70018,57253,57139,40539,41590,53559,33520,41130,40886,40886,41010,40749,40100,39155
2021,4,R,전통시장,2130293,봉천중앙시장,60267,28593,31673,5725,14255,11450,8014,7719,13101,8425,12002,9745,10442,13487,6165,8656,8520,8520,8628,8707,8850,8328
2021,4,R,전통시장,2130292,봉천현대시장,79120,36840,42282,14964,10073,13453,13722,9521,17388,14715,13687,10993,12955,17717,9053,10671,10439,10439,10367,10554,13318,13224
2021,4,R,전통시장,2130291,봉천제일종합시장,20278,9594,10686,1706,5522,3667,2430,2439,4516,4963,3933,2388,2447,3760,2791,2856,2836,2836,2871,2863,2968,3007
2021,4,R,전통시장,2130290,영림시장,591916,276619,315299,54611,143397,102264,74193,76530,140923,135759,119728,71206,73812,111933,79477,84749,85065,85065,85503,85546,83439,81625
2021,4,R,전통시장,2130289,봉일시장,59547,28471,31077,6491,11144,10555,9002,8657,13700,13068,11035,7010,7702,12179,8552,8547,8401,8401,8419,8400,8707,8779
2021,4,R,전통시장,2130288,신림현대종합상가,13907,7114,6794,1360,2747,2372,1924,2008,3496,3226,2812,1546,1766,2685,1875,1907,1876,1876,1886,1859,2187,2258
2021,4,R,전통시장,2130287,삼성동 시장(삼성동시장),264547,139829,124718,21219,60845,45596,37706,35900,63283,55887,48760,34051,36436,53877,35538,37655,37580,37580,37633,37880,38376,37896
2021,4,R,전통시장,2130286,신신림시장(삼성동시장),53992,28628,25363,4449,12386,9279,7648,7093,13134,12058,9787,6484,6778,11213,7673,7660,7627,7627,7616,7757,7829,7865
2021,4,R,전통시장,2130285,서원동상점가,928870,471747,457123,61366,313278,194355,121386,99833,138652,112867,149644,127199,155242,251032,132886,125793,126859,126859,130550,138283,145738,131468
2021,4,R,전통시장,2130284,관악종합시장(신원시장),73926,36896,37030,4249,20760,15659,10094,8704,14460,19680,13113,7451,8290,13622,11772,10056,9959,9959,10152,10351,11682,11578
2021,4,R,전통시장,2130283,신원시장,990169,496086,494083,54773,288111,203227,131375,125632,187052,191824,168851,118239,137912,222496,150846,134510,133225,133225,137084,140472,156792,151816
2021,4,R,전통시장,2130282,난곡 골목형상점가,147147,69440,77708,20974,19832,20019,22364,23108,40852,37014,29351,17444,18302,26210,18825,20695,20345,20345,20076,20006,22468,23454
2021,4,R,전통시장,2130281,우림시장,64711,30813,33899,9563,8983,9102,9641,10057,17367,18187,12469,6648,6702,11147,9558,9187,9067,9067,8942,8935,9656,9983
2021,4,R,전통시장,2130280,신림종합시장,26962,12649,14311,2678,5542,5617,3721,3550,5853,7987,5048,2611,2818,4502,3995,3840,3695,3695,3664,3794,3992,4284
2021,4,R,전통시장,2130279,관악신사시장,416428,196179,220249,30949,99647,79514,58091,58384,89843,124962,85506,41977,42204,64554,57225,59569,57697,57697,57023,57446,61586,65562
2021,4,R,전통시장,2130278,미성동 도깨비시장 골목형상점가,322227,148828,173398,53493,44354,43478,51736,47636,81531,95019,65043,35624,36631,50032,39878,45330,44677,44677,44443,44644,48395,49986
2021,4,R,전통시장,2130277,조원동 펭귄시장(신림중앙시장),245718,118644,127073,26858,51921,45981,35988,33409,51560,66696,52694,28615,27060,39137,31516,35309,34753,34753,34452,34520,35510,36474
2021,4,R,전통시장,2130276,신림중앙시장(조원동 펭귄시장),85565,41575,43990,8459,20027,17163,12540,10723,16652,29263,18411,7717,6840,11077,12257,12465,12365,12365,12175,12158,11891,12230
2021,4,R,전통시장,2130275,강남골목시장,192909,103584,89325,11520,39001,48898,35003,27776,30711,68846,41619,16781,14891,22657,28114,28185,29476,29476,29059,28140,24264,24386
2021,4,R,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),408149,205137,203011,35753,90543,78174,53819,58955,90906,100381,73331,45072,49048,83957,56360,56950,58176,58176,58709,60065,60387,55332
2021,4,R,전통시장,2130273,남성사계시장(남성시장),834517,377212,457306,148948,104344,120361,117558,127846,215462,127959,142511,119837,139993,195654,108563,116530,114524,114524,115946,118594,127035,126370
2021,4,R,전통시장,2130272,사당시장,44287,20660,23627,5209,7674,8255,7188,5481,10479,9382,8964,5812,6365,8498,5265,6307,6229,6229,6278,6241,6517,6445
2021,4,R,전통시장,2130271,남성역골목시장,357057,164316,192740,43274,54162,59958,61587,47863,90213,76853,66799,40953,43476,73102,55875,50423,50049,50049,50465,50431,52518,52982
2021,4,R,전통시장,2130270,흑석시장,106144,48926,57219,13635,18044,15338,15911,16014,27203,18285,21076,15722,16715,21853,12494,15165,15429,15429,15511,15647,15005,13833
2021,4,R,전통시장,2130269,강남시장(동작구 강남시장),40896,19301,21595,5907,9644,4984,5593,5357,9412,11126,7252,4820,5366,7542,4791,5734,5642,5642,5646,5594,6252,6397
2021,4,R,전통시장,2130268,상도전통시장,361640,166110,195530,53023,64612,45692,49651,51581,97080,97226,75251,39743,41623,62788,45010,50910,49734,49734,49746,50191,54712,56694
2021,4,R,전통시장,2130267,본동인정시장(기능상실),66361,32310,34051,8576,11163,11761,10291,9361,15210,15910,14513,8394,8364,11083,8096,9446,9354,9354,8918,9542,10007,10341
2021,4,R,전통시장,2130266,만양로상점가,88487,50789,37698,5179,38134,18736,8587,7153,10695,20056,16089,11649,12034,17017,11643,12862,13003,13003,13080,13119,12125,11119
2021,4,R,전통시장,2130265,노량진중앙시장,76396,44317,32079,4544,36004,16091,7074,5194,7488,14218,14028,11258,11794,15965,9133,11073,11168,11168,11242,11243,10639,9681
2021,4,R,전통시장,2130264,상도약수골목형상점가,443721,195858,247863,81979,59684,77098,65657,57841,101462,110174,94128,49585,53815,77356,58662,62777,61332,61332,61258,61112,66229,69537
2021,4,R,전통시장,2130263,신노량진시장(기능상실),21173,9926,11246,1513,2941,3759,2822,3618,6520,5090,4006,2408,2619,4054,2998,3029,3002,3002,2982,2986,3046,3114
2021,4,R,전통시장,2130262,상도도깨비 골목형상점가,304910,140754,164155,33853,49251,55390,41845,45740,78830,75475,60145,34909,36002,55473,42905,43056,42694,42694,42636,42884,45141,45744
2021,4,R,전통시장,2130261,성대전통시장(성대시장),342111,150827,191285,35484,55485,58367,49291,50243,93243,58795,56591,44106,52652,79930,50038,49081,48765,48765,48381,49065,50196,48244
2021,4,R,전통시장,2130260,신대방1동골목상권,96008,44588,51421,10909,14606,16827,14822,17241,21604,25419,19177,11776,11863,16492,11279,13356,13142,13142,13182,13299,14696,15123
2021,4,R,전통시장,2130259,대신시장,130497,60353,70144,18101,16720,19678,20946,20562,34490,27538,24872,18388,18450,25403,15845,18869,18668,18668,18599,18593,18555,18440
2021,4,R,전통시장,2130258,영진시장A동,28549,12726,15823,4577,3487,5114,4760,4406,6206,7485,5683,3254,3323,5051,3750,3948,3891,3891,3876,3911,4413,4626
2021,4,R,전통시장,2130257,영등포시장기계공구상가,185350,101509,83841,6358,59497,51665,23626,21209,22993,45353,39917,23441,23435,31650,21552,25481,25453,25453,25682,26817,28914,27582
2021,4,R,전통시장,2130256,신동시장,27613,12692,14922,3862,3686,4351,4507,4787,6422,7044,5437,3144,3355,4912,3721,3976,3884,3884,3884,3914,4037,4063
2021,4,R,전통시장,2130255,영등포전통시장,333381,179327,154055,11787,82402,80471,47310,48129,63282,65498,68575,49289,50708,62072,37240,46691,47400,47400,47766,49323,49802,45394
2021,4,R,전통시장,2130254,남서울상가,22187,11803,10384,830,3955,4278,3396,3975,5753,3187,4253,3746,3993,4613,2395,3124,3215,3215,3239,3363,3270,2822
2021,4,R,전통시장,2130253,영신상가(제일상가),24571,13147,11425,922,4839,4829,3704,4272,6007,3705,4620,4041,4338,5148,2720,3418,3505,3505,3542,3708,3708,3236
2021,4,R,전통시장,2130252,영등포로타리지하도상점가,48751,24493,24257,2630,13093,10471,7065,7162,8328,6455,8248,8225,9514,11441,4868,6397,6448,6448,6632,7228,8206,7270
2021,4,R,전통시장,2130251,영등포시장지하도상점가,38103,20749,17354,1455,9795,7961,5461,5957,7475,6671,6719,5717,6281,8155,4560,5094,5152,5152,5262,5659,6183,5585
2021,4,R,전통시장,2130250,삼구시장(로타리상가),24571,13147,11425,922,4839,4829,3704,4272,6007,3705,4620,4041,4338,5148,2720,3418,3505,3505,3542,3708,3708,3236
2021,4,R,전통시장,2130249,동남상가,26279,13828,12453,1113,4651,5299,4110,4491,6617,4584,5103,4153,4383,5139,2916,3745,3838,3838,3871,3963,3785,3285
2021,4,R,전통시장,2130248,영등포역지하도상점가,27673,13886,13787,1567,6080,5626,4484,4428,5487,3646,5617,4606,5057,6040,2706,3835,3936,3936,4008,4195,4095,3639
2021,4,R,전통시장,2130247,우리시장,341839,159424,182414,35370,38875,54954,52368,58589,101685,105792,69960,34140,34773,52265,44908,48634,47286,47286,46245,47269,51828,53624
2021,4,R,전통시장,2130246,영등포청과시장(조광시장),872642,422182,450460,112375,123323,166548,139865,128858,201675,248723,188106,103143,97848,125672,109151,123712,124082,124082,123057,124722,127578,125590
2021,4,R,전통시장,2130245,영일시장,176329,80721,95609,15681,33960,40995,32752,25935,27009,22047,32919,33560,37466,36771,13569,24543,24884,24884,25343,26119,26457,23806
2021,4,R,전통시장,2130244,대림중앙시장,476587,238714,237873,29529,43432,73361,83511,117924,128829,141971,91469,49460,50883,78674,64130,67316,66347,66347,64746,64487,70904,77851
2021,4,R,전통시장,2130243,도림시장,24682,12146,12538,2527,3648,5011,4084,4048,5367,7487,4899,2496,2442,3828,3531,3484,3416,3416,3427,3408,3608,3899
2021,4,R,전통시장,2130242,대림중앙 골목형상점가,348875,175980,172895,23304,31363,56216,62277,83147,92569,93640,66084,38701,40588,62880,46984,48950,47897,47897,47070,47315,52584,57948
2021,4,R,전통시장,2130241,선유도역 골목형상점가,311621,156745,154876,30024,56773,74564,58402,42866,48991,62949,65255,46083,44491,55779,37066,45486,47504,47504,47047,46805,39439,37788
2021,4,R,전통시장,2130240,영등포유통상가,28055,14329,13725,2017,4511,5828,5455,4749,5494,4615,6171,4856,4783,4926,2704,4186,4342,4342,4363,4274,3402,3138
2021,4,R,전통시장,2130239,양남시장,22357,11380,10975,1679,3741,4926,4407,3390,4214,3988,4818,3712,3683,3935,2222,3296,3395,3395,3427,3360,2803,2672
2021,4,R,전통시장,2130238,은행나무시장,354336,163195,191140,55356,41078,44252,52989,56133,104526,84481,71868,43679,47598,64454,42256,48988,48338,48338,48033,48236,55024,57389
2021,4,R,전통시장,2130237,박미시장(기능상실),12355,6894,5461,1435,1420,2241,2234,2324,2701,3207,2898,1394,1302,1847,1707,1788,1877,1877,1868,1840,1585,1517
2021,4,R,전통시장,2130236,비단길현대시장(현대시장),518739,239265,279474,52419,69299,74353,78921,91620,152126,136410,99790,59375,59858,92012,71295,73129,72352,72352,72022,73598,77628,77554
2021,4,R,전통시장,2130235,대명여울빛거리시장(대명시장),167370,81107,86262,19524,25295,25181,27351,30009,40009,23988,27422,25321,29655,40350,20634,23975,24508,24508,24594,24591,24510,20837
2021,4,R,전통시장,2130234,푸른터시장(기능상실),85885,42540,43344,8689,13499,17697,14795,14605,16599,30394,17569,7170,6658,11101,12993,12412,12230,12230,12264,12246,12126,12373
2021,4,R,전통시장,2130233,남문시장,123203,59678,63525,11915,15327,18592,20960,24719,31686,28827,23911,16107,16973,22546,14837,17492,17531,17531,17637,17773,17580,17522
2021,4,R,전통시장,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),136442,67139,69302,8324,23991,26926,23889,25142,28169,27135,25518,18969,20307,27925,16587,19216,19026,19026,19232,19634,20492,19515
2021,4,R,전통시장,2130231,독산동 우시장,142321,74409,67912,12318,24239,30842,23758,24070,27091,26788,29529,21012,21362,26498,17133,21008,21332,21332,21356,21167,18631,17544
2021,4,R,전통시장,2130230,가리봉시장,61858,36329,25529,908,10982,11703,11554,14616,12094,16308,11960,7103,7280,10754,8454,8831,8969,8969,8812,8748,8582,9095
2021,4,R,전통시장,2130229,남구로시장,662489,322386,340102,57088,59708,93683,111386,129174,211449,149580,123600,85230,91832,125931,86315,94429,94517,94517,93893,93379,94011,97649
2021,4,R,전통시장,2130228,구로시장,158132,81236,76897,11912,19106,27155,28329,28046,43586,19439,26937,27859,32553,36748,14596,21880,22085,22085,22255,21519,23355,24929
2021,4,R,전통시장,2130227,고척골목시장상점가(그라운드 고척),117494,54816,62677,25604,16382,14660,18749,16914,25184,22722,22358,17033,18434,24165,12783,16244,15795,15795,15905,16068,18438,19275
2021,4,R,전통시장,2130226,고척프라자,31863,14714,17149,7059,4427,4033,5160,4480,6707,6204,5864,4455,4975,6784,3582,4378,4249,4249,4279,4325,5045,5344
2021,4,R,전통시장,2130225,개봉중앙시장,488353,223440,264912,82729,56643,68878,73623,71366,135114,138992,93762,50761,52303,83353,69182,68879,67726,67726,67427,67397,73608,76023
2021,4,R,전통시장,2130224,개봉프라자(고척근린시장),4679,2274,2405,595,570,557,721,758,1475,1558,1064,469,449,600,538,662,640,640,631,633,689,792
2021,4,R,전통시장,2130223,고척근린시장,96908,46226,50681,14287,9887,11678,14888,16851,29317,17123,17071,12828,14702,22210,12974,13511,13343,13343,13388,13464,15011,14829
2021,4,R,전통시장,2130222,오류시장,43558,21245,22313,4736,8917,8852,6038,6403,8612,7707,7844,5667,6187,9762,6393,5968,5880,5880,5946,5933,6896,6946
2021,4,R,전통시장,2130221,남부골목시장(남부화곡시장 남부시장),669556,300477,369079,84395,84519,104397,107872,98749,189623,164096,125151,78020,86173,126464,89651,94815,92477,92477,93223,93108,101166,101950
2021,4,R,전통시장,2130220,등마루시장,35043,16051,18992,4872,5570,7895,5885,4084,6737,10338,7019,3910,3816,5258,4700,5095,4995,4995,4956,4926,4980,5085
2021,4,R,전통시장,2130219,까치산시장,1366888,633229,733661,124440,236446,258241,216371,194033,337358,254442,276158,168317,181406,287041,199526,195294,195551,195551,195298,196504,197704,191141
2021,4,R,전통시장,2130218,신월중앙시장,59803,27224,32579,10448,8585,10098,10643,8165,11867,11015,11509,9523,9815,11848,6096,8542,8595,8595,8602,8573,8651,8185
2021,4,R,전통시장,2130217,화곡본동시장,130873,60768,70106,20188,19249,22601,21363,16704,30770,29813,24556,15265,17175,25745,18319,18673,18580,18580,18576,18785,19027,18626
2021,4,R,전통시장,2130216,화곡중앙시장,267515,117697,149818,44963,30318,41009,41400,37694,72133,54946,46626,32997,37625,56741,38580,37497,36915,36915,37414,37356,40558,40907
2021,4,R,전통시장,2130215,대원종합시장,60381,27779,32604,9967,7479,9021,9190,9023,15700,10969,10566,7727,9638,13270,8212,8670,8598,8598,8585,8539,8795,8611
2021,4,R,전통시장,2130214,송화벽화시장(송화골목시장),68431,30272,38161,17427,8120,8863,11301,8784,13936,14893,13770,9011,8669,13120,8970,9871,9970,9970,9924,10108,9660,9064
2021,4,R,전통시장,2130213,방신전통시장,122608,59352,63258,18251,11955,20341,17316,19634,35112,22618,23125,17055,18499,26687,14628,16664,16412,16412,16440,16646,19549,20467
2021,4,R,전통시장,2130212,공항시장,196233,100268,95965,15772,41194,38722,30124,29845,40577,36905,41475,30360,28603,36860,22031,27515,27202,27202,27882,28574,29005,28472
2021,4,R,전통시장,2130211,신정2동 골목시장(오목교중앙시장),293793,138265,155528,62034,37299,30906,48908,49351,65295,73521,55645,34476,35969,53186,40995,41179,40562,40562,40368,40597,44882,45941
2021,4,R,전통시장,2130210,목2동시장,284276,131043,153233,34938,45259,63727,41794,37444,61114,73994,54618,31330,32824,51645,39864,39974,39402,39402,39139,39360,43167,44005
2021,4,R,전통시장,2130209,목사랑시장(목4동시장),308836,150433,158403,84657,33861,33816,49658,47324,59520,83941,65711,36504,34891,48595,39194,44200,44257,44257,43821,43675,43727,44953
2021,4,R,전통시장,2130208,목동깨비시장(목3동시장),356682,156519,200163,45200,50995,66332,56531,54510,83115,67421,63544,48722,53596,75590,47808,50719,50038,50038,50369,50590,52424,52183
2021,4,R,전통시장,2130207,신정1동 골목시장(신정제일시장),24707,11698,13010,4053,3144,3335,4430,3997,5747,3213,4577,4072,4256,5663,2926,3468,3479,3479,3511,3595,3729,3452
2021,4,R,전통시장,2130206,신정3동 골목시장,47116,21971,25145,8564,5343,5642,8298,7835,11433,7366,8643,6922,7700,10626,5856,6866,6851,6851,6842,7011,6604,6024
2021,4,R,전통시장,2130205,신곡종합시장(신월6동 골목시장),35176,16071,19105,5344,3903,5569,5688,5580,9089,7626,6549,4209,4582,7036,5174,4985,4908,4908,4953,4990,5257,5131
2021,4,R,전통시장,2130204,경창시장,178430,84389,94042,38331,16039,25343,28408,23445,46866,45115,31577,19968,22085,33293,26391,25138,24926,24926,25002,25182,26618,26674
2021,4,R,전통시장,2130203,서서울 골목형상점가,82208,37552,44657,9385,8855,12480,12520,12610,26359,18880,15496,9852,10747,16255,10978,11527,11253,11253,11150,11250,12761,13082
2021,4,R,전통시장,2130202,신영시장,230150,102772,127380,26925,21667,31663,33013,37782,79100,50298,43105,29267,33274,46262,27946,32763,31728,31728,31703,32124,35072,34973
2021,4,R,전통시장,2130201,월정로시장,173915,80397,93520,21057,16094,24199,25192,28978,58396,42924,29222,20558,22423,33035,25754,24511,24138,24138,24191,24399,26309,25956
2021,4,R,전통시장,2130200,신월7동 골목시장(약수시장 우성상가),64874,30588,34288,8504,6193,7465,10159,10914,21638,9516,10767,8929,10973,16279,8411,9292,9088,9088,9032,9262,9749,9397
2021,4,R,전통시장,2130199,신월3동 골목시장,454567,222719,231847,69078,47581,58963,66623,72816,139507,145643,97778,48479,46223,62725,53718,64723,63139,63139,62893,63073,66668,71044
2021,4,R,전통시장,2130198,아현시장,254973,113408,141566,46222,31830,41870,38349,39484,57215,54825,55532,34940,35919,44890,28867,36824,38062,38062,38201,37657,34411,31729
2021,4,R,전통시장,2130197,마포시장,48919,23444,25475,4766,8103,10637,9408,8110,7896,5154,10345,9849,9463,10066,4044,7450,7909,7909,7973,7827,5153,4636
2021,4,R,전통시장,2130196,공덕시장,32524,15586,16940,3095,5504,7188,6023,5444,5271,5920,6679,5831,5576,5747,2772,4891,5202,5202,5235,5153,3594,3189
2021,4,R,전통시장,2130195,도화동 상점가,912982,427437,485545,95934,139233,195653,164101,139331,178729,123921,172023,151815,158695,209315,97211,128938,132326,132326,133173,134953,129276,120506
2021,4,R,전통시장,2130194,용강동 상점가,594234,284382,309854,95016,62713,110750,124281,83506,117971,136681,121130,78699,78490,107793,71443,85956,87162,87162,87597,86916,80557,78751
2021,4,R,전통시장,2130193,신수시장,29466,13587,15878,4864,3922,4888,5200,4667,5926,7323,6216,3756,3659,4902,3610,4204,4220,4220,4152,4176,4176,4285
2021,4,R,전통시장,2130192,동진시장,48977,21389,27589,3736,16722,10676,6328,5081,6436,12468,9067,5561,6251,9390,6241,6576,6494,6494,6639,6937,7982,7807
2021,4,R,전통시장,2130191,홍대 걷고싶은 거리,526097,231582,294515,63184,210759,104539,63419,39196,45000,60021,73204,82097,106536,144285,59956,69085,69341,69341,73434,78148,88765,75520
2021,4,R,전통시장,2130190,홍대소상공인상점가,471512,217798,253714,59356,193643,87480,53500,36804,40732,69844,67191,69304,88203,123234,53735,60575,60162,60162,63452,68777,83598,73271
2021,4,R,전통시장,2130189,서교시장,87470,40157,47314,10981,35286,16304,10066,7046,7786,12826,12635,12966,16479,22828,9736,11270,11170,11170,11742,12680,15474,13696
2021,4,R,전통시장,2130188,합정시장,67327,30469,36859,5066,18065,16849,10685,8131,8531,8029,11674,11518,11456,16970,7678,9282,9838,9838,10144,10404,9362,8272
2021,4,R,전통시장,2130187,영진시장,44244,19763,24480,3620,10979,11135,7374,5203,5933,9689,7983,6270,6709,8361,5231,6439,6582,6582,6654,6700,5979,5304
2021,4,R,전통시장,2130186,망원시장,434861,182638,252222,43143,78568,93905,71248,52316,95678,111696,80660,51770,56115,79804,54817,59789,59088,59088,60131,61065,68036,67241
2021,4,R,전통시장,2130185,망원월드컵시장,386959,171390,215569,55071,63344,72041,67493,52047,76961,88612,70546,48818,53035,75849,50101,54820,54614,54614,54817,55431,56719,55805
