,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,갸우뚱,11.764705882352951,47.53976470588235,39.066588235294105,32.188,27.343058823529404,31.26047058823529,53,47
1,고엔,12.323764705882347,51.705411764705886,36.94329411764705,27.973176470588246,22.410823529411775,11.764705882352951,49,51
2,깔리,35.026352941176484,52.40376470588235,35.64470588235294,32.28164705882353,28.84447058823528,22.833411764705872,54,46
3,나누미떡볶이 성대본점,13.05199999999997,33.535142857142844,29.313428571428556,33.344285714285704,21.013142857142828,5.110285714285703,55,45
4,낫컴플리트,59.60433333333333,76.16533333333334,42.01933333333333,28.014333333333326,22.42833333333334,16.66666666666668,61,39
5,뎁짜이,30.31129411764706,48.46776470588234,39.0475294117647,35.50941176470588,26.835764705882358,21.362352941176475,56,44
6,도토리편백집,27.36352941176469,49.75199999999999,40.4150588235294,36.965176470588204,30.489176470588212,25.78470588235293,54,46
7,독일주택,16.66666666666668,79.65733333333331,48.89100000000001,36.505,30.354666666666674,18.181333333333345,54,46
8,동화,38.99966666666665,81.38966666666664,47.14333333333331,37.78666666666667,35.96899999999999,26.98433333333335,52,48
9,리본윈도우,34.466117647058816,52.43129411764704,35.56305882352942,27.475764705882348,23.76988235294116,15.68399999999999,64,36
10,마띠에르,42.83717647058825,52.13035294117647,33.144235294117635,24.919999999999987,19.339294117647064,11.764705882352951,60,40
11,메밀향그집,30.65623529411762,50.26094117647059,36.476705882352924,30.718823529411736,28.628470588235267,25.003999999999976,54,46
12,멘야산다이메 명륜4가점,42.70682352941176,50.15858823529411,36.74305882352941,29.202117647058827,23.70964705882353,20.281411764705894,49,51
13,명륜손칼국수,25.729999999999965,79.78849999999996,89.20399999999998,94.10049999999994,90.75049999999997,89.92099999999994,45,55
14,무던,65.54499999999999,76.47833333333331,46.46533333333331,35.65333333333335,25.688999999999997,21.474333333333334,62,38
15,미도인 대학로,26.690857142857112,38.47885714285712,13.613142857142849,15.238571428571404,10.271428571428551,5.903999999999973,55,45
16,미분당 대학로점,60.33500000000001,98.53899999999996,82.22299999999997,75.64599999999997,55.806,25.00000000000001,56,44
17,버거파크,33.43458823529412,49.04494117647058,37.79294117647058,33.002117647058824,22.603058823529413,11.764705882352951,52,48
18,브라운 에비뉴,50.418,77.30599999999997,53.22533333333334,47.287,38.564333333333344,26.021999999999984,63,37
19,삼 원 샏,11.764705882352951,49.7435294117647,36.29505882352941,29.69741176470589,24.2284705882353,19.22235294117646,59,41
20,삼겹살 전문점 대통령,17.52657142857141,38.03199999999997,18.755714285714273,16.855142857142845,13.556285714285687,9.585999999999968,46,54
21,서양집,58.702333333333335,79.684,48.708999999999996,38.38233333333333,30.465333333333337,27.284999999999997,51,49
22,서화커피,41.81811764705881,52.08235294117648,33.792705882352955,24.757882352941177,21.249647058823534,11.764705882352951,57,43
23,소구미 대학로직영점,35.555999999999926,96.54899999999991,56.147999999999875,58.56299999999993,56.08499999999995,36.35199999999995,45,55
24,소친친,45.05550000000001,91.10299999999995,85.35199999999995,88.25449999999998,88.24949999999994,88.71699999999996,54,46
25,솔나무길된장예술,45.05550000000001,91.10299999999995,85.35199999999995,88.25449999999998,88.24949999999994,88.71699999999996,54,46
26,야스미,36.32188235294116,49.12964705882353,35.614117647058826,31.55011764705882,22.982823529411768,11.764705882352951,50,50
27,오이지 대학로,12.117333333333315,47.05666666666665,22.960444444444427,22.440222222222197,27.704888888888867,20.407777777777756,61,39
28,유자유김치떡볶이 대학로점,76.23549999999999,99.83949999999999,80.365,74.4735,54.980499999999964,36.922,55,45
29,육미안,19.43449999999997,80.60399999999997,41.36649999999998,37.69099999999999,32.758999999999986,24.962999999999962,49,51
30,일월일일,43.71223529411763,52.35764705882353,31.261647058823534,23.26752941176469,17.10047058823529,11.764705882352951,60,40
31,정돈 대학로본점,20.758222222222212,46.8191111111111,25.181555555555533,21.628888888888874,22.188888888888865,13.45399999999998,50,50
32,쪼리375,34.54070588235293,49.892,35.137647058823525,32.18494117647058,25.21647058823529,20.38164705882352,53,47
33,창경궁로240,71.80149999999999,99.49699999999997,75.88850000000001,66.0255,63.85999999999995,48.61949999999997,59,41
34,창화당 대학로점,36.59623529411761,47.39694117647056,36.15952941176468,35.19152941176469,28.037647058823516,24.210117647058805,55,45
35,창화당 대학로점,36.59623529411761,47.39694117647056,36.15952941176468,35.19152941176469,28.037647058823516,24.210117647058805,55,45
36,칠린,56.082999999999984,75.28099999999999,41.89166666666665,36.97399999999998,35.91099999999998,16.66666666666668,57,43
37,카페첫만남,42.65388235294117,50.88635294117646,29.051764705882345,24.34823529411765,20.48447058823529,11.764705882352951,61,39
38,카페혜화동,42.85741176470587,51.732705882352924,27.810352941176475,23.322352941176465,20.412000000000003,11.764705882352951,61,39
39,칸다소바,37.17149999999997,95.16499999999996,47.274499999999954,42.45899999999998,46.42499999999995,26.332499999999985,56,44
40,파스타마켓,60.64200000000001,79.66266666666665,47.058666666666646,38.811666666666646,31.66366666666668,24.269666666666666,59,41
41,페르시안궁전,11.230571428571393,31.00114285714284,19.097999999999963,17.92142857142855,12.908285714285675,7.776285714285697,48,52
42,페르시안궁전,11.230571428571393,31.00114285714284,19.097999999999963,17.92142857142855,12.908285714285675,7.776285714285697,48,52
43,하이디라오 대학로점,44.6915294117647,52.55482352941174,34.284000000000006,28.454588235294125,24.628,20.539294117647064,61,39
44,학림,33.56199999999998,79.27749999999996,35.105499999999964,21.350499999999943,20.669999999999973,18.88399999999996,59,41
45,혜화곱창,50.256999999999984,77.37533333333334,49.51966666666666,41.217666666666666,33.44200000000001,22.23833333333332,54,46
46,혜화도담,33.65966666666665,81.83866666666664,55.47966666666664,48.189333333333316,47.029333333333305,39.49333333333331,52,48
47,혜화칼국수,52.07349999999995,95.7045,91.88899999999997,96.03699999999995,94.86249999999998,95.67849999999997,51,49
48,호호식당 대학로,43.126499999999965,84.3825,37.34299999999997,36.59449999999998,31.596499999999978,20.948999999999945,55,45
49,환식당,42.058588235294124,48.64047058823528,26.449411764705882,21.336000000000006,20.37388235294118,11.764705882352951,54,46
