,name,gubun,score,visitCount,blogCount
0,가부 혜화점,중식당,4.33,593,52
1,간짜장전문점세아,중식당,4.34,56,8
2,걸작떡볶이치킨 서울대학로점,분식,4.34,519,57
3,군자대한곱창 대학로점,"곱창,막창,양",4.59,248,136
4,꼬치오뎅,종합분식,4.22,145,95
5,노브랜드버거 대학로점,햄버거,4.47,1293,49
6,대구막창 대학로점,"곱창,막창,양",4.24,46,41
7,대학로족발보쌈,"족발,보쌈",4.5,456,209
8,도리안그레이,바(BAR),4.72,68,20
9,돈천동식당,일식당,4.54,150,183
10,둘리네분식,종합분식,4.25,20,68
11,라라맥주,"맥주,호프",4.62,26,4
12,라쿤카페 꾸꾸네,"카페,디저트",4.32,10,146
13,림스치킨 혜화점,"치킨,닭강정",4.45,379,93
14,마님은왜돌쇠에게만술을주시나,요리주점,4.58,122,20
15,명륜건강원,"백반,가정식",4.37,216,199
16,미정국수0410 대학로점,국수,4.42,554,226
17,봉심식당,이탈리아음식,4.26,79,96
18,빌런치팬케이크,브런치,4.5,43,25
19,석관동떡볶이 대학로점,분식,4.2,842,352
20,소구미 대학로직영점,"육류,고기요리",4.38,81,44
21,스시마시따,일식당,4.09,404,224
22,스시사소우,일식당,4.27,318,180
23,스타벅스 동숭길입구점,카페,4.45,1925,59
24,스페이스플라토,와인,4.65,80,102
25,식탁의목적,한식,4.25,135,205
26,아리가또맘마 대학로점,일식당,4.42,254,62
27,알바이신,스페인음식,4.39,18,92
28,어웨이크커피바,카페,4.08,65,127
29,오늘와인한잔 대학로점,와인,4.23,349,211
30,옥이모깻잎떡볶이,떡볶이,4.08,567,117
31,위치스커피 파스텔드나따 대학로점,카페,4.37,246,80
32,육회한연어 대학로점,요리주점,4.35,291,114
33,이레미,"백반,가정식",4.28,283,30
34,이자카야 곤조,이자카야,4.2,97,35
35,쟁반집8292 혜화점,"육류,고기요리",4.84,312,49
36,제순식당 대학로직영점,한식,4.27,297,283
37,찡쪽바,바(BAR),4.84,35,15
38,카페 마피,"카페,디저트",4.67,95,42
39,카페스트롤,"카페,디저트",4.39,125,82
40,코코로식탁,일식당,4.32,95,90
41,키쉬미뇽 대학로점,"카페,디저트",4.39,984,81
42,파인데이즈,"카페,디저트",4.92,69,14
43,포도원삼계탕대학로점,"백숙,삼계탕",4.34,207,355
44,한돌참치 대학로본점,생선회,4.37,130,180
45,한촌설렁탕 대학로점,"곰탕,설렁탕",4.19,1011,37
46,할리스 대명거리점,카페,4.37,1335,41
47,해마 티룸,홍차전문점,4.55,237,231
48,허그,요리주점,4.6,73,45
49,혜화수산 혜화본점,생선회,4.62,170,62
