,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,C156,39.557882352941164,50.12494117647057,34.86847058823528,25.737176470588235,20.728235294117653,11.764705882352951,51,49
1,가마로,11.764705882352951,50.00847058823528,36.14517647058823,28.431764705882358,23.312705882352947,11.764705882352951,47,53
2,건대우동집,62.700999999999986,99.00549999999998,88.15449999999998,77.44899999999997,57.0415,43.08149999999998,49,51
3,고망고 건대점,92.19449999999998,98.36399999999998,75.34549999999999,76.37599999999998,36.17599999999997,25.00000000000001,57,43
4,고향양꼬치,30.356235294117617,48.47999999999998,37.063294117647025,35.18047058823527,30.86423529411762,25.872705882352925,45,55
5,그릭데이 건대점,64.253,77.55666666666667,50.62599999999998,39.01566666666667,29.45699999999999,16.66666666666668,72,28
6,김창훈포차,29.82899999999999,80.14766666666664,44.668666666666645,32.05499999999998,26.226999999999993,21.77566666666667,50,50
7,낙원스낵 건대점,11.764705882352951,49.32682352941176,35.39341176470587,25.390588235294103,17.10870588235294,11.764705882352951,50,50
8,니뽕내뽕 건대본점,93.05949999999999,99.73599999999996,69.24149999999999,61.85699999999997,50.51099999999995,25.00000000000001,54,46
9,대부포차,28.239428571428537,31.36114285714282,11.726571428571413,12.72971428571425,9.467428571428556,6.799999999999981,49,51
10,도단집,11.764705882352951,47.437882352941166,39.211294117647064,30.65388235294118,21.315058823529416,11.764705882352951,46,54
11,도쿄스테이크 건대점,28.239428571428537,31.36114285714282,11.726571428571413,12.72971428571425,9.467428571428556,6.799999999999981,49,51
12,막이오름 건대점,11.764705882352951,48.304,36.88870588235295,28.129176470588234,19.591529411764704,11.764705882352951,51,49
13,메이빌 본점,41.77811764705881,51.45294117647057,33.718352941176455,21.35952941176471,19.74094117647057,11.764705882352951,54,46
14,메호르,25.00000000000001,92.12049999999996,86.71499999999995,75.07699999999998,65.51599999999999,70.70049999999998,49,51
15,미도인 건대,44.55011764705882,51.8345882352941,33.27694117647057,31.152470588235293,28.52352941176471,11.764705882352951,53,47
16,바른면집 건대점,44.924470588235295,50.0844705882353,34.351529411764695,29.45905882352941,22.947999999999993,18.62564705882352,54,46
17,반티엔야오 카오위 건대점,29.908,49.66494117647059,40.70188235294117,34.36094117647058,28.47858823529411,22.25929411764705,49,51
18,빕스 어린이대공원점,9.161714285714266,24.848571428571393,25.513999999999974,31.065999999999978,16.153142857142836,10.975714285714249,52,48
19,뿔난황소곱창 건대본점,33.255529411764705,50.28235294117647,36.359294117647046,31.467764705882356,26.526588235294117,11.764705882352951,49,51
20,송몽,28.239428571428537,31.36114285714282,11.726571428571413,12.72971428571425,9.467428571428556,6.799999999999981,49,51
21,스파이스드 SPICED,25.00000000000001,99.55299999999997,76.70199999999997,50.89149999999996,42.18549999999997,25.00000000000001,62,38
22,아웃백스테이크하우스 건대스타시티점,27.24399999999999,50.50399999999999,48.06447058823528,44.17388235294117,29.168705882352953,23.361647058823532,52,48
23,안다미로 팬케이크,43.47482352941177,50.353882352941156,31.73529411764705,25.7515294117647,18.607294117647047,11.764705882352951,60,40
24,얼땅쟈,25.00000000000001,95.98799999999999,87.33899999999997,67.132,49.25699999999998,25.00000000000001,53,47
25,엘루이 비스트로,11.764705882352951,52.31552941176471,30.88823529411765,21.589411764705886,15.063764705882349,11.764705882352951,53,47
26,엘루이피자,11.764705882352951,52.461411764705865,35.402588235294104,27.250588235294117,18.782823529411758,11.764705882352951,50,50
27,연옥양꼬치,25.00000000000001,99.31699999999995,80.9575,71.26849999999999,61.19049999999996,25.00000000000001,45,55
28,우성식당,25.00000000000001,75.09149999999995,82.01499999999999,91.34299999999998,90.60149999999997,95.34999999999995,42,58
29,우화등선,25.00000000000001,95.22149999999998,92.42749999999997,80.76549999999997,64.69149999999999,53.36099999999997,40,60
30,육일관,32.4411764705882,49.40141176470587,37.63294117647057,30.628705882352907,26.437882352941166,25.088235294117617,44,56
31,육회한연어 건대점,34.04517647058824,51.58776470588234,31.319764705882356,24.89388235294117,21.50164705882352,11.764705882352951,48,52
32,은호초밥 건대본점,43.73694117647059,48.16117647058823,36.079529411764696,32.27905882352942,24.876470588235282,22.69129411764706,53,47
33,이우,25.00000000000001,93.92399999999998,88.30949999999996,70.94699999999996,58.421999999999954,65.95349999999998,48,52
34,장인닭갈비 건대점,11.764705882352951,47.7995294117647,34.112470588235304,31.136705882352935,26.514823529411764,11.764705882352951,50,50
35,조그삼,62.08249999999996,99.72299999999997,82.05649999999996,63.487499999999955,50.39399999999997,25.00000000000001,48,52
36,조씨네고기국수,11.764705882352951,47.3084705882353,36.54564705882352,32.36823529411765,29.317882352941165,11.764705882352951,46,54
37,중경식객 건대점,43.73694117647059,48.16117647058823,36.079529411764696,32.27905882352942,24.876470588235282,22.69129411764706,53,47
38,참숯벽돌집,25.00000000000001,98.05049999999996,86.30849999999998,74.13499999999999,60.08249999999996,25.00000000000001,42,58
39,코후쿠,11.764705882352951,52.40894117647058,36.107764705882346,19.861647058823536,15.452470588235286,11.764705882352951,50,50
40,평화김해뒷고기 건대점,53.16299999999997,98.78099999999998,79.13999999999996,72.47399999999993,55.95799999999996,52.17849999999997,44,56
41,프레퍼스 다이어트 푸드 건대점,25.26799999999997,51.56635294117646,36.39905882352938,25.575529411764684,30.187529411764686,23.574588235294083,61,39
42,한촌설렁탕 건대입구역점,25.00000000000001,88.85749999999994,85.68449999999996,78.05699999999996,62.16399999999997,25.00000000000001,48,52
43,해피니스디저트,32.22611764705882,49.19858823529411,38.775058823529406,27.71952941176471,20.382117647058827,11.764705882352951,61,39
44,호아다오,25.00000000000001,96.81249999999999,79.32599999999998,73.25599999999997,52.76449999999997,25.00000000000001,53,47
