,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,LITE LANE,42.68470588235292,48.13552941176469,32.104235294117636,23.636000000000003,11.764705882352951,11.764705882352951,58,42
1,건대스시,44.3990588235294,52.13364705882352,31.189882352941183,26.721411764705866,24.85647058823528,22.708705882352948,49,51
2,고베규카츠 건대점,44.3990588235294,52.13364705882352,31.189882352941183,26.721411764705866,24.85647058823528,22.708705882352948,49,51
3,고쿠텐 건대입구역점,35.72564705882353,49.62282352941176,31.330117647058813,25.215764705882354,21.248705882352944,21.758823529411757,50,50
4,고흥순대국머리고기,25.00000000000001,90.59299999999995,87.02949999999994,82.32349999999997,67.75599999999996,75.039,40,60
5,기류,16.6845714285714,35.29257142857139,19.56571428571425,12.766857142857127,6.136571428571396,3.2768571428571294,54,46
6,깍뚝,11.764705882352951,48.55364705882352,35.47764705882353,27.70447058823528,18.691999999999993,11.764705882352951,48,52
7,냥토피아 카페앤샵,46.48235294117647,50.220705882352945,26.188470588235287,23.89176470588234,18.501882352941163,11.764705882352951,59,41
8,대구안지랑곱창막창 건대점,11.764705882352951,47.35694117647058,37.26164705882353,31.692941176470583,24.078588235294124,11.764705882352951,49,51
9,도키도키,11.764705882352951,48.80870588235293,34.96423529411764,23.73152941176471,17.223999999999997,11.764705882352951,47,53
10,등촌샤브칼국수 자양점,25.00000000000001,97.76599999999999,75.5405,59.443999999999974,52.661500000000004,25.00000000000001,55,45
11,디슬로,11.764705882352951,50.218588235294106,28.533647058823536,13.62305882352941,11.764705882352951,11.764705882352951,56,44
12,라그랑우스,44.814999999999976,96.27899999999997,85.66299999999995,72.481,51.00999999999998,25.00000000000001,63,37
13,마실리아,16.66666666666668,75.58399999999997,38.79666666666666,27.11099999999999,24.039333333333335,16.66666666666668,48,52
14,매드포갈릭 건대스타시티점,25.00000000000001,89.28249999999996,89.74449999999997,84.36849999999998,65.12699999999997,58.51099999999996,54,46
15,메종드쁘띠푸르 커먼그라운드점,74.72299999999996,99.78599999999996,82.2435,73.40899999999998,58.80549999999999,25.00000000000001,59,41
16,미도인 건대,44.55011764705882,51.8345882352941,33.27694117647057,31.152470588235293,28.52352941176471,11.764705882352951,53,47
17,반둥식당,16.66666666666668,75.58399999999997,38.79666666666666,27.11099999999999,24.039333333333335,16.66666666666668,48,52
18,발빠닭 건대점,11.764705882352951,50.218588235294106,28.533647058823536,13.62305882352941,11.764705882352951,11.764705882352951,56,44
19,북카페세모,11.764705882352951,49.990352941176454,35.010352941176464,23.538588235294114,16.163294117647066,11.764705882352951,57,43
20,샤오당쟈마라탕 건대점,47.844235294117645,45.92211764705883,34.04941176470588,27.362588235294123,22.887294117647055,11.764705882352951,53,47
21,설레임삼겹살,11.764705882352951,48.125411764705866,33.45764705882351,26.120941176470573,21.63294117647059,11.764705882352951,45,55
22,스파이스드 SPICED,25.00000000000001,99.55299999999997,76.70199999999997,50.89149999999996,42.18549999999997,25.00000000000001,62,38
23,쑤담샤브샤브,16.6845714285714,35.29257142857139,19.56571428571425,12.766857142857127,6.136571428571396,3.2768571428571294,54,46
