,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,1984,32.241666666666646,75.17933333333333,59.914333333333325,50.06499999999998,42.67666666666665,37.263000000000005,45,55
1,가든 포에트,11.764705882352951,49.78517647058822,42.202823529411766,37.74352941176471,17.716941176470574,11.312000000000001,61,39
2,교동집,23.83270588235293,48.5284705882353,39.99058823529411,34.016470588235286,27.271529411764707,20.249176470588232,53,47
3,긴자료코 본점,39.96399999999999,48.65599999999999,36.95952941176471,28.713882352941166,22.639294117647054,16.36282352941176,50,50
4,뉴오더클럽 연남,63.14833333333332,91.69133333333333,50.96699999999997,33.30999999999998,29.002000000000006,22.697,59,41
5,닝교초식당 홍대점,46.914588235294104,49.40564705882352,30.95670588235293,26.437647058823533,20.49270588235294,11.764705882352951,55,45
6,달콤한거짓말,42.85482352941175,50.719999999999985,38.39011764705882,33.24894117647058,23.414823529411755,16.399058823529405,59,41
7,더피자보이즈 홍대입구역점,63.917999999999985,78.36566666666666,45.103,26.621333333333347,21.03433333333334,21.667333333333332,55,45
8,들풀한상,25.00000000000001,92.59949999999996,87.54149999999996,85.90399999999995,89.79299999999998,85.25649999999997,53,47
9,또보겠지떡볶이집 호호시스터점,40.853647058823526,52.407058823529404,43.75670588235293,34.943529411764715,20.688,13.925647058823532,62,38
10,락희돈,25.00000000000001,97.44399999999995,85.40599999999995,70.26349999999995,53.913999999999994,25.00000000000001,45,55
11,마포곱창타운,14.7182857142857,37.52342857142854,21.942571428571416,15.010571428571415,8.226285714285694,3.9034285714285577,51,49
12,막걸리싸롱,45.311999999999976,78.40433333333333,45.88099999999998,41.441333333333326,38.99333333333332,32.09799999999999,51,49
13,모파상,40.629882352941166,51.17458823529412,36.18141176470588,27.082352941176463,18.74517647058824,11.764705882352951,63,37
14,몽주방,55.11999999999998,78.59966666666665,51.272666666666666,36.345333333333336,27.962000000000003,23.265000000000015,53,47
15,사쿠라테이엔 합정점,32.241666666666646,75.17933333333333,59.914333333333325,50.06499999999998,42.67666666666665,37.263000000000005,45,55
16,스미비부타동,37.57811764705883,51.077411764705886,35.49788235294116,27.98258823529411,20.879058823529416,11.764705882352951,48,52
17,슬로우타코,31.191764705882356,51.9675294117647,37.44494117647058,25.452705882352937,18.573411764705888,11.764705882352951,55,45
18,식스티즈,82.20100000000001,99.84399999999995,74.50549999999998,67.66699999999996,52.984999999999985,46.512499999999996,48,52
19,심야식당 하스,11.764705882352951,52.47529411764705,40.794352941176456,23.482117647058814,16.909647058823523,14.56776470588235,49,51
20,에일크루,25.00000000000001,99.16949999999999,84.84249999999996,76.89449999999995,55.00549999999996,25.00000000000001,52,48
21,연교,10.295142857142821,40.45714285714285,23.684857142857112,14.898285714285675,9.91285714285712,3.758857142857128,55,45
22,연남주막1987,39.31333333333335,77.78166666666667,53.581333333333326,46.131666666666675,38.82,31.321666666666648,51,49
23,오리지널시카고피자 홍대본점,73.91249999999997,99.19999999999997,78.79149999999998,77.30399999999996,60.39049999999999,25.00000000000001,54,46
24,오버트 합정,18.701411764705885,50.62988235294116,39.39764705882353,23.339529411764698,11.076705882352941,11.764705882352951,60,40
25,오비야,43.24799999999996,98.60699999999991,58.937999999999946,32.43899999999989,17.736999999999895,16.73799999999992,53,47
26,오이지 연남,61.231666666666676,77.85633333333332,50.82133333333334,42.07900000000001,37.64466666666665,29.724999999999994,58,42
27,우마담,20.17466666666667,76.0073333333333,62.41,36.86199999999998,28.315000000000012,21.927666666666674,48,52
28,이름없는파스타 연남점,42.40894117647059,48.76541176470588,33.59576470588234,27.905176470588223,21.41011764705882,21.11294117647058,59,41
29,제스티살룬 연남,42.69099999999999,79.09899999999999,60.45233333333332,47.23766666666665,35.43766666666666,26.371666666666677,57,43
30,진저피그,39.2075294117647,52.82117647058823,37.92447058823528,32.035529411764706,24.452941176470596,20.564941176470576,44,56
31,철길왕갈비살,25.00000000000001,79.20399999999998,91.99549999999998,98.88749999999999,72.15700000000001,65.04849999999999,46,54
32,청년닭발1987,55.98966666666667,75.76799999999997,49.28266666666665,41.64233333333333,32.263,24.331666666666674,54,46
33,츠케루,69.348,98.60949999999998,87.04749999999997,64.6665,41.259499999999996,35.00199999999997,47,53
34,카와카츠 합정점,28.833647058823512,50.708470588235286,40.22611764705883,26.991294117647048,21.63811764705882,22.48494117647059,44,56
35,카타코토카페,11.764705882352951,51.244705882352946,36.56094117647057,29.914352941176475,18.067529411764717,11.764705882352951,51,49
36,카페 예능,50.11270588235295,50.69858823529412,25.796705882352928,17.525647058823527,10.936705882352939,11.764705882352951,68,32
37,커피리브레 연남점,25.00000000000001,96.05449999999995,91.26999999999998,84.94499999999996,71.70449999999998,65.96999999999996,54,46
38,키움초밥,21.420285714285686,38.60685714285712,14.635999999999969,10.708285714285696,7.684285714285684,3.333714285714257,48,52
39,키친485,21.469714285714254,32.693428571428555,20.77342857142856,16.11514285714282,10.660857142857123,3.6519999999999886,53,47
40,트래블메이커,37.51223529411764,52.089411764705886,41.0950588235294,37.99411764705883,28.451764705882354,21.241411764705887,55,45
41,평안도 상원냉면,25.00000000000001,86.84949999999999,88.05699999999996,83.66799999999999,75.929,84.95899999999997,38,62
42,핏제리아오 합정역점,39.65299999999995,82.17999999999994,65.50499999999994,56.553999999999895,42.796999999999876,39.11699999999997,55,45
43,하연옥 마포점,45.79299999999996,95.08899999999994,91.60099999999996,88.73499999999997,81.95799999999996,78.84400000000001,49,51
44,합정조이떡볶이,37.40164705882353,48.15270588235293,42.07835294117647,35.25623529411766,22.834588235294113,15.043294117647068,60,40
45,헤이죠지,61.243666666666655,81.00633333333332,49.322666666666656,35.82033333333334,35.314999999999976,21.043333333333337,64,36
46,혼가츠,47.33717647058823,50.98470588235294,34.97199999999999,32.62611764705883,25.426352941176468,21.017647058823524,48,52
