,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,972Bar,47.798333333333346,81.89566666666666,34.08066666666668,23.921666666666653,22.56766666666665,16.66666666666668,50,50
1,daughter,60.97899999999999,82.76933333333332,52.14033333333333,38.465999999999994,29.842999999999986,21.163000000000004,64,36
2,감성타코 건대점,58.62,76.10766666666667,51.874666666666656,45.26266666666667,34.98233333333333,26.636999999999983,53,47
3,경성양육관,23.25882352941176,49.53458823529411,41.46258823529412,38.19317647058824,29.227999999999987,25.8915294117647,46,54
4,고기굽는놈,6.938571428571398,36.797714285714264,20.24771428571426,14.838285714285693,6.939714285714256,4.928857142857116,42,58
5,꾸아 건대점,18.15741176470589,48.463294117647045,39.954117647058816,36.527294117647045,28.82023529411764,22.703529411764695,52,48
6,남한강민물매운탕,25.00000000000001,75.08099999999999,86.24949999999994,92.28899999999997,88.53649999999999,93.86199999999997,43,57
7,냥토피아 카페앤샵,46.48235294117647,50.220705882352945,26.188470588235287,23.89176470588234,18.501882352941163,11.764705882352951,59,41
8,느린마을양조장 건대점,11.764705882352951,47.5950588235294,36.96564705882353,31.265882352941173,25.66329411764705,11.764705882352951,49,51
9,더 클래식 500 라구뜨,22.022352941176464,40.88305882352942,45.568705882352944,49.27223529411764,45.47976470588236,44.67952941176469,51,49
10,도쿄빙수 건대점,69.93400000000001,78.586,43.595000000000006,36.883666666666684,27.884666666666664,19.957333333333345,57,43
11,라화쿵부 건대점,37.29085714285712,32.11799999999997,11.217142857142846,17.64599999999999,14.176571428571414,14.89199999999997,54,46
12,로니로티 건대점,66.5163333333333,86.9583333333333,53.17633333333332,50.7203333333333,47.30233333333331,33.94466666666663,50,50
13,릴리베이커리,54.28099999999998,77.94666666666667,56.88966666666665,50.07733333333334,40.39033333333334,29.742000000000008,62,38
14,마당족발,11.764705882352951,49.82023529411765,40.49670588235294,35.56117647058824,28.982588235294106,24.3049411764706,47,53
15,마초쉐프 건대점,45.90649999999997,77.64799999999997,37.41749999999994,41.95149999999999,42.37249999999999,23.378499999999974,49,51
16,매운향솥 마라탕 마라샹궈,50.91699999999998,75.82633333333332,54.395,44.14399999999999,36.24466666666666,32.42233333333333,54,46
17,명봉반점,25.785411764705863,47.96282352941174,39.73835294117646,36.31599999999998,29.88094117647058,28.183529411764685,48,52
18,모츠커피,43.336666666666645,79.50233333333333,58.25433333333333,42.223000000000006,35.089333333333336,23.961666666666655,59,41
19,미분당,26.667764705882362,48.825176470588225,39.96000000000001,33.51552941176471,22.04399999999999,11.764705882352951,54,46
20,민벅 건대본점,44.304941176470585,51.58847058823528,34.38658823529412,31.42352941176469,26.823764705882354,22.2195294117647,51,49
21,백소정 건대본점,47.82649999999995,78.79499999999997,32.15799999999997,26.62849999999995,19.552999999999937,9.664499999999968,51,49
22,봉자마라탕,35.08070588235293,49.85058823529409,40.197176470588225,31.275294117647046,26.221411764705866,23.695058823529394,43,57
23,비에이치테이블,45.909000000000006,78.46299999999997,60.11133333333333,51.83166666666668,42.891999999999996,30.175333333333327,63,37
24,뽕사부,13.781714285714273,30.06885714285712,20.35314285714285,19.56399999999998,13.518857142857119,9.865142857142827,46,54
25,샤오당쟈마라탕 건대점,47.844235294117645,45.92211764705883,34.04941176470588,27.362588235294123,22.887294117647055,11.764705882352951,53,47
26,서북면옥,15.940470588235293,40.772000000000006,47.27176470588235,45.84447058823529,42.09082352941176,45.135999999999996,43,57
27,성수완당 본점,14.675714285714253,33.15714285714282,18.740571428571393,14.315999999999965,8.504571428571417,7.810857142857104,51,49
28,세븐돈까스,47.44,52.768941176470584,30.30282352941176,22.023294117647055,15.835764705882344,12.106352941176482,59,41
29,송림식당,25.00000000000001,87.36299999999999,92.15599999999998,93.53949999999996,81.38949999999998,78.13099999999999,41,59
30,송화산시도삭면,7.192499999999937,76.38649999999998,56.36899999999996,53.295499999999954,53.40949999999995,27.47599999999995,50,50
31,송화산시도삭면 2호점,38.13999999999999,99.13149999999995,92.66099999999996,84.78849999999996,75.39349999999997,64.06599999999999,51,49
32,송화양꼬치,17.859764705882345,50.07435294117647,41.92588235294118,36.86141176470589,31.208000000000002,25.582117647058833,46,54
33,심야식당 후타리,16.66666666666668,87.90666666666664,56.18599999999999,38.196000000000005,28.962999999999994,21.79466666666666,48,52
34,아오스요거트,58.36800000000001,75.93233333333333,42.479333333333344,25.882666666666683,23.23733333333333,16.66666666666668,69,31
35,아찌떡볶이,66.92749999999995,95.61199999999994,91.51199999999994,93.01499999999999,62.921999999999954,40.42400000000001,57,43
36,에스프레소바 투또톤토,11.764705882352951,48.25788235294116,33.21717647058823,28.654352941176477,18.14023529411766,11.764705882352951,60,40
37,오마카세 오사이초밥 건대본점,32.39549999999997,97.68399999999995,47.89299999999997,31.70049999999997,32.87049999999997,20.436499999999974,45,55
38,오봉집 건대점,31.683499999999963,98.25049999999999,87.20399999999997,84.68849999999996,69.71349999999997,64.63249999999996,48,52
39,오우,32.04566666666667,77.03233333333333,46.67966666666667,28.70066666666667,26.065999999999995,20.204666666666647,62,38
40,오코노미야키식당하나,42.923,82.69966666666664,57.052666666666674,34.96899999999998,22.816666666666666,19.360333333333347,52,48
41,옥루몽 어린이대공원점,60.97899999999999,82.76933333333332,52.14033333333333,38.465999999999994,29.842999999999986,21.163000000000004,64,36
42,요비,16.66666666666668,75.00366666666665,51.43766666666667,35.57266666666665,28.76133333333334,24.632333333333325,46,54
43,장미술상 건대점,16.66666666666668,91.62399999999998,56.269999999999996,39.606666666666676,29.784999999999982,16.66666666666668,46,54
44,조용한주택,36.09741176470589,52.76541176470588,35.823294117647045,22.098823529411764,16.648470588235302,11.764705882352951,57,43
45,카페 그자체 베이커리,62.981333333333325,77.18499999999997,49.394999999999996,35.83766666666665,27.61366666666668,17.571666666666648,62,38
46,카페 아르무아,47.44,52.768941176470584,30.30282352941176,22.023294117647055,15.835764705882344,12.106352941176482,59,41
47,페스타마레 건대본점,41.585411764705846,51.94141176470587,36.97670588235293,33.48964705882351,29.577176470588217,23.9301176470588,52,48
48,포비,46.17533333333334,78.67166666666665,49.652666666666676,31.26133333333332,23.32599999999999,19.465666666666674,53,47
49,하루,47.44,52.768941176470584,30.30282352941176,22.023294117647055,15.835764705882344,12.106352941176482,59,41
50,하이디라오 건대지점,66.82833333333333,75.366,50.70433333333334,41.35866666666665,35.50799999999998,29.261333333333322,60,40
51,함흥본가면옥,36.90500000000001,80.06899999999997,90.41949999999996,92.35549999999995,88.16299999999995,89.07499999999999,50,50
52,호야초밥참치 본점,10.205428571428557,42.20828571428569,24.044857142857122,13.404285714285693,9.842857142857106,4.786857142857125,45,55
53,화기애애 건대본점,37.91066666666668,79.70499999999998,58.49133333333333,46.161333333333346,38.22866666666664,32.33266666666667,42,58
