name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
MIXX LOUNGE BAR,16.66666667,75.00533333,45.36666667,30.27433333,22.27166667,16.66666667,47,53
WALPA,29.34941176,51.31647059,32.09411765,24.99317647,18.79105882,11.76470588,49,51
강경수참치,29.34941176,51.31647059,32.09411765,24.99317647,18.79105882,11.76470588,49,51
건대연어덮밥,42.06658824,51.06588235,28.98823529,19.89270588,16.224,11.76470588,52,48
고향산천 원조 숯불닭갈비,25,96.799,78.836,69.275,56.5955,25,47,53
굽네치킨 구의1동점,25,91.211,86.917,76.431,51.637,25,53,47
끼니공방 건대,41.236,51.22258824,32.41623529,22.73882353,23.472,11.76470588,49,51
난바다스시,33.44282353,48.63482353,37.55976471,36.21552941,27.15670588,23.27317647,46,54
노룬산분식,11.76470588,47.37647059,31.72141176,20.54329412,11.76470588,11.76470588,53,47
다원식당,25,86.0425,81.0875,83.0345,81.2555,88.9995,50,50
대곱창 건대점,11.76470588,47.60070588,36.23105882,28.44494118,23.50541176,11.76470588,50,50
대동집 건대점,25,86.0425,81.0875,83.0345,81.2555,88.9995,50,50
라좡,25,99.191,73.394,64.5845,44.7635,25,47,53
롤링파스타 건대지점,25,97.244,65.889,60.087,25,25,56,44
바나바나,83.2015,98.605,75.7095,75.2365,58.2295,25,55,45
복만루,77.3245,94.5375,78.388,72.609,63.173,25,49,51
새마을39운동포차,54.3845,90.409,84.426,82.1805,71.0735,70.4055,45,55
새맛식당,25,87.6415,89.755,78.87,66.584,25,42,58
서울230,11.76470588,52.24658824,30.81458824,17.37341176,14.57341176,11.76470588,49,51
선남sea,25,74.652,83.6475,90.5365,85.4595,86.122,47,53
선명,25,96.799,78.836,69.275,56.5955,25,47,53
설빙 건대지점,43.35505882,48.44611765,27.85152941,24.61223529,19.28329412,11.76470588,59,41
순곱이네 건대점,11.76470588,49.208,35.96611765,22.12164706,16.68023529,11.76470588,51,49
아무술집 건대점,11.76470588,52.24658824,30.81458824,17.37341176,14.57341176,11.76470588,49,51
알촌 건국대점,11.76470588,47.37647059,31.72141176,20.54329412,11.76470588,11.76470588,53,47
양밍위 황먼지 미판 건대본점,11.76470588,48.90352941,35.39388235,24.27741176,18.38188235,11.76470588,50,50
에스프레소 바 시 자양점,25,91.211,86.917,76.431,51.637,25,53,47
연길왕꼬치 건대점,54.3845,90.409,84.426,82.1805,71.0735,70.4055,45,55
오감만족,25,93.895,88.0755,74.681,50.155,25,48,52
온달집 건대점,28.29176471,51.23129412,35.66117647,32.87105882,26.29388235,22.37082353,50,50
이름없는파스타 건대점,11.76470588,47.25482353,29.32,26.53176471,11.76470588,11.76470588,56,44
일광,25,86.0425,81.0875,83.0345,81.2555,88.9995,50,50
재즈라운지,11.76470588,48.57976471,37.68682353,26.16517647,16.96047059,11.76470588,51,49
조선주막,25,93.895,88.0755,74.681,50.155,25,48,52
준성이네,25,86.507,92.81,79.978,54.47,25,51,49
찜집,25,84.296,86.905,89.4115,80.5755,77.7625,50,50
천향마라탕,43.35505882,48.44611765,27.85152941,24.61223529,19.28329412,11.76470588,59,41
초밥짓는원숭이본점,11.76470588,52.24658824,30.81458824,17.37341176,14.57341176,11.76470588,49,51
춘리마라탕 구의점,48.86870588,45.25905882,31.62329412,31.91011765,22.38070588,11.76470588,60,40
춘천집,29.34941176,51.31647059,32.09411765,24.99317647,18.79105882,11.76470588,49,51
카페704호,39.91905882,47.91223529,34.59552941,29.21011765,22.58141176,11.76470588,61,39
콩불 건대점,11.76470588,47.43411765,34.21035294,25.61058824,11.76470588,11.76470588,55,45
트리안 건대점,39.91905882,47.91223529,34.59552941,29.21011765,22.58141176,11.76470588,61,39
포인트,43.55858824,49.95058824,27.55458824,17.00517647,11.76470588,11.76470588,58,42
푸른술집할라 건대점,25,91.211,86.917,76.431,51.637,25,53,47
푸오커스,25,87.8305,82.207,74.815,64.6965,25,54,46
함루 건대점,25,86.0425,81.0875,83.0345,81.2555,88.9995,50,50
해남닭집,33.44282353,48.63482353,37.55976471,36.21552941,27.15670588,23.27317647,46,54
환이네갈비살 본점,25,86.0425,81.0875,83.0345,81.2555,88.9995,50,50
