,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,Bowl Room,46.208999999999975,76.25800000000001,56.90399999999999,35.177333333333316,27.015000000000004,22.413000000000014,68,32
1,UPPERWEST,25.00000000000001,96.55599999999994,89.55749999999998,75.0405,55.065499999999965,25.00000000000001,59,41
2,김북순큰남비집 신사본점,10.257999999999882,83.7499999999999,77.22599999999993,68.15099999999997,41.18599999999996,25.0379999999999,50,50
3,나따오비까 신사점,70.75449999999995,99.79599999999996,86.08049999999997,75.96449999999996,60.76849999999996,51.62699999999993,60,40
4,노모어피자,36.82729411764705,49.91976470588234,39.48611764705881,29.244941176470597,23.040235294117654,11.764705882352951,56,44
5,당옥,6.513999999999973,29.15285714285711,20.686285714285706,12.532857142857123,8.87599999999998,11.163714285714262,50,50
6,대봉집 신사본점,28.305882352941165,49.804,41.93694117647057,34.00658823529411,24.10799999999999,17.985647058823538,49,51
7,더페이머스버거 신사점,62.25666666666666,78.577,55.14433333333334,42.98033333333332,31.149666666666665,24.25533333333333,52,48
8,더플레이트디저트,59.30049999999996,94.20799999999998,87.59749999999997,74.42549999999996,59.295499999999976,43.721,59,41
9,딩딤1968,25.00000000000001,96.62449999999997,88.15549999999996,75.54949999999997,66.31899999999999,61.61049999999999,53,47
10,랜디스도넛 가로수길점,67.86899999999999,94.60566666666665,65.75299999999997,59.219333333333324,46.125,28.82533333333333,62,38
11,리마크스,11.764705882352951,47.72870588235293,43.05482352941176,36.14117647058822,25.820470588235285,11.764705882352951,64,36
12,뮤즈온,16.66666666666668,77.97433333333332,50.198,35.17200000000001,30.23866666666667,22.85933333333334,53,47
13,뮤지드아트,38.396470588235296,48.053647058823515,35.43999999999999,28.00517647058822,20.660000000000004,22.40117647058823,59,41
14,미우,23.130823529411764,51.1964705882353,47.3905882352941,36.698117647058815,28.278117647058824,25.22094117647058,35,65
15,바빌리안테이블,11.774857142857119,35.28428571428569,24.749142857142818,12.381714285714267,7.03742857142856,5.113999999999968,47,53
16,사브서울,11.764705882352951,50.78541176470587,52.853176470588224,38.913882352941165,29.884470588235303,23.928470588235292,57,43
17,선셋스위밍 샌드위치,25.00000000000001,98.40549999999995,87.30749999999995,69.157,51.49249999999997,39.2345,65,35
18,스몰디쉬빅쇼,11.764705882352951,48.69270588235294,40.7670588235294,31.9884705882353,24.16400000000001,11.764705882352951,58,42
19,스시선수,25.00000000000001,92.32699999999996,95.18449999999997,79.11049999999994,69.014,73.53549999999996,50,50
20,스시츠바사,26.21600000000001,76.13033333333333,60.42633333333332,37.32899999999998,32.10433333333332,27.651333333333323,47,53
21,시추안하우스 압구정점,25.00000000000001,80.94449999999995,91.69949999999996,87.18499999999997,81.51699999999998,85.32199999999997,52,48
22,식물학,36.08470588235295,49.766823529411745,35.92917647058824,25.686352941176473,20.765411764705885,11.764705882352951,58,42
23,신사 모소리,26.33270588235293,47.348705882352924,42.0649411764706,32.08117647058825,22.58447058823528,11.764705882352951,48,52
24,신사숙녀,16.66666666666668,77.49199999999999,51.224333333333306,33.195666666666654,30.267666666666653,16.66666666666668,53,47
25,심양 청담본점,20.363058823529418,47.93294117647058,45.88329411764705,38.13176470588234,25.235058823529418,23.549647058823528,49,51
26,아가젤라또,47.7409411764706,49.89129411764704,36.21388235294116,30.491764705882346,22.179294117647046,17.752235294117654,63,37
27,아우어베이커리 도산본점,33.86611764705883,48.898352941176455,41.35058823529412,33.53317647058823,25.02258823529413,20.156235294117636,62,38
28,어물전 청 도산공원점,5.944470588235283,45.52211764705882,48.97082352941177,40.2545882352941,29.06376470588235,24.31223529411763,53,47
29,에이커스,38.735529411764716,51.58870588235294,36.60117647058823,25.13858823529412,17.37270588235293,13.587058823529421,64,36
30,오엔,54.16133333333332,79.14133333333331,59.137666666666675,39.067666666666646,34.627999999999986,32.95333333333331,51,49
31,우돈청,56.65199999999996,99.88349999999998,90.75649999999999,70.92099999999999,49.2865,47.87899999999999,50,50
32,우시야 본점,23.86099999999998,77.91566666666667,66.66066666666666,49.140666666666675,38.779999999999994,34.51,42,58
33,을지다락 가로수길,45.70282352941176,50.888705882352944,37.26282352941177,34.78494117647058,28.864941176470587,23.365176470588235,57,43
34,이치에,25.00000000000001,99.02649999999998,99.58149999999996,76.51999999999995,55.471499999999985,51.17149999999996,49,51
35,잠수교집 5호점,51.68399999999996,93.53549999999996,98.09499999999996,96.43949999999998,66.84349999999995,52.52899999999995,53,47
36,정돈프리미엄 신사점,28.876470588235286,50.27317647058823,43.37411764705881,32.12729411764706,25.684470588235293,22.041882352941183,45,55
37,천미미,25.00000000000001,71.5275,89.37699999999995,89.51149999999998,82.73799999999996,77.68449999999997,43,57
38,청수당갤러리,42.92541176470587,50.2915294117647,38.07623529411763,31.451058823529404,25.489176470588237,18.46470588235293,59,41
39,카페 마당,11.733428571428563,29.66542857142856,27.519142857142825,18.167999999999964,7.595714285714246,4.241142857142817,63,37
40,카페 아뮈제 도산,36.03082352941175,49.4865882352941,40.92141176470585,36.74870588235294,29.117882352941166,25.078823529411753,63,37
41,크라운돼지,25.00000000000001,90.04899999999995,89.93749999999997,82.17549999999999,64.817,62.138499999999965,41,59
42,타코앤칠리,25.00000000000001,99.74099999999999,88.61149999999998,76.21899999999997,52.801499999999976,25.00000000000001,54,46
43,텔러스 9.5,32.26164705882353,52.463764705882355,41.86447058823528,29.574117647058813,21.208941176470596,14.543764705882339,54,46
44,파시0914,11.733428571428563,29.66542857142856,27.519142857142825,18.167999999999964,7.595714285714246,4.241142857142817,63,37
45,프레임,11.764705882352951,48.0955294117647,35.72094117647058,20.544941176470573,20.42305882352942,11.764705882352951,52,48
46,플르서라구뜨,56.65199999999996,99.88349999999998,90.75649999999999,70.92099999999999,49.2865,47.87899999999999,50,50
47,플링크 압구정,25.00000000000001,92.49249999999995,90.79749999999994,85.09549999999996,73.52299999999998,56.74749999999998,61,39
48,핀치브런치바,28.429882352941178,52.69741176470589,42.09247058823528,34.08682352941177,28.42494117647058,23.350588235294115,70,30
49,형훈 텐동,33.69811764705883,51.416,39.53247058823528,29.6950588235294,23.799294117647054,19.494823529411754,50,50
