,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,Just Steak,21.156705882352938,50.677647058823524,45.97223529411763,37.412705882352945,31.891058823529413,29.09294117647059,47,53
1,Lu307 이자카야,11.764705882352951,49.779058823529404,40.86047058823527,28.42164705882353,21.850352941176457,16.229647058823538,49,51
2,PEACH,23.45458823529413,52.55247058823529,47.6065882352941,35.89905882352941,24.064470588235288,20.99835294117646,64,36
3,감성타코 가로수길점,41.25670588235293,49.669647058823514,35.75623529411764,33.35011764705882,25.699058823529413,11.764705882352951,54,46
4,갓포 히미츠 X 뱅가드 하이파이 뮤직 라운지,8.053428571428562,40.07028571428568,29.091999999999963,18.611999999999977,5.1002857142857,3.9588571428571058,33,67
5,갓포아키 도산공원점,28.43317647058823,48.896941176470584,36.905176470588216,23.907999999999983,17.513411764705893,11.764705882352951,53,47
6,고트델리 압구정,18.19105882352942,50.83952941176471,44.17694117647059,34.32329411764704,25.265882352941183,21.686117647058815,62,38
7,골드피쉬 딤섬퀴진,38.960499999999996,98.106,94.00449999999995,81.8575,86.08449999999998,83.13499999999999,55,45
8,그랑씨엘,62.29299999999994,97.94799999999995,94.77699999999997,77.44749999999996,55.91749999999996,50.63449999999998,58,42
9,길버트버거앤프라이즈,31.400941176470575,48.588705882352926,39.50117647058824,34.59552941176471,27.75976470588234,11.764705882352951,50,50
10,네기다이닝라운지,25.00000000000001,95.70749999999997,99.73349999999994,83.24049999999997,65.66300000000001,56.526499999999956,51,49
11,도쿄등심 압구정점,24.142352941176433,50.308941176470576,47.28541176470586,39.82564705882352,33.736705882352915,28.751058823529384,51,49
12,듀자미,38.26141176470587,50.67223529411765,40.06117647058822,32.93505882352942,23.5875294117647,18.040235294117657,59,41
13,디크루즈,25.00000000000001,96.03799999999998,91.41549999999995,70.33599999999998,47.468999999999966,34.16649999999998,49,51
14,레브,28.43317647058823,48.896941176470584,36.905176470588216,23.907999999999983,17.513411764705893,11.764705882352951,53,47
15,롸카두들 내쉬빌 핫치킨 압구정,25.930588235294117,49.98352941176471,42.9795294117647,30.313647058823523,22.25623529411765,11.764705882352951,48,52
16,마르르 본점,40.94564705882353,48.91435294117647,37.481411764705875,28.659764705882356,17.56588235294118,12.14658823529411,61,39
17,마이쏭,23.972941176470567,49.16799999999999,45.17670588235292,40.26282352941173,30.895529411764695,23.601411764705862,64,36
