name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
그동네떡볶이|"44.00752941176469%_10|"|"47.705647058823516%_20|"|"35.924941176470575%_30|"|"27.774352941176456%_40|"|"18.625176470588244%_50|"|"11.764705882352951%_60|"|여자_60%|남자_40%
고시고시|"31.555058823529414%_10|"|"51.817647058823525%_20|"|"37.85835294117646%_30|"|"27.852470588235278%_40|"|"24.54423529411764%_50|"|"11.764705882352951%_60|"|여자_57%|남자_43%
돼지명가|"37.85223529411765%_10|"|"48.61670588235295%_20|"|"36.656235294117636%_30|"|"27.748941176470577%_40|"|"23.50494117647058%_50|"|"11.764705882352951%_60|"|여자_49%|남자_51%
연남어부|"11.764705882352951%_10|"|"50.10752941176469%_20|"|"39.464235294117636%_30|"|"33.42917647058824%_40|"|"28.67294117647058%_50|"|"24.184000000000008%_60|"|여자_49%|남자_51%
더다이닝랩|"25.59764705882354%_10|"|"48.069176470588225%_20|"|"41.78470588235294%_30|"|"27.916941176470573%_40|"|"21.37223529411765%_50|"|"11.764705882352951%_60|"|여자_50%|남자_50%
젤라띠젤라띠|"41.52305882352941%_10|"|"51.407058823529404%_20|"|"39.90399999999999%_30|"|"32.53176470588236%_40|"|"24.07929411764706%_50|"|"21.156235294117657%_60|"|여자_56%|남자_44%
홍대원조통골뱅이|"25.00000000000001%_10|"|"83.43949999999997%_20|"|"82.18599999999996%_30|"|"91.22349999999997%_40|"|"49.37999999999996%_50|"|"25.00000000000001%_60|"|여자_46%|남자_54%
육몽 홍대본점|"54.35966666666665%_10|"|"76.173%_20|"|"53.06733333333331%_30|"|"46.40599999999998%_40|"|"39.89166666666665%_50|"|"33.25666666666667%_60|"|여자_46%|남자_54%
블랑누아|"11.764705882352951%_10|"|"47.578352941176476%_20|"|"38.647999999999996%_30|"|"28.12870588235293%_40|"|"18.239294117647045%_50|"|"11.764705882352951%_60|"|여자_56%|남자_44%
참치가|"25.00000000000001%_10|"|"85.55849999999995%_20|"|"83.29950000000001%_30|"|"79.70849999999999%_40|"|"72.989%_50|"|"25.00000000000001%_60|"|여자_42%|남자_58%
더피자보이즈 합정본점|"40.08870588235294%_10|"|"52.34211764705883%_20|"|"34.66541176470589%_30|"|"22.202117647058813%_40|"|"15.326117647058815%_50|"|"11.764705882352951%_60|"|여자_52%|남자_48%
지로우 라멘|"45.219294117647046%_10|"|"51.83764705882352%_20|"|"36.03341176470588%_30|"|"23.197647058823517%_40|"|"15.52188235294118%_50|"|"13.36023529411764%_60|"|여자_48%|남자_52%
13-Jul|"36.230117647058805%_10|"|"51.170117647058824%_20|"|"39.434823529411766%_30|"|"23.215999999999994%_40|"|"27.25529411764706%_50|"|"14.542117647058813%_60|"|여자_52%|남자_48%
저스트단비 홍대점|"33.58964705882352%_10|"|"47.33717647058823%_20|"|"29.9209411764706%_30|"|"26.75294117647059%_40|"|"12.438352941176467%_50|"|"11.764705882352951%_60|"|여자_63%|남자_37%
너구리베이글 합정점|"33.58964705882352%_10|"|"47.33717647058823%_20|"|"29.9209411764706%_30|"|"26.75294117647059%_40|"|"12.438352941176467%_50|"|"11.764705882352951%_60|"|여자_63%|남자_37%
광명대창집 홍대점|"25.13811764705881%_10|"|"50.15247058823529%_20|"|"37.258823529411764%_30|"|"29.281882352941174%_40|"|"22.709882352941165%_50|"|"13.558823529411773%_60|"|여자_49%|남자_51%
도 도넛|"42.27976470588234%_10|"|"51.39458823529412%_20|"|"34.10611764705883%_30|"|"24.229411764705887%_40|"|"15.496705882352927%_50|"|"15.459764705882348%_60|"|여자_63%|남자_37%
미티|"11.764705882352951%_10|"|"48.46894117647058%_20|"|"42.10941176470589%_30|"|"19.499294117647047%_40|"|"9.963294117647068%_50|"|"11.764705882352951%_60|"|여자_49%|남자_51%
이가산시도삭면|"25.00000000000001%_10|"|"84.58249999999997%_20|"|"82.255%_30|"|"81.62499999999999%_40|"|"61.97599999999996%_50|"|"57.165999999999976%_60|"|여자_49%|남자_51%
마가렛리버|"31.523294117647065%_10|"|"49.950117647058825%_20|"|"39.422117647058826%_30|"|"27.284470588235298%_40|"|"19.64988235294118%_50|"|"11.764705882352951%_60|"|여자_61%|남자_39%
마레스타|"43.41317647058822%_10|"|"47.51317647058823%_20|"|"38.31576470588236%_30|"|"32.062823529411766%_40|"|"24.806823529411762%_50|"|"11.764705882352951%_60|"|여자_55%|남자_45%
홍콩포차|"11.764705882352951%_10|"|"50.72988235294116%_20|"|"25.551529411764694%_30|"|"23.428705882352936%_40|"|"11.345411764705878%_50|"|"11.764705882352951%_60|"|여자_52%|남자_48%
팔로피자|"32.86494117647057%_10|"|"47.76988235294117%_20|"|"40.547529411764685%_30|"|"30.762588235294096%_40|"|"24.928235294117616%_50|"|"24.845882352941153%_60|"|여자_51%|남자_49%
계담다|"11.764705882352951%_10|"|"52.335999999999984%_20|"|"40.336%_30|"|"32.40870588235294%_40|"|"25.81341176470588%_50|"|"24.19270588235294%_60|"|여자_52%|남자_48%
리차드하우스 연남|"33.54494117647058%_10|"|"49.458117647058806%_20|"|"34.104%_30|"|"25.78611764705882%_40|"|"17.43176470588234%_50|"|"11.764705882352951%_60|"|여자_60%|남자_40%
튜토리얼|"77.51733333333331%_10|"|"74.95199999999997%_20|"|"37.83266666666666%_30|"|"31.698333333333338%_40|"|"23.928333333333327%_50|"|"16.66666666666668%_60|"|여자_65%|남자_35%
조용한저녁|"11.764705882352951%_10|"|"48.92376470588236%_20|"|"40.249882352941185%_30|"|"25.693647058823533%_40|"|"19.648235294117658%_50|"|"11.764705882352951%_60|"|여자_54%|남자_46%
멘타카무쇼|"60.134%_10|"|"98.61299999999997%_20|"|"88.71349999999997%_30|"|"55.37099999999998%_40|"|"32.457%_50|"|"25.00000000000001%_60|"|여자_43%|남자_57%
산더미불고기|"60.134%_10|"|"98.61299999999997%_20|"|"88.71349999999997%_30|"|"55.37099999999998%_40|"|"32.457%_50|"|"25.00000000000001%_60|"|여자_43%|남자_57%
보르도|"60.134%_10|"|"98.61299999999997%_20|"|"88.71349999999997%_30|"|"55.37099999999998%_40|"|"32.457%_50|"|"25.00000000000001%_60|"|여자_43%|남자_57%
이양권반상|"58.84466666666665%_10|"|"75.0873333333333%_20|"|"49.86833333333332%_30|"|"38.84566666666666%_40|"|"33.164333333333346%_50|"|"27.97233333333334%_60|"|여자_53%|남자_47%
히츠지야|"20.99552941176469%_10|"|"51.38611764705882%_20|"|"42.89858823529411%_30|"|"29.331764705882346%_40|"|"20.267764705882364%_50|"|"17.20658823529411%_60|"|여자_44%|남자_56%
이리에라멘|"28.98588235294118%_10|"|"48.90823529411765%_20|"|"41.84423529411765%_30|"|"26.99247058823529%_40|"|"15.391764705882352%_50|"|"11.764705882352951%_60|"|여자_42%|남자_58%
카츠오모이 홍대점|"40.36611764705883%_10|"|"48.969176470588245%_20|"|"36.01529411764706%_30|"|"29.23929411764706%_40|"|"24.932470588235297%_50|"|"11.764705882352951%_60|"|여자_50%|남자_50%
쿠시노주방|"38.27333333333334%_10|"|"82.09933333333332%_20|"|"50.082666666666675%_30|"|"34.52999999999998%_40|"|"27.04333333333334%_50|"|"22.119999999999987%_60|"|여자_53%|남자_47%
포포브레드|"61.661%_10|"|"92.98999999999998%_20|"|"80.97399999999996%_30|"|"78.29599999999995%_40|"|"66.98999999999997%_50|"|"25.00000000000001%_60|"|여자_66%|남자_34%
umoae|"11.764705882352951%_10|"|"48.844470588235296%_20|"|"33.746588235294105%_30|"|"11.764705882352951%_40|"|"11.764705882352951%_50|"|"11.764705882352951%_60|"|여자_61%|남자_39%
후라토식당 상수직영점|"45.10352941176471%_10|"|"52.25835294117647%_20|"|"31.65529411764705%_30|"|"25.35835294117647%_40|"|"20.494823529411775%_50|"|"11.764705882352951%_60|"|여자_53%|남자_47%
모멘트커피 2호점|"45.99835294117647%_10|"|"50.43999999999998%_20|"|"31.535294117647044%_30|"|"23.84823529411764%_40|"|"16.3369411764706%_50|"|"11.764705882352951%_60|"|여자_66%|남자_34%
마녀주방 홍대점|"52.52282352941177%_10|"|"45.83435294117646%_20|"|"25.928%_30|"|"34.617411764705885%_40|"|"18.901411764705887%_50|"|"11.764705882352951%_60|"|여자_59%|남자_41%
