name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
맛깔1987|"11.764705882352951%_10|"|"49.67694117647057%_20|"|"39.533411764705875%_30|"|"33.43058823529411%_40|"|"27.13482352941175%_50|"|"22.315529411764693%_60|"|여자_48%|남자_52%
타프|"11.764705882352951%_10|"|"52.24799999999998%_20|"|"41.455529411764694%_30|"|"20.305882352941186%_40|"|"16.841176470588245%_50|"|"26.139764705882357%_60|"|여자_66%|남자_34%
목로관|"25.00000000000001%_10|"|"96.36649999999999%_20|"|"82.20249999999999%_30|"|"74.90699999999998%_40|"|"60.820499999999974%_50|"|"25.00000000000001%_60|"|여자_45%|남자_55%
심야식당밤|"11.764705882352951%_10|"|"51.08376470588235%_20|"|"38.17929411764706%_30|"|"27.69294117647058%_40|"|"18.003764705882357%_50|"|"15.138588235294122%_60|"|여자_49%|남자_51%
소고산제일루|"35.8435294117647%_10|"|"49.32917647058822%_20|"|"38.212%_30|"|"30.035058823529408%_40|"|"22.663764705882347%_50|"|"21.092470588235297%_60|"|여자_52%|남자_48%
바스버거 연남점|"25.00000000000001%_10|"|"99.52199999999996%_20|"|"80.67649999999996%_30|"|"65.52449999999996%_40|"|"45.689499999999974%_50|"|"25.00000000000001%_60|"|여자_54%|남자_46%
EGO|"44.47858823529412%_10|"|"50.27058823529411%_20|"|"37.09835294117647%_30|"|"23.727764705882354%_40|"|"15.946352941176482%_50|"|"11.764705882352951%_60|"|여자_61%|남자_39%
심플리타이 합정점|"25.00000000000001%_10|"|"95.82849999999995%_20|"|"90.64849999999998%_30|"|"73.9035%_40|"|"58.20699999999999%_50|"|"25.00000000000001%_60|"|여자_54%|남자_46%
합정광안리|"16.66666666666668%_10|"|"77.80299999999998%_20|"|"55.86266666666665%_30|"|"36.76866666666667%_40|"|"28.350333333333328%_50|"|"23.33133333333333%_60|"|여자_48%|남자_52%
오맥|"21.079058823529422%_10|"|"49.42070588235292%_20|"|"31.453176470588236%_30|"|"25.106117647058834%_40|"|"23.05317647058822%_50|"|"11.764705882352951%_60|"|여자_52%|남자_48%
