name,gubun,score,visitCount,blogCount
연어로만 혜화점,"초밥,롤",4.15/5,방문자 리뷰_ 137,블로그 리뷰_ 16
딱지치기,떡볶이,4.46/5,방문자 리뷰_ 109,블로그 리뷰_ 54
손칼국수,"칼국수,만두",4.15/5,방문자 리뷰_ 36,블로그 리뷰_ 46
싸움의고수 성균관대점,"족발,보쌈",4.36/5,방문자 리뷰_ 414,블로그 리뷰_ 15
무교동 유정낙지 대학로점,낙지요리,4.17/5,방문자 리뷰_ 258,블로그 리뷰_ 33
동대문엽기떡볶이 대학로점,분식,4.3/5,방문자 리뷰_ 479,블로그 리뷰_ 60
롯데리아혜화점,햄버거,"4.3/5주문자리뷰 1,532블로그리뷰 49","방문자 리뷰_롯데리아혜화점햄버거
별점
4.3/5주문자리뷰 1,532",블로그 리뷰_ 49
개미식당,한식,4.4/5,방문자 리뷰_ 239,블로그 리뷰_ 71
대학로실내포차,술집,4.11/5,방문자 리뷰_ 106,블로그 리뷰_ 26
어촌생선구이,생선구이,4.25/5,방문자 리뷰_ 257,블로그 리뷰_ 28
명분,베이커리,4.25/5,방문자 리뷰_ 47,블로그 리뷰_ 15
동네별장,"맥주,호프",4.28/5,방문자 리뷰_ 72,블로그 리뷰_ 30
샐러드박스 혜화점,"다이어트,샐러드",4.67/5,방문자 리뷰_ 36,블로그 리뷰_ 27
담미온 대학로점,한식,4.15/5,방문자 리뷰_ 162,블로그 리뷰_ 16
꼬시,일식당,4.3/5,방문자 리뷰_ 62,블로그 리뷰_ 191
뚜레쥬르 카페대학로점,베이커리,4.35/5,"방문자 리뷰_ 3,062",블로그 리뷰_ 177
동네식당,"우동,소바",4.47/5,방문자 리뷰_ 140,블로그 리뷰_ 21
써브웨이 성대점,샌드위치,4.24/5,방문자 리뷰_ 732,블로그 리뷰_ 27
노랑통닭 대학로점,"치킨,닭강정",4.22/5,방문자 리뷰_ 280,블로그 리뷰_ 60
메가커피 대학로중앙점,카페,4.22/5,방문자 리뷰_ 782,블로그 리뷰_ 7
육쌈냉면 대학로점,냉면,4.13/5,방문자 리뷰_ 284,블로그 리뷰_ 44
맥도날드 성균관대점,햄버거,4.42/5,"방문자 리뷰_ 2,684",블로그 리뷰_ 40
한국관,"육류,고기요리",4.53/5,방문자 리뷰_ 106,블로그 리뷰_ 11
신장군마라탕,중식당,4.34/5,방문자 리뷰_ 100,블로그 리뷰_ 94
카페코지 성대점,"카페,디저트",4.63/5,방문자 리뷰_ 54,블로그 리뷰_ 51
시샤디오엠,바(BAR),4.96/5,방문자 리뷰_ 21,블로그 리뷰_ 1
카페더메모리,카페,4.17/5,방문자 리뷰_ 28,블로그 리뷰_ 16
100년설렁탕 대학로점,"곰탕,설렁탕",4.17/5,방문자 리뷰_ 49,블로그 리뷰_ 2
커피빈 혜화역점,카페,4.48/5,방문자 리뷰_ 599,블로그 리뷰_ 19
함.무바라 닭도리탕,닭볶음탕,4.46/5,방문자 리뷰_ 113,블로그 리뷰_ 110
빙플,"카페,디저트",4.46/5,방문자 리뷰_ 113,블로그 리뷰_ 110
병천아우내순대국,"순대,순댓국",4.29/5,방문자 리뷰_ 169,블로그 리뷰_ 11
혜화몰트,양식,4.57/5,방문자 리뷰_ 115,블로그 리뷰_ 84
따띠삼겹 성균관대점,돼지고기구이,4.52/5,방문자 리뷰_ 196,블로그 리뷰_ 11
보리보리옥선이시골밥상,한식,4.45/5,방문자 리뷰_ 181,블로그 리뷰_ 28
피자헤븐 종로성대점,피자,4.38/5주문자리뷰 296블로그리뷰 27,"방문자 리뷰_피자헤븐 종로성대점피자
별점
4.38/5주문자리뷰 296",블로그 리뷰_ 27
춘 참치포차,생선회,4.52/5,방문자 리뷰_ 37,블로그 리뷰_ 7
봉구비어 대학로1호점,"맥주,호프",4.49/5,방문자 리뷰_ 153,블로그 리뷰_ 5
카페달달,"카페,디저트",4.41/5,방문자 리뷰_ 166,블로그 리뷰_ 34
혜화동콩집,카페,4.52/5,방문자 리뷰_ 117,블로그 리뷰_ 29
버거킹 혜화역점,햄버거,4.36/5,"방문자 리뷰_ 4,277",블로그 리뷰_ 54
이삭토스트 서울성균관대점,토스트,4.57/5,방문자 리뷰_ 269,블로그 리뷰_ 6
로젤,"카페,디저트",4.29/5,방문자 리뷰_ 154,블로그 리뷰_ 18
윈차.성대아지트,바(BAR),4.29/5,방문자 리뷰_ 39,블로그 리뷰_ 14
깐베이 혜화본점,중식당,4.29/5,방문자 리뷰_ 39,블로그 리뷰_ 14
살롱드곱떡,떡볶이,4.17/5,방문자 리뷰_ 178,블로그 리뷰_ 65
카페김쌤,"카페,디저트",4.32/5,방문자 리뷰_ 515,블로그 리뷰_ 19
탐앤탐스 성대입구점,카페,4.18/5,방문자 리뷰_ 512,블로그 리뷰_ 25
엘빈,카페,4.57/5,방문자 리뷰_ 153,블로그 리뷰_ 65
일리카페 대학로점,카페,4.47/5,방문자 리뷰_ 264,블로그 리뷰_ 23
