name,gubun,score,visitCount,blogCount
고물상,"맥주,호프",4.6/5,방문자 리뷰_ 489,블로그 리뷰_ 375
울리브루잉,"맥주,호프",5/5,방문자 리뷰_ 59,블로그 리뷰_ 19
오이지 대학로,한식,4.51/5,"방문자 리뷰_ 1,164",블로그 리뷰_ 681
정돈 대학로본점,돈가스,4.48/5,"방문자 리뷰_ 3,108","블로그 리뷰_ 2,651"
칸다소바,일식당,4.47/5,"방문자 리뷰_ 2,134",블로그 리뷰_ 996
혜화칼국수,"칼국수,만두",4.25/5,"방문자 리뷰_ 1,411",블로그 리뷰_ 974
학림,카페,4.51/5,"방문자 리뷰_ 1,700","블로그 리뷰_ 1,606"
혜화도담,한식,4.53/5,"방문자 리뷰_ 1,026",블로그 리뷰_ 601
호호식당 대학로,일식당,4.42/5,"방문자 리뷰_ 2,261","블로그 리뷰_ 2,013"
명륜손칼국수,"칼국수,만두",4.38/5,방문자 리뷰_ 278,블로그 리뷰_ 132
나누미떡볶이 성대본점,떡볶이,4.35/5,"방문자 리뷰_ 2,512","블로그 리뷰_ 1,058"
메밀향그집,한식,4.49/5,방문자 리뷰_ 736,"블로그 리뷰_ 1,145"
카페혜화동,"카페,디저트",4.49/5,방문자 리뷰_ 397,블로그 리뷰_ 339
동화,요리주점,4.71/5,방문자 리뷰_ 298,블로그 리뷰_ 138
삼겹살 전문점 대통령,"육류,고기요리",4.37/5,방문자 리뷰_ 632,블로그 리뷰_ 581
파스타마켓,"스파게티,파스타전문",4.37/5,방문자 리뷰_ 937,블로그 리뷰_ 623
도토리편백집,돼지고기구이,4.32/5,"방문자 리뷰_ 1,095",블로그 리뷰_ 886
버거파크,햄버거,4.51/5,"방문자 리뷰_ 1,327",블로그 리뷰_ 930
독일주택,바(BAR),4.51/5,방문자 리뷰_ 420,블로그 리뷰_ 707
뎁짜이,베트남음식,4.35/5,"방문자 리뷰_ 1,269","블로그 리뷰_ 1,511"
깔리,인도음식,4.54/5,"방문자 리뷰_ 1,024","블로그 리뷰_ 1,117"
쪼리375,닭요리,4.54/5,방문자 리뷰_ 780,"블로그 리뷰_ 1,476"
또오리,오리요리,4.52/5,방문자 리뷰_ 358,블로그 리뷰_ 427
통큰갈비 대학로점,"육류,고기요리",4.38/5,방문자 리뷰_ 262,블로그 리뷰_ 220
육미안,소고기구이,4.39/5,방문자 리뷰_ 486,블로그 리뷰_ 314
삼 원 샏,"카페,디저트",4.39/5,방문자 리뷰_ 584,블로그 리뷰_ 717
혜화곱창,"곱창,막창,양",4.47/5,방문자 리뷰_ 494,블로그 리뷰_ 238
페르시안궁전,인도음식,4.77/5,"방문자 리뷰_ 1,307","블로그 리뷰_ 1,011"
갸우뚱,중식당,4.61/5,방문자 리뷰_ 326,블로그 리뷰_ 196
유자유김치떡볶이 대학로점,떡볶이,4.53/5,방문자 리뷰_ 507,블로그 리뷰_ 415
브라운 에비뉴,브런치,4.63/5,방문자 리뷰_ 436,블로그 리뷰_ 222
서양집,이탈리아음식,4.58/5,방문자 리뷰_ 679,"블로그 리뷰_ 1,000"
리본윈도우,브런치,4.58/5,방문자 리뷰_ 208,블로그 리뷰_ 100
멘야산다이메 명륜4가점,일본식라면,4.31/5,방문자 리뷰_ 696,블로그 리뷰_ 720
미도인 대학로,양식,4.37/5,"방문자 리뷰_ 1,089",블로그 리뷰_ 536
낫컴플리트,"카페,디저트",4.56/5,방문자 리뷰_ 285,블로그 리뷰_ 312
고엔,이자카야,4.56/5,방문자 리뷰_ 100,블로그 리뷰_ 70
서화커피,"카페,디저트",4.49/5,방문자 리뷰_ 232,블로그 리뷰_ 473
솔나무길된장예술,비빔밥,4.49/5,방문자 리뷰_ 513,블로그 리뷰_ 460
소친친,퓨전음식,4.49/5,방문자 리뷰_ 437,블로그 리뷰_ 410
일월일일,"카페,디저트",4.5/5,방문자 리뷰_ 344,블로그 리뷰_ 304
무던,아이스크림,4.6/5,방문자 리뷰_ 136,블로그 리뷰_ 206
창경궁로240,"카페,디저트",4.6/5,방문자 리뷰_ 10,블로그 리뷰_ 12
하이디라오 대학로점,중식당,4.68/5,"방문자 리뷰_ 1,811",블로그 리뷰_ 378
창화당 대학로점,"칼국수,만두",4.24/5,방문자 리뷰_ 431,블로그 리뷰_ 333
마띠에르,"카페,디저트",4.48/5,방문자 리뷰_ 523,블로그 리뷰_ 514
칠린,바(BAR),4.54/5,방문자 리뷰_ 702,블로그 리뷰_ 375
미분당 대학로점,베트남음식,4.47/5,"방문자 리뷰_ 1,020",블로그 리뷰_ 370
야스미,일식당,4.39/5,방문자 리뷰_ 365,블로그 리뷰_ 344
카페첫만남,"카페,디저트",4.32/5,방문자 리뷰_ 460,블로그 리뷰_ 164
