,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
0,한땀,none,none,none,none,none,none,none,none
14,유메 홍대본점,20.73066666666667%_10|,82.6173333333333%_20|,60.49133333333333%_30|,44.516666666666644%_40|,32.212666666666664%_50|,27.016999999999992%_60|,여자_48%,남자_52%
15,또보겠지떡볶이집 붕붕허니비점,20.73066666666667%_10|,82.6173333333333%_20|,60.49133333333333%_30|,44.516666666666644%_40|,32.212666666666664%_50|,27.016999999999992%_60|,여자_48%,남자_52%
16,광야,55.381333333333316%_10|,75.284%_20|,56.34399999999998%_30|,38.730999999999995%_40|,32.56399999999999%_50|,26.701999999999998%_60|,여자_59%,남자_41%
17,하이디라오 홍대점,88.268%_10|,95.53899999999999%_20|,49.32133333333332%_30|,40.906333333333336%_40|,36.20966666666665%_50|,25.38833333333334%_60|,여자_69%,남자_31%
18,육지,43.92166666666667%_10|,92.12399999999997%_20|,67.45333333333332%_30|,47.839666666666645%_40|,40.163666666666664%_50|,32.93133333333335%_60|,여자_42%,남자_58%
19,콜린,43.92166666666667%_10|,92.12399999999997%_20|,67.45333333333332%_30|,47.839666666666645%_40|,40.163666666666664%_50|,32.93133333333335%_60|,여자_42%,남자_58%
20,943 킹스크로스CAFE,83.85166666666665%_10|,88.53099999999998%_20|,50.708999999999996%_30|,50.821666666666644%_40|,25.607999999999997%_50|,21.277666666666672%_60|,여자_56%,남자_44%
21,느린마을양조장 홍대점,11.764705882352951%_10|,51.41411764705881%_20|,40.582352941176474%_30|,33.72729411764707%_40|,25.821882352941184%_50|,23.603999999999996%_60|,여자_51%,남자_49%
22,와인로그,30.530285714285704%_10|,42.439428571428564%_20|,15.715999999999969%_30|,15.61199999999996%_40|,14.176857142857102%_50|,4.7445714285714%_60|,여자_51%,남자_49%
23,홍옥,11.764705882352951%_10|,48.4155294117647%_20|,31.15835294117646%_30|,23.513411764705886%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_52%,남자_48%
24,스케줄합정,53.460333333333324%_10|,77.7743333333333%_20|,62.11766666666666%_30|,43.51833333333332%_40|,34.59066666666665%_50|,29.590333333333348%_60|,여자_57%,남자_43%
25,경주식당,54.09666666666667%_10|,76.07466666666664%_20|,55.33733333333334%_30|,45.23099999999998%_40|,37.349%_50|,29.530666666666665%_60|,여자_53%,남자_47%
26,빠넬로,34.71899999999999%_10|,99.30549999999995%_20|,96.83849999999995%_30|,70.62499999999997%_40|,55.001%_50|,51.874999999999986%_60|,여자_49%,남자_51%
27,올바른김밥,26.55505882352942%_10|,52.09600000000001%_20|,41.275058823529406%_30|,35.32964705882353%_40|,27.409411764705876%_50|,21.41129411764706%_60|,여자_63%,남자_37%
28,하카타분코,40.56329411764706%_10|,48.84752941176469%_20|,41.610352941176465%_30|,32.32352941176471%_40|,20.879058823529416%_50|,20.23929411764706%_60|,여자_45%,남자_55%
29,칸다소바,58.849999999999994%_10|,78.37400000000001%_20|,52.06200000000001%_30|,35.97033333333332%_40|,27.334666666666653%_50|,23.761999999999983%_60|,여자_55%,남자_45%
30,버터베이커리,58.849999999999994%_10|,78.37400000000001%_20|,52.06200000000001%_30|,35.97033333333332%_40|,27.334666666666653%_50|,23.761999999999983%_60|,여자_55%,남자_45%
31,가미우동,55.57566666666665%_10|,76.61200000000001%_20|,56.973000000000006%_30|,47.10366666666665%_40|,36.57866666666664%_50|,27.359666666666666%_60|,여자_54%,남자_46%
33,카와카츠,16.610285714285705%_10|,39.29171428571426%_20|,20.975428571428534%_30|,10.015999999999963%_40|,8.047999999999961%_50|,11.529999999999978%_60|,여자_44%,남자_56%
34,오모테나시 오마카세,32.334999999999994%_10|,85.57533333333332%_20|,67.97%_30|,53.81566666666666%_40|,45.47166666666664%_50|,35.14966666666667%_60|,여자_42%,남자_58%
35,중화복춘 공원,17.624941176470593%_10|,48.67317647058822%_20|,45.50588235294117%_30|,42.30541176470588%_40|,42.27294117647059%_50|,38.254588235294115%_60|,여자_44%,남자_56%
36,야키토리 나루토,36.803333333333335%_10|,90.41899999999997%_20|,63.15999999999998%_30|,41.76266666666665%_40|,31.850333333333346%_50|,24.482333333333344%_60|,여자_47%,남자_53%
37,아오이토리,59.582333333333324%_10|,78.07266666666666%_20|,55.85399999999999%_30|,49.690000000000005%_40|,40.67433333333332%_50|,31.83566666666666%_60|,여자_61%,남자_39%
38,개화기요정,31.78575%_10|,76.84225%_20|,34.050999999999995%_30|,27.786000000000005%_40|,23.106249999999996%_50|,17.982500000000012%_60|,여자_48%,남자_52%
39,연남물갈비,33.49914285714283%_10|,42.340571428571394%_20|,12.977142857142832%_30|,12.445714285714267%_40|,8.511714285714259%_50|,5.288857142857127%_60|,여자_59%,남자_41%
40,어메이징농카이,25.00000000000001%_10|,96.41849999999998%_20|,92.87599999999998%_30|,80.18799999999996%_40|,60.04449999999998%_50|,55.69249999999995%_60|,여자_52%,남자_48%
41,프리모바치오바치 홍대본점,69.97733333333332%_10|,76.92233333333334%_20|,53.79199999999999%_30|,45.75766666666665%_40|,37.762999999999984%_50|,32.19766666666668%_60|,여자_55%,남자_45%
42,피자네버슬립스,54.07533333333332%_10|,82.02966666666666%_20|,51.75333333333331%_30|,34.913999999999994%_40|,26.271999999999995%_50|,21.19333333333332%_60|,여자_52%,남자_48%
43,카페 공명,54.126666666666644%_10|,77.07366666666667%_20|,52.75366666666665%_30|,38.646999999999984%_40|,28.95166666666667%_50|,18.25333333333334%_60|,여자_61%,남자_39%
44,비스트로사랑방,39.32752941176471%_10|,50.91670588235294%_20|,35.0044705882353%_30|,21.073176470588233%_40|,16.720470588235283%_50|,11.764705882352951%_60|,여자_58%,남자_42%
45,불떡클럽 연남본점,74.675%_10|,75.49833333333332%_20|,44.04466666666665%_30|,45.494666666666674%_40|,36.047000000000004%_50|,22.60033333333333%_60|,여자_61%,남자_39%
46,불떡클럽 연남본점,44.110117647058814%_10|,49.599058823529404%_20|,37.733647058823514%_30|,28.188235294117646%_40|,19.531764705882356%_50|,11.764705882352951%_60|,여자_48%,남자_52%
47,풀뜯는돼지,15.463999999999986%_10|,49.572941176470586%_20|,41.22329411764705%_30|,30.670588235294105%_40|,22.390117647058812%_50|,17.209176470588222%_60|,여자_52%,남자_48%
48,해피베어데이,83.06833333333333%_10|,86.17733333333332%_20|,48.89066666666667%_30|,39.295%_40|,27.534333333333322%_50|,20.577333333333332%_60|,여자_69%,남자_31%
49,금별맥주 홍대직영점,11.764705882352951%_10|,52.92964705882353%_20|,38.451764705882354%_30|,33.01247058823528%_40|,21.619529411764717%_50|,15.618823529411763%_60|,여자_51%,남자_49%
50,감성타코 홍대점,65.68799999999999%_10|,81.07833333333332%_20|,50.30066666666665%_30|,49.134666666666654%_40|,37.11400000000001%_50|,26.91066666666667%_60|,여자_53%,남자_47%
51,상수주택,11.764705882352951%_10|,47.899294117647045%_20|,41.14917647058824%_30|,25.985882352941168%_40|,19.124235294117636%_50|,11.764705882352951%_60|,여자_52%,남자_48%
52,슬로우캘리 연남본점,49.11733333333334%_10|,88.8513333333333%_20|,54.87499999999999%_30|,37.920333333333325%_40|,31.680999999999994%_50|,25.154666666666653%_60|,여자_65%,남자_35%
53,소코아 홍대점,39.126588235294115%_10|,49.949176470588235%_20|,31.76470588235294%_30|,25.597411764705885%_40|,20.660000000000004%_50|,11.764705882352951%_60|,여자_57%,남자_43%
