name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
솔솥 연남점|"54.63600000000001%_10|"|"93.20666666666665%_20|"|"59.747666666666674%_30|"|"43.479%_40|"|"37.280000000000015%_50|"|"26.78600000000001%_60|"|여자_62%|남자_38%
더페이머스버거 홍대점|"71.98033333333333%_10|"|"83.89633333333335%_20|"|"51.65599999999999%_30|"|"40.64033333333331%_40|"|"30.38433333333334%_50|"|"22.604999999999983%_60|"|여자_50%|남자_50%
나성타코|"61.73233333333331%_10|"|"88.461%_20|"|"61.86600000000001%_30|"|"46.01766666666665%_40|"|"28.76%_50|"|"23.461666666666673%_60|"|여자_64%|남자_36%
얀 쿠브레|"55.90399999999999%_10|"|"75.45799999999998%_20|"|"59.446333333333335%_30|"|"52.44333333333332%_40|"|"41.79766666666666%_50|"|"33.075999999999986%_60|"|여자_62%|남자_38%
비스트로큐슈|"41.096%_10|"|"50.00141176470587%_20|"|"32.09482352941178%_30|"|"25.181176470588234%_40|"|"20.910588235294117%_50|"|"17.008235294117654%_60|"|여자_55%|남자_45%
시나모롤 스위트카페|"79.12666666666667%_10|"|"68.23366666666666%_20|"|"52.78566666666665%_30|"|"66.16866666666664%_40|"|"17.61433333333332%_50|"|"19.897000000000016%_60|"|여자_74%|남자_26%
작당모의|"72.35433333333332%_10|"|"79.20233333333333%_20|"|"38.493999999999986%_30|"|"27.617666666666647%_40|"|"24.389999999999983%_50|"|"17.98233333333332%_60|"|여자_66%|남자_34%
르쁘띠푸 홍대본점|"68.28166666666668%_10|"|"81.64666666666666%_20|"|"54.046666666666646%_30|"|"46.15799999999999%_40|"|"34.715%_50|"|"25.226666666666652%_60|"|여자_59%|남자_41%
발리 슈퍼스토어|"16.66666666666668%_10|"|"76.6433333333333%_20|"|"56.19599999999998%_30|"|"39.63333333333333%_40|"|"27.948666666666654%_50|"|"23.584666666666656%_60|"|여자_52%|남자_48%
코노미|"56.09800000000001%_10|"|"83.02833333333332%_20|"|"49.21366666666667%_30|"|"34.89833333333332%_40|"|"28.18399999999998%_50|"|"24.974333333333316%_60|"|여자_55%|남자_45%
테이스티버거|"47.14066666666666%_10|"|"75.75366666666666%_20|"|"67.11599999999997%_30|"|"61.43733333333332%_40|"|"44.69966666666663%_50|"|"35.09633333333329%_60|"|여자_49%|남자_51%
하카타나카|"40.13976470588235%_10|"|"52.24235294117645%_20|"|"38.227764705882336%_30|"|"28.60776470588235%_40|"|"22.911294117647067%_50|"|"24.189411764705888%_60|"|여자_51%|남자_49%
미도인 홍대|"76.84599999999999%_10|"|"81.29166666666664%_20|"|"45.31133333333332%_30|"|"43.90433333333332%_40|"|"35.68966666666665%_50|"|"27.936999999999983%_60|"|여자_56%|남자_44%
냉장고 합정점|"22.952941176470592%_10|"|"50.256705882352925%_20|"|"41.639999999999986%_30|"|"26.8750588235294%_40|"|"19.212000000000003%_50|"|"11.764705882352951%_60|"|여자_49%|남자_51%
스시오 블랙컨테이너|"62.220499999999966%_10|"|"78.825%_20|"|"32.73099999999996%_30|"|"40.20399999999997%_40|"|"22.005499999999962%_50|"|"8.94349999999994%_60|"|여자_41%|남자_59%
코테츠|"33.55529411764706%_10|"|"52.912235294117636%_20|"|"38.575764705882335%_30|"|"21.99552941176471%_40|"|"15.119999999999994%_50|"|"11.764705882352951%_60|"|여자_55%|남자_45%
온돌 합정점|"27.10329411764703%_10|"|"48.57294117647058%_20|"|"40.490823529411735%_30|"|"32.813647058823506%_40|"|"25.926117647058806%_50|"|"23.663764705882322%_60|"|여자_51%|남자_49%
푸하하크림빵|"39.56047058823526%_10|"|"50.619999999999976%_20|"|"39.6745882352941%_30|"|"38.07670588235293%_40|"|"28.756941176470573%_50|"|"23.60470588235291%_60|"|여자_60%|남자_40%
함반|"35.32599999999997%_10|"|"76.73299999999999%_20|"|"61.86299999999998%_30|"|"44.48999999999997%_40|"|"40.06499999999999%_50|"|"38.21933333333332%_60|"|여자_51%|남자_49%
카레시|"21.009882352941183%_10|"|"49.0009411764706%_20|"|"41.87035294117647%_30|"|"31.58588235294118%_40|"|"25.439529411764717%_50|"|"22.404470588235302%_60|"|여자_56%|남자_44%
아날로그가든|"30.49505882352942%_10|"|"49.81811764705882%_20|"|"39.63741176470588%_30|"|"33.59223529411764%_40|"|"27.066823529411753%_50|"|"17.9385882352941%_60|"|여자_65%|남자_35%
우동가조쿠|"36.33694117647059%_10|"|"48.616470588235295%_20|"|"38.41035294117645%_30|"|"32.70329411764706%_40|"|"26.21152941176471%_50|"|"11.764705882352951%_60|"|여자_54%|남자_46%
초이 다이닝|"62.82766666666664%_10|"|"88.65899999999999%_20|"|"50.63966666666667%_30|"|"33.73999999999999%_40|"|"27.68033333333334%_50|"|"19.481333333333346%_60|"|여자_60%|남자_40%
버터밀크|"57.84933333333334%_10|"|"78.00266666666666%_20|"|"55.11766666666665%_30|"|"48.70699999999997%_40|"|"35.174333333333344%_50|"|"23.10199999999999%_60|"|여자_63%|남자_37%
카페노티드 연남|"64.18799999999997%_10|"|"87.47833333333331%_20|"|"69.34466666666668%_30|"|"66.74733333333333%_40|"|"46.436999999999976%_50|"|"30.850666666666655%_60|"|여자_65%|남자_35%
