name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
도프피자베이커스 홍대점|"36.72070588235293%_10|"|"48.696941176470574%_20|"|"38.69247058823529%_30|"|"29.643529411764707%_40|"|"22.80282352941176%_50|"|"17.317176470588247%_60|"|여자_54%|남자_46%
썬키친|"55.12233333333334%_10|"|"79.40133333333331%_20|"|"54.628%_30|"|"41.990333333333346%_40|"|"32.79833333333333%_50|"|"16.66666666666668%_60|"|여자_56%|남자_44%
합정공감|"16.66666666666668%_10|"|"77.99366666666666%_20|"|"58.56333333333333%_30|"|"49.84633333333332%_40|"|"42.819666666666656%_50|"|"34.76433333333332%_60|"|여자_48%|남자_52%
멘야준|"30.345176470588243%_10|"|"48.672941176470594%_20|"|"41.15529411764706%_30|"|"26.83035294117648%_40|"|"17.343058823529407%_50|"|"11.764705882352951%_60|"|여자_44%|남자_56%
마시타야|"40.73764705882353%_10|"|"50.133882352941164%_20|"|"37.32847058823528%_30|"|"23.340000000000003%_40|"|"16.21129411764706%_50|"|"11.764705882352951%_60|"|여자_48%|남자_52%
라헬의부엌 홍대점|"74.64366666666665%_10|"|"76.11666666666667%_20|"|"44.414333333333325%_30|"|"44.00566666666668%_40|"|"32.469666666666654%_50|"|"23.241666666666674%_60|"|여자_66%|남자_34%
온미동 연남|"58.782666666666636%_10|"|"75.724%_20|"|"48.762%_30|"|"33.09966666666667%_40|"|"26.016333333333343%_50|"|"16.66666666666668%_60|"|여자_56%|남자_44%
키쉬미뇽|"40.22399999999999%_10|"|"49.28588235294117%_20|"|"37.16752941176471%_30|"|"31.817647058823535%_40|"|"24.8524705882353%_50|"|"16.63952941176469%_60|"|여자_61%|남자_39%
카멜로연남|"64.17833333333333%_10|"|"84.50299999999999%_20|"|"51.85266666666665%_30|"|"34.18666666666665%_40|"|"28.860333333333337%_50|"|"17.327000000000016%_60|"|여자_64%|남자_36%
니꾸킹버거|"11.764705882352951%_10|"|"45.7204705882353%_20|"|"37.85529411764704%_30|"|"36.28352941176471%_40|"|"40.208235294117635%_50|"|"48.729882352941175%_60|"|여자_53%|남자_47%
산리오 러버스 클럽|"99.23899999999999%_10|"|"78.69466666666665%_20|"|"56.33633333333331%_30|"|"73.61266666666666%_40|"|"25.224666666666668%_50|"|"22.160666666666675%_60|"|여자_76%|남자_24%
천이오겹살|"54.935500000000005%_10|"|"97.27499999999996%_20|"|"89.17049999999995%_30|"|"79.39699999999998%_40|"|"61.77399999999997%_50|"|"25.00000000000001%_60|"|여자_48%|남자_52%
스아게|"27.99294117647059%_10|"|"50.28047058823528%_20|"|"41.336%_30|"|"30.578588235294124%_40|"|"23.059764705882348%_50|"|"17.890117647058826%_60|"|여자_55%|남자_45%
뉴욕아파트먼트 홍대점|"55.57966666666665%_10|"|"75.19466666666665%_20|"|"54.458666666666645%_30|"|"47.43999999999999%_40|"|"35.52633333333332%_50|"|"31.766666666666676%_60|"|여자_49%|남자_51%
미쁘동|"57.263666666666666%_10|"|"86.33366666666666%_20|"|"53.325333333333326%_30|"|"41.60266666666667%_40|"|"33.774%_50|"|"29.512333333333324%_60|"|여자_59%|남자_41%
고쿠텐 홍대점|"41.903294117647064%_10|"|"51.901176470588226%_20|"|"36.37670588235294%_30|"|"29.4150588235294%_40|"|"21.499999999999993%_50|"|"22.312470588235296%_60|"|여자_53%|남자_47%
OBPC 연남본점|"53.601333333333315%_10|"|"75.23066666666665%_20|"|"49.933666666666646%_30|"|"36.63000000000001%_40|"|"28.183666666666678%_50|"|"22.740666666666666%_60|"|여자_54%|남자_46%
가로수포차|"37.81099999999999%_10|"|"79.43566666666668%_20|"|"45.83633333333332%_30|"|"39.84566666666666%_40|"|"28.001000000000015%_50|"|"22.95233333333331%_60|"|여자_49%|남자_51%
랑데자뷰 홍대점|"81.07933333333331%_10|"|"72.53266666666664%_20|"|"39.19933333333332%_30|"|"36.36433333333333%_40|"|"26.186666666666653%_50|"|"25.52533333333332%_60|"|여자_57%|남자_43%
정돈 홍대점|"57.44800000000001%_10|"|"76.45599999999999%_20|"|"56.248%_30|"|"41.487666666666655%_40|"|"33.03999999999999%_50|"|"26.551333333333332%_60|"|여자_48%|남자_52%
배터리88 홍대점|"37.103666666666676%_10|"|"88.26166666666667%_20|"|"39.13399999999999%_30|"|"30.415000000000003%_40|"|"26.150000000000002%_50|"|"19.918999999999983%_60|"|여자_52%|남자_48%
호맥 합정점|"16.66666666666668%_10|"|"76.08%_20|"|"55.30500000000001%_30|"|"34.36100000000001%_40|"|"23.10033333333331%_50|"|"20.361999999999988%_60|"|여자_52%|남자_48%
더핏짜 본점|"43.380705882352935%_10|"|"48.93176470588236%_20|"|"40.04705882352941%_30|"|"33.424470588235295%_40|"|"24.567764705882343%_50|"|"16.936235294117647%_60|"|여자_52%|남자_48%
고기꾼김춘배 홍대본점|"47.13499999999999%_10|"|"76.4463333333333%_20|"|"54.64500000000001%_30|"|"43.19666666666666%_40|"|"32.568666666666644%_50|"|"25.474999999999987%_60|"|여자_45%|남자_55%
진진|"11.764705882352951%_10|"|"42.423529411764704%_20|"|"45.388000000000005%_30|"|"43.32658823529412%_40|"|"45.63717647058822%_50|"|"51.9945882352941%_60|"|여자_43%|남자_57%
