name,gubun,score,visitCount,blogCount
안주나라,술집,4.48/5,방문자 리뷰_ 67,블로그 리뷰_ 118
아웃닭 건대점,"치킨,닭강정",4.44/5,방문자 리뷰_ 441,블로그 리뷰_ 234
스테이크어스 건대점,"스테이크,립",4.47/5,방문자 리뷰_ 703,블로그 리뷰_ 167
천지샤브샤브 2호점,샤브샤브,4.54/5,방문자 리뷰_ 455,블로그 리뷰_ 313
경양카츠 건대점,돈가스,4.44/5,방문자 리뷰_ 389,블로그 리뷰_ 175
잇타이,태국음식,4.49/5,방문자 리뷰_ 270,블로그 리뷰_ 248
팬더스윗 건대점,브런치,4.46/5,방문자 리뷰_ 197,블로그 리뷰_ 148
미친쭈꾸미,주꾸미요리,4.98/5,방문자 리뷰_ 377,블로그 리뷰_ 88
매화반점 본점,양꼬치,4.27/5,방문자 리뷰_ 594,블로그 리뷰_ 65
구구향훠궈 건대직영점,샤브샤브,05월 05일,방문자 리뷰_ 282,블로그 리뷰_ 90
가츠시 건대점,일식당,4.56/5,방문자 리뷰_ 629,블로그 리뷰_ 154
왕십리정곱창,"곱창,막창,양",4.46/5,방문자 리뷰_ 288,블로그 리뷰_ 176
칸틴,"다이어트,샐러드",4.17/5,방문자 리뷰_ 27,블로그 리뷰_ 44
츠나토리,일식당,4.17/5,방문자 리뷰_ 18,블로그 리뷰_ 6
매드쉐프 떡볶이,떡볶이,4.17/5,방문자 리뷰_ 26,블로그 리뷰_ 88
스시오 건대점,"일식,초밥뷔페",4.18/5,"방문자 리뷰_ 1,110","블로그 리뷰_ 1,743"
포항막회,생선회,4.42/5,방문자 리뷰_ 372,블로그 리뷰_ 159
역전할머니맥주 건대점,"맥주,호프",4.36/5,방문자 리뷰_ 623,블로그 리뷰_ 133
카페롱,"카페,디저트",4.46/5,방문자 리뷰_ 258,블로그 리뷰_ 130
김밥천국 건대2호점,분식,4.46/5,방문자 리뷰_ 288,블로그 리뷰_ 31
홍야동양꼬치 훠궈무한리필,양꼬치,4.52/5,방문자 리뷰_ 217,블로그 리뷰_ 116
안동참찜닭 본점,찜닭,4.44/5,방문자 리뷰_ 337,블로그 리뷰_ 249
고기야채,"육류,고기요리",4.44/5,방문자 리뷰_ 14,블로그 리뷰_ 94
만원수산 건대점,생선회,4.66/5,방문자 리뷰_ 212,블로그 리뷰_ 171
예담밥상,한정식,4.66/5,방문자 리뷰_ 205,블로그 리뷰_ 120
카페22,카페,4.34/5,방문자 리뷰_ 146,블로그 리뷰_ 589
시홍쓰,중식당,4.56/5,방문자 리뷰_ 183,블로그 리뷰_ 157
모지니,"카페,디저트",4.52/5,방문자 리뷰_ 122,블로그 리뷰_ 108
심야식당 하리,이자카야,4.59/5,방문자 리뷰_ 70,블로그 리뷰_ 58
더이퀼리브리엄커피,카페,4.44/5,방문자 리뷰_ 249,블로그 리뷰_ 163
감성당,양식,4.4/5,방문자 리뷰_ 206,블로그 리뷰_ 253
도단집별관,"육류,고기요리",4.57/5,방문자 리뷰_ 85,블로그 리뷰_ 59
일레븐 라운지,바(BAR),4.51/5,방문자 리뷰_ 328,블로그 리뷰_ 330
허씨 정통중경마라샹궈,중식당,4.58/5,방문자 리뷰_ 328,블로그 리뷰_ 330
밍지 황먼지 찜닭,찜닭,4.78/5,방문자 리뷰_ 51,블로그 리뷰_ 98
무지개맥주 건대점,"맥주,호프",4.64/5,방문자 리뷰_ 139,블로그 리뷰_ 62
블랙아웃커피,"카페,디저트",4.64/5,방문자 리뷰_ 23,블로그 리뷰_ 20
유미카츠 건대점,돈가스,4.64/5,방문자 리뷰_ 322,블로그 리뷰_ 49
그리네,"카페,디저트",4.56/5,방문자 리뷰_ 200,블로그 리뷰_ 245
중경삼림,중식당,4.16/5,방문자 리뷰_ 60,블로그 리뷰_ 96
수완카페앤베이커리,"카페,디저트",4.16/5,방문자 리뷰_ 379,블로그 리뷰_ 102
퍼프타운 건대점,바(BAR),4.16/5,방문자 리뷰_ 40,블로그 리뷰_ 65
능동샐러드,"다이어트,샐러드",4.63/5,방문자 리뷰_ 246,블로그 리뷰_ 243
환원당,"카페,디저트",4.63/5,방문자 리뷰_ 719,블로그 리뷰_ 136
동대문곱창,"곱창,막창,양",4.49/5,방문자 리뷰_ 261,블로그 리뷰_ 97
보라젤라또,아이스크림,4.85/5,방문자 리뷰_ 177,블로그 리뷰_ 93
탐앤탐스 탐스커버리 건대점,카페,4.36/5,"방문자 리뷰_ 2,197",블로그 리뷰_ 316
명륜진사갈비 자양점,"육류,고기요리",4.31/5,방문자 리뷰_ 485,블로그 리뷰_ 44
건대족발,"족발,보쌈",4.79/5,방문자 리뷰_ 208,블로그 리뷰_ 199
CUCINA843,양식,4.59/5,방문자 리뷰_ 74,블로그 리뷰_ 150
