name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
허씨 정통중경마라샹궈,63.92449999999997%_10|,99.45049999999996%_20|,79.338%_30|,60.04649999999998%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_53%,남자_47%
밍지 황먼지 찜닭,11.764705882352951%_10|,47.281176470588235%_20|,33.595058823529406%_30|,23.53082352941177%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_51%,남자_49%
무지개맥주 건대점,11.764705882352951%_10|,49.96329411764705%_20|,33.17694117647058%_30|,22.568705882352948%_40|,17.938823529411756%_50|,11.764705882352951%_60|,여자_49%,남자_51%
블랙아웃커피,11.764705882352951%_10|,49.96329411764705%_20|,33.17694117647058%_30|,22.568705882352948%_40|,17.938823529411756%_50|,11.764705882352951%_60|,여자_49%,남자_51%
유미카츠 건대점,38.72141176470588%_10|,49.445882352941176%_20|,36.98211764705883%_30|,30.914588235294122%_40|,22.69505882352942%_50|,20.31835294117647%_60|,여자_47%,남자_53%
그리네,44.62235294117646%_10|,52.29694117647057%_20|,27.900941176470585%_30|,18.945411764705874%_40|,15.002352941176477%_50|,11.764705882352951%_60|,여자_63%,남자_37%
중경삼림,25.00000000000001%_10|,95.58349999999996%_20|,84.52999999999996%_30|,66.53599999999996%_40|,46.03449999999996%_50|,25.00000000000001%_60|,여자_52%,남자_48%
수완카페앤베이커리,41.01082352941176%_10|,50.903529411764694%_20|,32.22094117647059%_30|,24.083294117647043%_40|,20.834588235294124%_50|,11.764705882352951%_60|,여자_61%,남자_39%
퍼프타운 건대점,11.764705882352951%_10|,49.40447058823528%_20|,29.80211764705881%_30|,20.319764705882342%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_49%,남자_51%
능동샐러드,11.764705882352951%_10|,47.99623529411765%_20|,35.827764705882345%_30|,24.749176470588246%_40|,18.079058823529415%_50|,11.764705882352951%_60|,여자_63%,남자_37%
환원당,25.00000000000001%_10|,96.55499999999996%_20|,78.02949999999996%_30|,66.13749999999999%_40|,51.42899999999998%_50|,58.209999999999965%_60|,여자_60%,남자_40%
동대문곱창,25.00000000000001%_10|,95.32449999999994%_20|,78.7145%_30|,71.34849999999996%_40|,55.66849999999999%_50|,25.00000000000001%_60|,여자_54%,남자_46%
보라젤라또,11.764705882352951%_10|,47.383529411764705%_20|,35.26964705882353%_30|,22.687058823529398%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_58%,남자_42%
탐앤탐스 탐스커버리 건대점,11.764705882352951%_10|,47.383529411764705%_20|,35.26964705882353%_30|,22.687058823529398%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_58%,남자_42%
명륜진사갈비 자양점,25.00000000000001%_10|,83.46799999999995%_20|,76.40400000000001%_30|,80.35049999999997%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_45%,남자_55%
건대족발,25.00000000000001%_10|,94.05799999999994%_20|,81.27349999999997%_30|,73.04399999999998%_40|,67.93299999999999%_50|,25.00000000000001%_60|,여자_42%,남자_58%
CUCINA843,11.764705882352951%_10|,48.06235294117647%_20|,36.85764705882353%_30|,26.397411764705875%_40|,17.508941176470575%_50|,11.764705882352951%_60|,여자_51%,남자_49%
