name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
안주나라,25.00000000000001%_10|,73.50949999999999%_20|,92.23849999999997%_30|,91.36049999999997%_40|,64.39399999999999%_50|,25.00000000000001%_60|,여자_47%,남자_53%
아웃닭 건대점,25.00000000000001%_10|,73.50949999999999%_20|,92.23849999999997%_30|,91.36049999999997%_40|,64.39399999999999%_50|,25.00000000000001%_60|,여자_47%,남자_53%
스테이크어스 건대점,35.60823529411764%_10|,47.67529411764706%_20|,35.22917647058822%_30|,32.666352941176456%_40|,22.665882352941182%_50|,11.764705882352951%_60|,여자_51%,남자_49%
천지샤브샤브 2호점,44.5105882352941%_10|,49.615294117647046%_20|,30.044235294117648%_30|,24.653176470588228%_40|,20.093411764705866%_50|,11.764705882352951%_60|,여자_59%,남자_41%
경양카츠 건대점,43.376705882352944%_10|,49.40494117647059%_20|,32.93529411764705%_30|,25.507058823529405%_40|,18.218117647058826%_50|,15.664705882352953%_60|,여자_50%,남자_50%
잇타이,43.376705882352944%_10|,49.40494117647059%_20|,32.93529411764705%_30|,25.507058823529405%_40|,18.218117647058826%_50|,15.664705882352953%_60|,여자_50%,남자_50%
팬더스윗 건대점,79.26749999999997%_10|,98.94699999999997%_20|,72.99399999999999%_30|,78.30949999999996%_40|,40.36899999999998%_50|,25.00000000000001%_60|,여자_62%,남자_38%
미친쭈꾸미,25.00000000000001%_10|,99.71499999999996%_20|,85.64099999999999%_30|,63.26949999999996%_40|,54.48649999999997%_50|,25.00000000000001%_60|,여자_51%,남자_49%
매화반점 본점,25.00000000000001%_10|,80.9885%_20|,84.89149999999998%_30|,85.4075%_40|,74.20049999999998%_50|,25.00000000000001%_60|,여자_43%,남자_57%
구구향훠궈 건대직영점,38.02352941176469%_10|,47.81364705882354%_20|,37.891764705882345%_30|,35.76164705882352%_40|,27.044470588235292%_50|,22.707999999999988%_60|,여자_53%,남자_47%
가츠시 건대점,11.764705882352951%_10|,50.9905882352941%_20|,30.704705882352947%_30|,26.535764705882354%_40|,21.963058823529398%_50|,11.764705882352951%_60|,여자_48%,남자_52%
왕십리정곱창,11.764705882352951%_10|,47.81764705882352%_20|,35.496%_30|,30.301882352941167%_40|,26.17388235294117%_50|,11.764705882352951%_60|,여자_50%,남자_50%
칸틴,25.00000000000001%_10|,94.58699999999995%_20|,84.17299999999996%_30|,66.31999999999996%_40|,40.80050000000001%_50|,25.00000000000001%_60|,여자_60%,남자_40%
츠나토리,25.00000000000001%_10|,94.69549999999995%_20|,76.089%_30|,57.838499999999996%_40|,61.306499999999964%_50|,25.00000000000001%_60|,여자_46%,남자_54%
매드쉐프 떡볶이,25.00000000000001%_10|,89.84699999999998%_20|,79.30549999999995%_30|,79.89549999999998%_40|,60.02249999999996%_50|,25.00000000000001%_60|,여자_53%,남자_47%
스시오 건대점,26.018285714285692%_10|,33.70114285714283%_20|,18.37599999999998%_30|,23.61485714285713%_40|,15.10742857142855%_50|,7.704285714285687%_60|,여자_42%,남자_58%
포항막회,26.018285714285692%_10|,33.70114285714283%_20|,18.37599999999998%_30|,23.61485714285713%_40|,15.10742857142855%_50|,7.704285714285687%_60|,여자_42%,남자_58%
역전할머니맥주 건대점,41.819764705882335%_10|,52.85199999999999%_20|,32.05435294117647%_30|,25.05435294117648%_40|,18.756705882352943%_50|,13.16258823529412%_60|,여자_52%,남자_48%
카페롱,11.764705882352951%_10|,48.98894117647059%_20|,33.94635294117646%_30|,20.805647058823514%_40|,13.83600000000001%_50|,11.764705882352951%_60|,여자_55%,남자_45%
김밥천국 건대2호점,25.00000000000001%_10|,93.26499999999996%_20|,84.03899999999994%_30|,71.128%_40|,57.227499999999964%_50|,25.00000000000001%_60|,여자_55%,남자_45%
홍야동양꼬치 훠궈무한리필,41.91482352941176%_10|,49.70070588235293%_20|,32.571058823529405%_30|,34.154588235294106%_40|,25.01929411764705%_50|,18.740470588235297%_60|,여자_44%,남자_56%
안동참찜닭 본점,25.00000000000001%_10|,86.53949999999996%_20|,82.27349999999998%_30|,83.46299999999998%_40|,70.2805%_50|,76.38549999999998%_60|,여자_50%,남자_50%
고기야채,25.00000000000001%_10|,84.12049999999995%_20|,79.78149999999998%_30|,25.00000000000001%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_45%,남자_55%
만원수산 건대점,14.688000000000006%_10|,49.11199999999999%_20|,37.74423529411765%_30|,31.80070588235293%_40|,25.68282352941177%_50|,23.9604705882353%_60|,여자_46%,남자_54%
예담밥상,25.00000000000001%_10|,86.61749999999998%_20|,84.30399999999996%_30|,84.73949999999999%_40|,88.60549999999996%_50|,89.18799999999996%_60|,여자_49%,남자_51%
카페22,25.00000000000001%_10|,86.61749999999998%_20|,84.30399999999996%_30|,84.73949999999999%_40|,88.60549999999996%_50|,89.18799999999996%_60|,여자_49%,남자_51%
시홍쓰,11.764705882352951%_10|,48.671058823529414%_20|,34.43435294117646%_30|,22.812705882352937%_40|,16.579529411764717%_50|,11.764705882352951%_60|,여자_56%,남자_44%
모지니,36.36894117647059%_10|,49.050588235294114%_20|,31.002117647058814%_30|,11.764705882352951%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_63%,남자_37%
심야식당 하리,36.36894117647059%_10|,49.050588235294114%_20|,31.002117647058814%_30|,11.764705882352951%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_63%,남자_37%
더이퀼리브리엄커피,25.00000000000001%_10|,96.15549999999998%_20|,80.52499999999999%_30|,67.49149999999996%_40|,47.833%_50|,25.00000000000001%_60|,여자_57%,남자_43%
감성당,11.764705882352951%_10|,49.36682352941176%_20|,29.02964705882354%_30|,20.52729411764706%_40|,14.331529411764702%_50|,11.764705882352951%_60|,여자_57%,남자_43%
도단집별관,25.00000000000001%_10|,99.33549999999998%_20|,82.4245%_30|,64.40099999999997%_40|,48.688500000000005%_50|,25.00000000000001%_60|,여자_45%,남자_55%
일레븐 라운지,11.764705882352951%_10|,51.93600000000001%_20|,31.692941176470583%_30|,22.362117647058817%_40|,14.33576470588234%_50|,11.764705882352951%_60|,여자_52%,남자_48%
