name,gubun,score,visitCount,blogCount
서피동파,한식,4.47/5,방문자 리뷰_ 206,블로그 리뷰_ 132
고쿠텐 대학로점,일식당,4.33/5,방문자 리뷰_ 356,블로그 리뷰_ 314
학림커피,카페,4.53/5,방문자 리뷰_ 244,블로그 리뷰_ 132
육식주,"육류,고기요리",5/5,방문자 리뷰_ 160,블로그 리뷰_ 116
키햐아 혜화점,일식당,4.47/5,방문자 리뷰_ 225,블로그 리뷰_ 201
현초밥,"초밥,롤",4.34/5,방문자 리뷰_ 782,블로그 리뷰_ 515
혜화돌쇠아저씨,종합분식,4.54/5,방문자 리뷰_ 236,블로그 리뷰_ 266
릴랙스 인 다운타운,"카페,디저트",4.64/5,방문자 리뷰_ 54,블로그 리뷰_ 134
오늘도 한잔,바(BAR),4.63/5,방문자 리뷰_ 132,블로그 리뷰_ 54
은식당,"육류,고기요리",4.37/5,방문자 리뷰_ 306,블로그 리뷰_ 194
포크랜드피케이월드직영점,돼지고기구이,4.39/5,방문자 리뷰_ 230,블로그 리뷰_ 349
달빛마루,요리주점,4.3/5,방문자 리뷰_ 174,블로그 리뷰_ 346
피터팬스테이크,"스테이크,립",4.68/5,방문자 리뷰_ 496,블로그 리뷰_ 320
1940 금문,중식당,4.68/5,방문자 리뷰_ 359,블로그 리뷰_ 75
이유식당,"백반,가정식",4.49/5,방문자 리뷰_ 333,블로그 리뷰_ 87
화화담 대학로,베트남음식,5/5,방문자 리뷰_ 371,블로그 리뷰_ 188
이자카야진,"오뎅,꼬치",4.29/5,방문자 리뷰_ 115,블로그 리뷰_ 94
센꼬치,이자카야,4.54/5,방문자 리뷰_ 85,블로그 리뷰_ 44
혼가츠 대학로점,돈가스,4.39/5,방문자 리뷰_ 756,블로그 리뷰_ 608
히메시야,일식당,4.32/5,방문자 리뷰_ 434,블로그 리뷰_ 113
바오쯔,"딤섬,중식만두",4.32/5,방문자 리뷰_ 328,블로그 리뷰_ 153
서울바당,야식,4.32/5,방문자 리뷰_ 29,블로그 리뷰_ 25
솔솥 대학로점,한식,4.32/5,방문자 리뷰_ 52,블로그 리뷰_ 15
스노브 대학로점,케이크전문,4.33/5,"방문자 리뷰_ 1,094",블로그 리뷰_ 786
마녀주방 대학로점,이탈리아음식,4.41/5,"방문자 리뷰_ 1,112",블로그 리뷰_ 399
혜화 골목냉면,냉면,4.29/5,방문자 리뷰_ 833,블로그 리뷰_ 104
랑데자뷰 대학로점,"카페,디저트",4.24/5,방문자 리뷰_ 280,블로그 리뷰_ 223
메리그린,"카페,디저트",4.56/5,방문자 리뷰_ 249,블로그 리뷰_ 215
혜화동 다이닝,양식,4.36/5,방문자 리뷰_ 124,블로그 리뷰_ 151
고기공방,"육류,고기요리",4.6/5,방문자 리뷰_ 222,블로그 리뷰_ 230
카페키이로,"카페,디저트",4.54/5,방문자 리뷰_ 446,블로그 리뷰_ 607
맘스터치 종로대학로점,"치킨,닭강정",4.39/5,방문자 리뷰_ 534,블로그 리뷰_ 47
맛의정원,양식,4.47/5,방문자 리뷰_ 305,블로그 리뷰_ 124
다다미 소바,일식당,4.2/5,방문자 리뷰_ 617,블로그 리뷰_ 119
혜화양육관,양꼬치,4.38/5,방문자 리뷰_ 450,블로그 리뷰_ 483
나무요일,와인,4.38/5,방문자 리뷰_ 26,블로그 리뷰_ 78
혜화랑,와인,4.47/5,방문자 리뷰_ 115,블로그 리뷰_ 309
그림제작소 혜화점,"카페,디저트",4.8/5,방문자 리뷰_ 712,블로그 리뷰_ 149
부탄츄 대학로점,일본식라면,4.33/5,방문자 리뷰_ 494,블로그 리뷰_ 322
겐로쿠우동 대학로점,"우동,소바",4.5/5,방문자 리뷰_ 670,블로그 리뷰_ 564
청화원,"딤섬,중식만두",3.99/5,방문자 리뷰_ 411,블로그 리뷰_ 75
울리브루잉,"맥주,호프",5/5,방문자 리뷰_ 59,블로그 리뷰_ 19
마마그릭 성대점,"다이어트,샐러드",4.69/5,방문자 리뷰_ 111,블로그 리뷰_ 91
이마쇼쿠,일식당,4.43/5,방문자 리뷰_ 116,블로그 리뷰_ 50
피자보이시나 대학로점,피자,4.54/5,방문자 리뷰_ 287,블로그 리뷰_ 437
카페 빵쌤 대학로점,"카페,디저트",4.54/5,방문자 리뷰_ 440,블로그 리뷰_ 82
또오리,오리요리,4.52/5,방문자 리뷰_ 358,블로그 리뷰_ 427
부추곱창 대학로점,"곱창,막창,양",4.48/5,방문자 리뷰_ 208,블로그 리뷰_ 494
미가라멘 대학로점,일본식라면,4.36/5,방문자 리뷰_ 274,블로그 리뷰_ 226
곱창고 대학로점,"곱창,막창,양",4.75/5,방문자 리뷰_ 155,블로그 리뷰_ 110
