name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
히메시야,25.80114285714284%_10|,30.2422857142857%_20|,14.769999999999984%_30|,17.16542857142854%_40|,9.09971428571426%_50|,3.8554285714285417%_60|,여자_51%,남자_49%
바오쯔,25.00000000000001%_10|,92.79849999999998%_20|,80.72649999999996%_30|,80.58249999999998%_40|,70.68299999999998%_50|,65.095%_60|,여자_55%,남자_45%
서울바당,25.00000000000001%_10|,98.71449999999994%_20|,84.37599999999998%_30|,57.41699999999997%_40|,51.36049999999995%_50|,45.55299999999999%_60|,여자_53%,남자_47%
솔솥 대학로점,18.83600000000001%_10|,48.14164705882351%_20|,37.5910588235294%_30|,29.266823529411774%_40|,27.07129411764705%_50|,11.764705882352951%_60|,여자_61%,남자_39%
스노브 대학로점,39.24023529411764%_10|,52.76235294117646%_20|,35.854352941176465%_30|,27.879294117647056%_40|,19.642117647058814%_50|,11.764705882352951%_60|,여자_60%,남자_40%
마녀주방 대학로점,98.39849999999997%_10|,94.7315%_20|,64.3885%_30|,72.1395%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_56%,남자_44%
혜화 골목냉면,98.39849999999997%_10|,94.7315%_20|,64.3885%_30|,72.1395%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_56%,남자_44%
랑데자뷰 대학로점,47.5395294117647%_10|,49.24682352941176%_20|,32.03835294117647%_30|,22.77929411764706%_40|,16.256000000000007%_50|,11.764705882352951%_60|,여자_56%,남자_44%
메리그린,46.64611764705883%_10|,50.47741176470587%_20|,24.63670588235293%_30|,18.824470588235283%_40|,14.301411764705874%_50|,11.764705882352951%_60|,여자_65%,남자_35%
혜화동 다이닝,33.944941176470586%_10|,50.69764705882353%_20|,34.47341176470587%_30|,25.692000000000004%_40|,21.25717647058822%_50|,11.764705882352951%_60|,여자_52%,남자_48%
고기공방,37.7910588235294%_10|,52.34870588235293%_20|,34.83105882352942%_30|,23.305176470588233%_40|,17.653176470588242%_50|,11.764705882352951%_60|,여자_50%,남자_50%
카페키이로,39.17011764705882%_10|,50.85976470588234%_20|,35.59411764705883%_30|,24.242352941176456%_40|,17.47576470588235%_50|,11.764705882352951%_60|,여자_63%,남자_37%
맘스터치 종로대학로점,40.8150588235294%_10|,49.135294117647064%_20|,33.7724705882353%_30|,24.339529411764694%_40|,18.991294117647065%_50|,21.080470588235293%_60|,여자_49%,남자_51%
맛의정원,11.764705882352951%_10|,48.70776470588234%_20|,31.299999999999983%_30|,25.26611764705881%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_61%,남자_39%
다다미 소바,74.28149999999998%_10|,94.35849999999998%_20|,73.67499999999997%_30|,71.32949999999997%_40|,61.088999999999984%_50|,25.00000000000001%_60|,여자_53%,남자_47%
혜화양육관,11.764705882352951%_10|,47.31317647058822%_20|,39.63929411764706%_30|,35.80941176470589%_40|,28.98188235294117%_50|,11.764705882352951%_60|,여자_48%,남자_52%
나무요일,11.764705882352951%_10|,48.15717647058822%_20|,36.1964705882353%_30|,26.613882352941175%_40|,18.36494117647058%_50|,11.764705882352951%_60|,여자_53%,남자_47%
혜화랑,11.764705882352951%_10|,49.866117647058815%_20|,38.0870588235294%_30|,29.40305882352942%_40|,22.42941176470588%_50|,11.764705882352951%_60|,여자_52%,남자_48%
그림제작소 혜화점,67.86466666666668%_10|,79.17466666666664%_20|,39.20433333333332%_30|,25.636666666666674%_40|,20.77533333333333%_50|,17.562333333333342%_60|,여자_56%,남자_44%
부탄츄 대학로점,67.86466666666668%_10|,79.17466666666664%_20|,39.20433333333332%_30|,25.636666666666674%_40|,20.77533333333333%_50|,17.562333333333342%_60|,여자_56%,남자_44%
겐로쿠우동 대학로점,67.86466666666668%_10|,79.17466666666664%_20|,39.20433333333332%_30|,25.636666666666674%_40|,20.77533333333333%_50|,17.562333333333342%_60|,여자_56%,남자_44%
청화원,71.3925%_10|,98.7545%_20|,78.66349999999997%_30|,69.66099999999994%_40|,56.22349999999996%_50|,47.622499999999995%_60|,여자_55%,남자_45%
울리브루잉,11.764705882352951%_10|,50.79058823529412%_20|,39.333176470588235%_30|,35.026352941176484%_40|,20.58917647058824%_50|,15.948941176470596%_60|,여자_50%,남자_50%
마마그릭 성대점,37.384941176470576%_10|,51.9404705882353%_20|,32.1715294117647%_30|,23.42047058823529%_40|,21.456941176470597%_50|,11.764705882352951%_60|,여자_69%,남자_31%
이마쇼쿠,11.764705882352951%_10|,47.70588235294117%_20|,39.51623529411764%_30|,25.094823529411762%_40|,16.450588235294102%_50|,11.764705882352951%_60|,여자_49%,남자_51%
피자보이시나 대학로점,35.812000000000005%_10|,47.42%_20|,34.02588235294118%_30|,30.955529411764708%_40|,24.648470588235284%_50|,11.764705882352951%_60|,여자_51%,남자_49%
카페 빵쌤 대학로점,32.40894117647059%_10|,49.04352941176471%_20|,34.80988235294118%_30|,29.885882352941174%_40|,24.330117647058827%_50|,11.764705882352951%_60|,여자_60%,남자_40%
또오리,51.883499999999984%_10|,95.31799999999998%_20|,83.94549999999997%_30|,79.60549999999996%_40|,83.46149999999999%_50|,86.76599999999998%_60|,여자_46%,남자_54%
부추곱창 대학로점,36.44423529411765%_10|,50.371999999999986%_20|,33.54376470588236%_30|,28.130588235294105%_40|,23.49011764705881%_50|,11.764705882352951%_60|,여자_52%,남자_48%
미가라멘 대학로점,43.96258823529412%_10|,49.82729411764706%_20|,35.570823529411754%_30|,26.442117647058822%_40|,17.325647058823524%_50|,15.319999999999997%_60|,여자_50%,남자_50%
곱창고 대학로점,36.807999999999986%_10|,48.76117647058822%_20|,30.586352941176465%_30|,29.566588235294127%_40|,21.969647058823522%_50|,11.764705882352951%_60|,여자_51%,남자_49%
