name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
서피동파,11.764705882352951%_10|,49.516470588235286%_20|,33.30070588235293%_30|,30.745647058823533%_40|,26.201882352941162%_50|,11.764705882352951%_60|,여자_51%,남자_49%
고쿠텐 대학로점,38.463058823529394%_10|,49.333176470588235%_20|,34.04776470588236%_30|,27.796470588235287%_40|,21.30494117647059%_50|,11.764705882352951%_60|,여자_53%,남자_47%
학림커피,52.91749999999996%_10|,99.52749999999996%_20|,81.44899999999996%_30|,72.60849999999998%_40|,71.26499999999997%_50|,72.03799999999994%_60|,여자_57%,남자_43%
육식주,25.00000000000001%_10|,99.79399999999995%_20|,79.87199999999997%_30|,58.7615%_40|,45.06999999999998%_50|,25.00000000000001%_60|,여자_49%,남자_51%
키햐아 혜화점,35.97411764705881%_10|,49.558588235294124%_20|,30.296941176470593%_30|,21.22447058823528%_40|,17.135294117647064%_50|,11.764705882352951%_60|,여자_58%,남자_42%
현초밥,30.10399999999998%_10|,49.11976470588234%_20|,36.18988235294116%_30|,33.66070588235293%_40|,28.683058823529382%_50|,25.785647058823518%_60|,여자_49%,남자_51%
혜화돌쇠아저씨,37.98329411764706%_10|,48.40329411764704%_20|,39.4105882352941%_30|,30.562117647058827%_40|,21.316235294117632%_50|,20.315058823529423%_60|,여자_57%,남자_43%
릴랙스 인 다운타운,66.27466666666666%_10|,76.88799999999998%_20|,43.869%_30|,34.557333333333325%_40|,31.17266666666666%_50|,28.035666666666675%_60|,여자_56%,남자_44%
오늘도 한잔,16.66666666666668%_10|,77.805%_20|,28.727666666666668%_30|,21.134666666666668%_40|,19.857333333333315%_50|,16.66666666666668%_60|,여자_56%,남자_44%
은식당,25.00000000000001%_10|,97.30399999999997%_20|,79.41499999999999%_30|,72.0195%_40|,51.86449999999996%_50|,25.00000000000001%_60|,여자_51%,남자_49%
포크랜드피케이월드직영점,25.00000000000001%_10|,96.74899999999994%_20|,86.12699999999998%_30|,74.38899999999997%_40|,61.277%_50|,25.00000000000001%_60|,여자_51%,남자_49%
달빛마루,16.66666666666668%_10|,75.18766666666664%_20|,41.15233333333334%_30|,32.083000000000006%_40|,28.804333333333314%_50|,16.66666666666668%_60|,여자_52%,남자_48%
피터팬스테이크,41.976470588235294%_10|,50.413176470588226%_20|,32.47435294117648%_30|,30.88047058823528%_40|,23.459529411764702%_50|,11.764705882352951%_60|,여자_53%,남자_47%
1940 금문,25.00000000000001%_10|,80.64549999999996%_20|,84.05999999999999%_30|,88.93499999999996%_40|,81.2745%_50|,83.17349999999999%_60|,여자_45%,남자_55%
이유식당,11.764705882352951%_10|,47.16894117647058%_20|,37.289176470588245%_30|,35.29835294117646%_40|,29.43670588235295%_50|,23.640941176470577%_60|,여자_57%,남자_43%
화화담 대학로,40.40847058823529%_10|,48.687529411764714%_20|,34.044%_30|,34.464705882352945%_40|,31.880941176470586%_50|,11.764705882352951%_60|,여자_55%,남자_45%
이자카야진,22.66823529411764%_10|,51.776941176470594%_20|,37.65411764705882%_30|,32.47270588235295%_40|,23.173176470588224%_50|,16.19576470588235%_60|,여자_49%,남자_51%
센꼬치,11.764705882352951%_10|,48.49247058823528%_20|,35.34023529411765%_30|,26.58611764705881%_40|,18.82188235294117%_50|,11.764705882352951%_60|,여자_52%,남자_48%
혼가츠 대학로점,25.80114285714284%_10|,30.2422857142857%_20|,14.769999999999984%_30|,17.16542857142854%_40|,9.09971428571426%_50|,3.8554285714285417%_60|,여자_51%,남자_49%
