name ,tenCen ,twoCen ,threeCen fourCen ,,fiveCen ,sixCen ,womanRatio ,manRatio
솔트24,60.86699999999998%_10|,99.56899999999999%_20|,81.423%_30|,74.39499999999997%_40|,61.13949999999999%_50|,25.00000000000001%_60|,여자_62%,남자_38%
리춘시장 대학로CGV점,68.41399999999996%_10|,94.82899999999997%_20|,77.90299999999998%_30|,70.31749999999995%_40|,53.95249999999999%_50|,25.00000000000001%_60|,여자_48%,남자_52%
돈돈정 대학로점,41.541411764705884%_10|,49.49341176470586%_20|,29.723058823529403%_30|,24.02235294117648%_40|,17.954823529411772%_50|,11.764705882352951%_60|,여자_53%,남자_47%
명륜포차,41.541411764705884%_10|,49.49341176470586%_20|,29.723058823529403%_30|,24.02235294117648%_40|,17.954823529411772%_50|,11.764705882352951%_60|,여자_53%,남자_47%
대한맥주집 대학로점,25.00000000000001%_10|,99.62699999999998%_20|,73.35499999999998%_30|,70.4485%_40|,59.001499999999965%_50|,25.00000000000001%_60|,여자_50%,남자_50%
카페 선선혜화,25.00000000000001%_10|,99.62699999999998%_20|,73.35499999999998%_30|,70.4485%_40|,59.001499999999965%_50|,25.00000000000001%_60|,여자_50%,남자_50%
맥덕스,11.764705882352951%_10|,47.77317647058823%_20|,36.28070588235294%_30|,30.94941176470587%_40|,24.885176470588238%_50|,11.764705882352951%_60|,여자_50%,남자_50%
프루스트,11.764705882352951%_10|,47.77317647058823%_20|,36.28070588235294%_30|,30.94941176470587%_40|,24.885176470588238%_50|,11.764705882352951%_60|,여자_50%,남자_50%
경성양꼬치 혜화점,25.00000000000001%_10|,98.49049999999994%_20|,73.32249999999999%_30|,67.05399999999997%_40|,57.26649999999998%_50|,25.00000000000001%_60|,여자_48%,남자_52%
명륜동식당,25.00000000000001%_10|,94.69849999999998%_20|,77.2105%_30|,71.84349999999998%_40|,70.5005%_50|,25.00000000000001%_60|,여자_51%,남자_49%
육수당 대학로점,66.097%_10|,98.133%_20|,79.469%_30|,68.79849999999996%_40|,56.01499999999996%_50|,25.00000000000001%_60|,여자_48%,남자_52%
유캔하이x육미안,11.764705882352951%_10|,48.59764705882351%_20|,35.965411764705884%_30|,28.95882352941177%_40|,22.979058823529407%_50|,11.764705882352951%_60|,여자_55%,남자_45%
아도레 쿠치나,11.764705882352951%_10|,48.59764705882351%_20|,35.965411764705884%_30|,28.95882352941177%_40|,22.979058823529407%_50|,11.764705882352951%_60|,여자_55%,남자_45%
환식당,42.058588235294124%_10|,48.64047058823528%_20|,26.449411764705882%_30|,21.336000000000006%_40|,20.37388235294118%_50|,11.764705882352951%_60|,여자_54%,남자_46%
청산손만두,42.058588235294124%_10|,48.64047058823528%_20|,26.449411764705882%_30|,21.336000000000006%_40|,20.37388235294118%_50|,11.764705882352951%_60|,여자_54%,남자_46%
역전할머니맥주 대학로점,11.764705882352951%_10|,49.47811764705881%_20|,31.474117647058826%_30|,29.049647058823535%_40|,23.677647058823524%_50|,11.764705882352951%_60|,여자_51%,남자_49%
카페랑솜,44.5670588235294%_10|,50.921411764705894%_20|,26.66423529411763%_30|,20.888000000000005%_40|,16.56164705882352%_50|,11.764705882352951%_60|,여자_65%,남자_35%
아뻬 서울,37.988941176470576%_10|,48.726117647058814%_20|,33.072705882352935%_30|,24.098117647058817%_40|,18.463999999999995%_50|,11.764705882352951%_60|,여자_62%,남자_38%
케익아이메이드 대학로점,45.670823529411756%_10|,52.59058823529411%_20|,32.66517647058824%_30|,27.21105882352942%_40|,17.19199999999999%_50|,14.772941176470583%_60|,여자_57%,남자_43%
혜화역4번출구 카페 제이드,86.78849999999996%_10|,99.27099999999996%_20|,67.83999999999999%_30|,56.60549999999995%_40|,25.00000000000001%_50|,25.00000000000001%_60|,여자_60%,남자_40%
기꾸스시,11.764705882352951%_10|,49.359999999999985%_20|,32.300941176470594%_30|,26.51670588235294%_40|,23.05035294117648%_50|,11.764705882352951%_60|,여자_53%,남자_47%
PIT A PAT,11.764705882352951%_10|,49.359999999999985%_20|,32.300941176470594%_30|,26.51670588235294%_40|,23.05035294117648%_50|,11.764705882352951%_60|,여자_53%,남자_47%
재팔이네닭발 대학로점,34.29952941176471%_10|,48.18658823529412%_20|,32.129411764705864%_30|,28.269176470588235%_40|,22.734352941176457%_50|,11.764705882352951%_60|,여자_55%,남자_45%
퀸101,11.764705882352951%_10|,52.44823529411765%_20|,36.514823529411764%_30|,37.40047058823529%_40|,15.752705882352949%_50|,25.706588235294127%_60|,여자_44%,남자_56%
행운삼겹살,11.764705882352951%_10|,52.44823529411765%_20|,36.514823529411764%_30|,37.40047058823529%_40|,15.752705882352949%_50|,25.706588235294127%_60|,여자_44%,남자_56%
오도레D,11.764705882352951%_10|,52.44823529411765%_20|,36.514823529411764%_30|,37.40047058823529%_40|,15.752705882352949%_50|,25.706588235294127%_60|,여자_44%,남자_56%
훠궈나라 대학로본점,46.764941176470586%_10|,49.73223529411766%_20|,29.50870588235293%_30|,26.60917647058823%_40|,22.853647058823526%_50|,11.764705882352951%_60|,여자_58%,남자_42%
바이미디저트,11.764705882352951%_10|,48.53952941176469%_20|,29.940705882352947%_30|,11.764705882352951%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_64%,남자_36%
혜화시장,11.764705882352951%_10|,48.53952941176469%_20|,29.940705882352947%_30|,11.764705882352951%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_64%,남자_36%
틈새라면대학로점,25.00000000000001%_10|,95.50799999999995%_20|,83.98749999999995%_30|,67.15849999999999%_40|,41.25299999999997%_50|,25.00000000000001%_60|,여자_52%,남자_48%
별달밤,25.00000000000001%_10|,95.50799999999995%_20|,83.98749999999995%_30|,67.15849999999999%_40|,41.25299999999997%_50|,25.00000000000001%_60|,여자_52%,남자_48%
이공오도씨,25.00000000000001%_10|,95.50799999999995%_20|,83.98749999999995%_30|,67.15849999999999%_40|,41.25299999999997%_50|,25.00000000000001%_60|,여자_52%,남자_48%
대학로쭈왕쭈꾸미,11.764705882352951%_10|,47.06635294117646%_20|,31.433647058823517%_30|,29.95811764705883%_40|,27.382588235294126%_50|,11.764705882352951%_60|,여자_53%,남자_47%
블루룸,11.764705882352951%_10|,49.05717647058824%_20|,29.68611764705882%_30|,21.00023529411764%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_53%,남자_47%
마로화적,25.00000000000001%_10|,67.91449999999996%_20|,72.7705%_30|,89.27799999999999%_40|,92.91099999999999%_50|,97.90099999999998%_60|,여자_49%,남자_51%
히든스시,11.764705882352951%_10|,48.512%_20|,29.91741176470587%_30|,22.653411764705865%_40|,19.471294117647048%_50|,11.764705882352951%_60|,여자_56%,남자_44%
심야식당,11.764705882352951%_10|,50.597176470588224%_20|,26.775294117647054%_30|,31.048705882352934%_40|,15.328705882352928%_50|,11.764705882352951%_60|,여자_48%,남자_52%
육회한연어 대학로점,11.764705882352951%_10|,48.83717647058823%_20|,29.57011764705883%_30|,25.116470588235284%_40|,11.764705882352951%_50|,11.764705882352951%_60|,여자_50%,남자_50%
