name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
비스까미노,93.36099999999999%_10|,98.81999999999998%_20|,63.62749999999998%_30|,58.12799999999999%_40|,44.295999999999985%_50|,25.00000000000001%_60|,여자_48%,남자_52%
교촌치킨 대학로점,25.00000000000001%_10|,92.04999999999998%_20|,82.3765%_30|,72.06749999999998%_40|,51.01499999999996%_50|,25.00000000000001%_60|,여자_49%,남자_51%
엘파소,25.00000000000001%_10|,92.04999999999998%_20|,82.3765%_30|,72.06749999999998%_40|,51.01499999999996%_50|,25.00000000000001%_60|,여자_49%,남자_51%
60계치킨 서울대학로점,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
레코드피자,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
조개집,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
스페이스엠,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
남대문황금족발 대학로점,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
챠코,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
골목길25,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
지금보고싶다 혜화대학로점,58.33999999999996%_10|,22.47199999999994%_20|,15.936999999999871%_30|,73.51699999999995%_40|,83.94899999999996%_50|,76.93599999999992%_60|,여자_49%,남자_51%
킹스커피 24시 카페,35.46635294117646%_10|,50.5510588235294%_20|,33.18117647058824%_30|,22.160000000000007%_40|,19.124705882352945%_50|,11.764705882352951%_60|,여자_49%,남자_51%
후룩뽕,35.46635294117646%_10|,50.5510588235294%_20|,33.18117647058824%_30|,22.160000000000007%_40|,19.124705882352945%_50|,11.764705882352951%_60|,여자_49%,남자_51%
BBQ치킨 명륜점,35.46635294117646%_10|,50.5510588235294%_20|,33.18117647058824%_30|,22.160000000000007%_40|,19.124705882352945%_50|,11.764705882352951%_60|,여자_49%,남자_51%
방선생웃음밥상,35.46635294117646%_10|,50.5510588235294%_20|,33.18117647058824%_30|,22.160000000000007%_40|,19.124705882352945%_50|,11.764705882352951%_60|,여자_49%,남자_51%
생활맥주 대학로좁은골목점,25.00000000000001%_10|,91.40049999999997%_20|,82.743%_30|,85.36099999999999%_40|,58.213499999999954%_50|,25.00000000000001%_60|,여자_49%,남자_51%
투썸플레이스 혜화로타리점,25.00000000000001%_10|,91.40049999999997%_20|,82.743%_30|,85.36099999999999%_40|,58.213499999999954%_50|,25.00000000000001%_60|,여자_49%,남자_51%
33떡볶이 대학로점,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
미향,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
오름,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
초교수카페,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
크래프트 혜화,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
동숭숯불갈비,81.52599999999997%_10|,80.49149999999997%_20|,75.25449999999998%_30|,86.61299999999996%_40|,66.9695%_50|,25.00000000000001%_60|,여자_55%,남자_45%
옛날농장 대학로점,25.00000000000001%_10|,96.93149999999997%_20|,74.26849999999999%_30|,73.69099999999999%_40|,67.74999999999996%_50|,25.00000000000001%_60|,여자_46%,남자_54%
꼬꼬아찌숯불치킨 혜화대학로점,25.00000000000001%_10|,96.93149999999997%_20|,74.26849999999999%_30|,73.69099999999999%_40|,67.74999999999996%_50|,25.00000000000001%_60|,여자_46%,남자_54%
