name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
페르시안궁전,11.230571428571393%_10|,31.00114285714284%_20|,19.097999999999963%_30|,17.92142857142855%_40|,12.908285714285675%_50|,7.776285714285697%_60|,여자_48%,남자_52%
갸우뚱,11.764705882352951%_10|,47.53976470588235%_20|,39.066588235294105%_30|,32.188%_40|,27.343058823529404%_50|,31.26047058823529%_60|,여자_53%,남자_47%
유자유김치떡볶이 대학로점,76.23549999999999%_10|,99.83949999999999%_20|,80.365%_30|,74.4735%_40|,54.980499999999964%_50|,36.922%_60|,여자_55%,남자_45%
브라운 에비뉴,50.418%_10|,77.30599999999997%_20|,53.22533333333334%_30|,47.287%_40|,38.564333333333344%_50|,26.021999999999984%_60|,여자_63%,남자_37%
서양집,58.702333333333335%_10|,79.684%_20|,48.708999999999996%_30|,38.38233333333333%_40|,30.465333333333337%_50|,27.284999999999997%_60|,여자_51%,남자_49%
리본윈도우,34.466117647058816%_10|,52.43129411764704%_20|,35.56305882352942%_30|,27.475764705882348%_40|,23.76988235294116%_50|,15.68399999999999%_60|,여자_64%,남자_36%
멘야산다이메 명륜4가점,42.70682352941176%_10|,50.15858823529411%_20|,36.74305882352941%_30|,29.202117647058827%_40|,23.70964705882353%_50|,20.281411764705894%_60|,여자_49%,남자_51%
미도인 대학로,26.690857142857112%_10|,38.47885714285712%_20|,13.613142857142849%_30|,15.238571428571404%_40|,10.271428571428551%_50|,5.903999999999973%_60|,여자_55%,남자_45%
낫컴플리트,59.60433333333333%_10|,76.16533333333334%_20|,42.01933333333333%_30|,28.014333333333326%_40|,22.42833333333334%_50|,16.66666666666668%_60|,여자_61%,남자_39%
고엔,12.323764705882347%_10|,51.705411764705886%_20|,36.94329411764705%_30|,27.973176470588246%_40|,22.410823529411775%_50|,11.764705882352951%_60|,여자_49%,남자_51%
서화커피,41.81811764705881%_10|,52.08235294117648%_20|,33.792705882352955%_30|,24.757882352941177%_40|,21.249647058823534%_50|,11.764705882352951%_60|,여자_57%,남자_43%
솔나무길된장예술,45.05550000000001%_10|,91.10299999999995%_20|,85.35199999999995%_30|,88.25449999999998%_40|,88.24949999999994%_50|,88.71699999999996%_60|,여자_54%,남자_46%
소친친,45.05550000000001%_10|,91.10299999999995%_20|,85.35199999999995%_30|,88.25449999999998%_40|,88.24949999999994%_50|,88.71699999999996%_60|,여자_54%,남자_46%
일월일일,43.71223529411763%_10|,52.35764705882353%_20|,31.261647058823534%_30|,23.26752941176469%_40|,17.10047058823529%_50|,11.764705882352951%_60|,여자_60%,남자_40%
무던,65.54499999999999%_10|,76.47833333333331%_20|,46.46533333333331%_30|,35.65333333333335%_40|,25.688999999999997%_50|,21.474333333333334%_60|,여자_62%,남자_38%
창경궁로240,71.80149999999999%_10|,99.49699999999997%_20|,75.88850000000001%_30|,66.0255%_40|,63.85999999999995%_50|,48.61949999999997%_60|,여자_59%,남자_41%
하이디라오 대학로점,44.6915294117647%_10|,52.55482352941174%_20|,34.284000000000006%_30|,28.454588235294125%_40|,24.628%_50|,20.539294117647064%_60|,여자_61%,남자_39%
창화당 대학로점,36.59623529411761%_10|,47.39694117647056%_20|,36.15952941176468%_30|,35.19152941176469%_40|,28.037647058823516%_50|,24.210117647058805%_60|,여자_55%,남자_45%
마띠에르,42.83717647058825%_10|,52.13035294117647%_20|,33.144235294117635%_30|,24.919999999999987%_40|,19.339294117647064%_50|,11.764705882352951%_60|,여자_60%,남자_40%
칠린,56.082999999999984%_10|,75.28099999999999%_20|,41.89166666666665%_30|,36.97399999999998%_40|,35.91099999999998%_50|,16.66666666666668%_60|,여자_57%,남자_43%
미분당 대학로점,60.33500000000001%_10|,98.53899999999996%_20|,82.22299999999997%_30|,75.64599999999997%_40|,55.806%_50|,25.00000000000001%_60|,여자_56%,남자_44%
야스미,36.32188235294116%_10|,49.12964705882353%_20|,35.614117647058826%_30|,31.55011764705882%_40|,22.982823529411768%_50|,11.764705882352951%_60|,여자_50%,남자_50%
카페첫만남,42.65388235294117%_10|,50.88635294117646%_20|,29.051764705882345%_30|,24.34823529411765%_40|,20.48447058823529%_50|,11.764705882352951%_60|,여자_61%,남자_39%
