name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
한식당|"18.915764705882353%_10|"|"48.436470588235295%_20|"|"35.881647058823525%_30|"|"31.584705882352935%_40|"|"31.193411764705886%_50|"|"29.38235294117646%_60|"|여자_51%|남자_49%
오포케|"19.504235294117645%_10|"|"52.31152941176469%_20|"|"34.00823529411763%_30|"|"19.59364705882354%_40|"|"12.607999999999992%_50|"|"11.764705882352951%_60|"|여자_68%|남자_32%
멘쇼|"25.00000000000001%_10|"|"99.94199999999994%_20|"|"80.83149999999998%_30|"|"57.377999999999965%_40|"|"34.942499999999974%_50|"|"25.00000000000001%_60|"|여자_46%|남자_54%
돕감자탕전문점|"11.764705882352951%_10|"|"49.05811764705883%_20|"|"38.28682352941175%_30|"|"34.16235294117648%_40|"|"30.40094117647058%_50|"|"27.147058823529406%_60|"|여자_46%|남자_54%
해룡마라룽샤 건대점|"35.2775%_10|"|"88.24249999999996%_20|"|"96.49549999999998%_30|"|"82.87549999999997%_40|"|"52.82699999999999%_50|"|"40.42600000000001%_60|"|여자_50%|남자_50%
수퍼슬라이더스|"35.2775%_10|"|"88.24249999999996%_20|"|"96.49549999999998%_30|"|"82.87549999999997%_40|"|"52.82699999999999%_50|"|"40.42600000000001%_60|"|여자_50%|남자_50%
송쉐프|"25.00000000000001%_10|"|"75.34249999999996%_20|"|"88.75049999999997%_30|"|"92.21449999999994%_40|"|"77.32199999999997%_50|"|"79.53249999999998%_60|"|여자_47%|남자_53%
플록|"25.00000000000001%_10|"|"96.06699999999998%_20|"|"95.78549999999998%_30|"|"71.3095%_40|"|"61.539500000000004%_50|"|"54.76999999999996%_60|"|여자_51%|남자_49%
래빗홀 버거컴퍼니|"11.764705882352951%_10|"|"48.48305882352942%_20|"|"38.255764705882356%_30|"|"30.872000000000003%_40|"|"21.118117647058835%_50|"|"11.764705882352951%_60|"|여자_50%|남자_50%
부탄츄 건대점|"35.11529411764707%_10|"|"47.4750588235294%_20|"|"35.98823529411765%_30|"|"24.03247058823528%_40|"|"14.65270588235295%_50|"|"11.764705882352951%_60|"|여자_47%|남자_53%
민정식당|"25.00000000000001%_10|"|"82.91199999999996%_20|"|"91.19649999999999%_30|"|"85.15349999999997%_40|"|"71.83699999999996%_50|"|"73.4465%_60|"|여자_46%|남자_54%
정글포차|"11.764705882352951%_10|"|"50.01247058823529%_20|"|"35.488941176470576%_30|"|"25.396941176470573%_40|"|"16.109882352941163%_50|"|"11.764705882352951%_60|"|여자_52%|남자_48%
김창훈호프|"27.424666666666646%_10|"|"80.77233333333332%_20|"|"44.92333333333331%_30|"|"32.818999999999996%_40|"|"25.157333333333327%_50|"|"22.365999999999993%_60|"|여자_51%|남자_49%
로얄 인디안 레스토랑|"11.764705882352951%_10|"|"47.34611764705882%_20|"|"37.057882352941164%_30|"|"31.053176470588227%_40|"|"24.40094117647059%_50|"|"11.764705882352951%_60|"|여자_51%|남자_49%
